record_id,model,condition,gold_family,response_parseable,any_renderer_executable,top1_renderer_executable,renderer_executable_fraction,top1_registered_compliant,registered_compliant_fraction,candidate_count
nvbench2:dev:327,llama3.2:3b,direct,boxplot,1.0,1.0,1.0,1.0,0.0,0.6,5
nvbench2:dev:331,llama3.2:3b,direct,bar,1.0,1.0,1.0,1.0,1.0,0.8,5
nvbench2:dev:332,llama3.2:3b,direct,arc,1.0,1.0,1.0,1.0,0.0,0.2,5
nvbench2:dev:336,llama3.2:3b,direct,arc,1.0,1.0,0.0,0.6,0.0,0.0,5
nvbench2:dev:338,llama3.2:3b,direct,rect,1.0,1.0,1.0,1.0,0.0,0.2,5
nvbench2:dev:340,llama3.2:3b,direct,rect,1.0,1.0,1.0,1.0,0.0,0.2,5
nvbench2:dev:346,llama3.2:3b,direct,bar+line+rect,1.0,1.0,1.0,1.0,0.0,0.4,5
nvbench2:dev:358,llama3.2:3b,direct,bar,1.0,1.0,1.0,1.0,0.0,0.2,5
nvbench2:dev:362,llama3.2:3b,direct,rect,1.0,1.0,1.0,1.0,0.0,0.2,5
nvbench2:dev:367,llama3.2:3b,direct,bar,1.0,1.0,1.0,1.0,0.0,0.6,5
nvbench2:dev:381,llama3.2:3b,direct,rect,1.0,1.0,1.0,1.0,0.0,0.2,5
nvbench2:dev:383,llama3.2:3b,direct,rect,1.0,1.0,1.0,1.0,1.0,1.0,5
nvbench2:dev:384,llama3.2:3b,direct,bar,1.0,1.0,1.0,1.0,0.0,0.2,5
nvbench2:dev:388,llama3.2:3b,direct,rect,1.0,1.0,1.0,1.0,0.0,0.0,5
nvbench2:dev:394,llama3.2:3b,direct,arc,1.0,1.0,1.0,1.0,0.0,0.0,5
nvbench2:dev:398,llama3.2:3b,direct,line,1.0,1.0,1.0,1.0,0.0,0.0,2
nvbench2:dev:403,llama3.2:3b,direct,point,1.0,1.0,1.0,1.0,1.0,0.4,5
nvbench2:dev:405,llama3.2:3b,direct,bar,1.0,1.0,1.0,1.0,0.0,0.4,5
nvbench2:dev:421,llama3.2:3b,direct,arc,1.0,1.0,1.0,0.8,0.0,0.0,5
nvbench2:dev:422,llama3.2:3b,direct,arc,1.0,1.0,1.0,0.8,0.0,0.0,5
nvbench2:dev:436,llama3.2:3b,direct,point,1.0,1.0,1.0,1.0,0.0,0.2,5
nvbench2:dev:444,llama3.2:3b,direct,point,1.0,1.0,1.0,1.0,0.0,0.6,5
nvbench2:dev:445,llama3.2:3b,direct,boxplot,1.0,1.0,1.0,1.0,0.0,0.2,5
nvbench2:dev:455,llama3.2:3b,direct,bar,1.0,1.0,1.0,1.0,0.0,0.6,5
nvbench2:dev:457,llama3.2:3b,direct,arc,1.0,1.0,1.0,1.0,0.0,0.0,5
nvbench2:dev:462,llama3.2:3b,direct,bar,1.0,0.0,0.0,0.0,0.0,0.0,1
nvbench2:dev:463,llama3.2:3b,direct,bar+line+point,1.0,1.0,1.0,1.0,1.0,1.0,5
nvbench2:dev:465,llama3.2:3b,direct,arc,1.0,1.0,1.0,0.8,0.0,0.0,5
nvbench2:dev:470,llama3.2:3b,direct,boxplot,1.0,1.0,1.0,1.0,1.0,0.5,2
nvbench2:dev:475,llama3.2:3b,direct,bar+line,1.0,1.0,1.0,1.0,0.0,0.6,5
nvbench2:dev:485,llama3.2:3b,direct,bar,1.0,1.0,1.0,1.0,1.0,1.0,5
nvbench2:dev:492,llama3.2:3b,direct,arc,1.0,1.0,1.0,1.0,0.0,0.6,5
nvbench2:dev:495,llama3.2:3b,direct,boxplot,1.0,1.0,1.0,1.0,0.0,0.4,5
nvbench2:dev:498,llama3.2:3b,direct,arc,1.0,1.0,1.0,1.0,0.0,0.0,5
nvbench2:dev:499,llama3.2:3b,direct,line,1.0,1.0,1.0,1.0,0.0,0.2,5
nvbench2:dev:507,llama3.2:3b,direct,rect,1.0,1.0,1.0,1.0,0.0,0.4,5
nvbench2:dev:508,llama3.2:3b,direct,arc,1.0,1.0,1.0,1.0,0.0,0.4,5
nvbench2:dev:515,llama3.2:3b,direct,line,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,3
nvbench2:dev:531,llama3.2:3b,direct,bar,1.0,1.0,1.0,1.0,0.0,0.2,5
nvbench2:dev:538,llama3.2:3b,direct,arc,1.0,1.0,1.0,1.0,1.0,0.6,5
nvbench2:dev:540,llama3.2:3b,direct,bar,1.0,1.0,1.0,1.0,0.0,0.0,5
nvbench2:dev:551,llama3.2:3b,direct,line,1.0,1.0,1.0,1.0,0.0,0.0,2
nvbench2:dev:554,llama3.2:3b,direct,point,1.0,1.0,1.0,1.0,0.0,0.6,5
nvbench2:dev:562,llama3.2:3b,direct,bar,1.0,1.0,1.0,1.0,0.0,0.2,5
nvbench2:dev:568,llama3.2:3b,direct,line,1.0,1.0,0.0,0.25,1.0,0.75,4
nvbench2:dev:571,llama3.2:3b,direct,rect,1.0,1.0,1.0,1.0,0.0,0.2,5
nvbench2:dev:572,llama3.2:3b,direct,bar,1.0,0.0,0.0,0.0,0.0,0.4,5
nvbench2:dev:573,llama3.2:3b,direct,point,1.0,1.0,1.0,1.0,0.0,0.6,5
nvbench2:dev:603,llama3.2:3b,direct,rect,1.0,1.0,1.0,1.0,0.0,0.2,5
nvbench2:dev:605,llama3.2:3b,direct,line,1.0,1.0,0.0,0.2,0.0,0.2,5
nvbench2:dev:606,llama3.2:3b,direct,bar,1.0,1.0,1.0,1.0,0.0,0.0,5
nvbench2:dev:612,llama3.2:3b,direct,arc,1.0,1.0,1.0,0.8,0.0,0.0,5
nvbench2:dev:614,llama3.2:3b,direct,bar,1.0,1.0,1.0,1.0,0.0,0.4,5
nvbench2:dev:628,llama3.2:3b,direct,rect,1.0,1.0,1.0,0.75,0.0,0.0,4
nvbench2:dev:641,llama3.2:3b,direct,rect,1.0,1.0,1.0,1.0,0.0,0.0,5
nvbench2:dev:642,llama3.2:3b,direct,line,1.0,1.0,1.0,1.0,0.0,0.0,4
nvbench2:dev:644,llama3.2:3b,direct,bar+line,1.0,1.0,0.0,0.4,0.0,0.4,5
nvbench2:dev:647,llama3.2:3b,direct,bar,1.0,1.0,1.0,1.0,0.0,0.4,5
nvbench2:dev:651,llama3.2:3b,direct,bar,1.0,1.0,1.0,1.0,0.0,0.2,5
nvbench2:dev:655,llama3.2:3b,direct,line,1.0,1.0,1.0,1.0,1.0,1.0,5
nvbench2:dev:666,llama3.2:3b,direct,line,1.0,1.0,0.0,0.2,1.0,1.0,5
nvbench2:dev:672,llama3.2:3b,direct,bar,1.0,1.0,1.0,1.0,0.0,0.2,5
nvbench2:dev:675,llama3.2:3b,direct,bar,1.0,1.0,1.0,1.0,0.0,0.2,5
nvbench2:dev:681,llama3.2:3b,direct,bar,1.0,1.0,1.0,1.0,0.0,0.4,5
nvbench2:dev:683,llama3.2:3b,direct,bar,1.0,1.0,1.0,1.0,0.0,0.0,5
nvbench2:dev:684,llama3.2:3b,direct,bar,1.0,1.0,1.0,1.0,0.0,0.0,5
nvbench2:dev:713,llama3.2:3b,direct,bar,1.0,1.0,1.0,1.0,0.0,0.2,5
nvbench2:dev:715,llama3.2:3b,direct,point,1.0,1.0,1.0,1.0,1.0,0.8,5
nvbench2:dev:716,llama3.2:3b,direct,boxplot,1.0,1.0,1.0,1.0,1.0,1.0,5
nvbench2:dev:717,llama3.2:3b,direct,boxplot,1.0,1.0,1.0,1.0,0.0,0.0,5
nvbench2:dev:718,llama3.2:3b,direct,boxplot,1.0,1.0,1.0,1.0,0.0,0.2,5
nvbench2:dev:719,llama3.2:3b,direct,arc,1.0,1.0,1.0,1.0,0.0,0.0,5
nvbench2:dev:721,llama3.2:3b,direct,boxplot,1.0,1.0,1.0,1.0,0.0,0.2,5
nvbench2:dev:723,llama3.2:3b,direct,boxplot,1.0,1.0,1.0,1.0,1.0,0.6,5
nvbench2:dev:725,llama3.2:3b,direct,boxplot,1.0,1.0,1.0,1.0,0.0,0.2,5
nvbench2:dev:732,llama3.2:3b,direct,bar+line+rect,1.0,1.0,1.0,1.0,0.0,0.6,5
nvbench2:dev:733,llama3.2:3b,direct,bar+line+rect,1.0,1.0,1.0,1.0,1.0,0.8,5
nvbench2:dev:17,llama3.2:3b,direct_rich,line,1.0,1.0,0.0,0.4,1.0,1.0,5
nvbench2:dev:22,llama3.2:3b,direct_rich,boxplot,1.0,1.0,1.0,1.0,0.0,0.2,5
nvbench2:dev:23,llama3.2:3b,direct_rich,point,1.0,1.0,1.0,1.0,0.0,0.6,5
nvbench2:dev:25,llama3.2:3b,direct_rich,rect,1.0,1.0,1.0,1.0,0.0,0.4,5
nvbench2:dev:33,llama3.2:3b,direct_rich,arc,1.0,1.0,1.0,0.8,0.0,0.0,5
nvbench2:dev:34,llama3.2:3b,direct_rich,point,1.0,1.0,0.0,0.4,1.0,1.0,5
nvbench2:dev:35,llama3.2:3b,direct_rich,bar+line+point+rect,1.0,1.0,1.0,1.0,0.0,0.4,5
nvbench2:dev:39,llama3.2:3b,direct_rich,arc,1.0,1.0,1.0,1.0,0.0,0.0,2
nvbench2:dev:40,llama3.2:3b,direct_rich,rect,1.0,1.0,1.0,1.0,0.0,0.4,5
nvbench2:dev:41,llama3.2:3b,direct_rich,arc,1.0,1.0,1.0,1.0,0.0,0.8,5
nvbench2:dev:48,llama3.2:3b,direct_rich,arc,1.0,1.0,1.0,1.0,1.0,0.6,5
nvbench2:dev:49,llama3.2:3b,direct_rich,line,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,3
nvbench2:dev:51,llama3.2:3b,direct_rich,bar,1.0,1.0,1.0,1.0,1.0,0.8,5
nvbench2:dev:54,llama3.2:3b,direct_rich,bar,1.0,1.0,1.0,1.0,0.0,0.6,5
nvbench2:dev:57,llama3.2:3b,direct_rich,rect,1.0,1.0,1.0,1.0,0.0,0.6,5
nvbench2:dev:61,llama3.2:3b,direct_rich,arc,1.0,1.0,1.0,1.0,1.0,0.6,5
nvbench2:dev:63,llama3.2:3b,direct_rich,arc,1.0,1.0,1.0,1.0,0.0,0.0,5
nvbench2:dev:68,llama3.2:3b,direct_rich,arc,1.0,1.0,1.0,1.0,1.0,0.6,5
nvbench2:dev:72,llama3.2:3b,direct_rich,arc,1.0,1.0,1.0,1.0,0.0,0.0,5
nvbench2:dev:73,llama3.2:3b,direct_rich,arc,1.0,1.0,1.0,1.0,0.0,0.0,5
nvbench2:dev:76,llama3.2:3b,direct_rich,bar,1.0,1.0,1.0,1.0,1.0,1.0,5
nvbench2:dev:83,llama3.2:3b,direct_rich,arc,1.0,1.0,1.0,0.8,0.0,0.4,5
nvbench2:dev:84,llama3.2:3b,direct_rich,rect,1.0,1.0,1.0,1.0,0.0,0.2,5
nvbench2:dev:89,llama3.2:3b,direct_rich,arc,1.0,1.0,1.0,1.0,0.0,0.0,5
nvbench2:dev:92,llama3.2:3b,direct_rich,arc,1.0,1.0,1.0,1.0,1.0,0.5,2
nvbench2:dev:97,llama3.2:3b,direct_rich,line,1.0,1.0,1.0,1.0,0.0,0.0,5
nvbench2:dev:103,llama3.2:3b,direct_rich,boxplot,1.0,1.0,1.0,1.0,0.0,0.4,5
nvbench2:dev:105,llama3.2:3b,direct_rich,arc,1.0,1.0,1.0,1.0,0.0,0.8,5
nvbench2:dev:108,llama3.2:3b,direct_rich,boxplot,1.0,1.0,1.0,1.0,0.0,0.4,5
nvbench2:dev:112,llama3.2:3b,direct_rich,boxplot,1.0,1.0,0.0,0.5,1.0,0.5,2
nvbench2:dev:114,llama3.2:3b,direct_rich,line,1.0,1.0,1.0,1.0,1.0,1.0,5
nvbench2:dev:116,llama3.2:3b,direct_rich,arc,1.0,1.0,1.0,1.0,0.0,0.4,5
nvbench2:dev:118,llama3.2:3b,direct_rich,rect,1.0,1.0,1.0,0.8,0.0,0.0,5
nvbench2:dev:127,llama3.2:3b,direct_rich,arc,1.0,1.0,1.0,1.0,0.0,0.2,5
nvbench2:dev:136,llama3.2:3b,direct_rich,boxplot,1.0,1.0,1.0,1.0,0.0,0.8,5
nvbench2:dev:138,llama3.2:3b,direct_rich,bar,1.0,1.0,1.0,1.0,0.0,0.2,5
nvbench2:dev:139,llama3.2:3b,direct_rich,line,1.0,1.0,0.0,0.6,0.0,0.0,5
nvbench2:dev:143,llama3.2:3b,direct_rich,rect,1.0,1.0,1.0,1.0,0.0,0.2,5
nvbench2:dev:144,llama3.2:3b,direct_rich,bar,1.0,1.0,1.0,1.0,0.0,0.2,5
nvbench2:dev:149,llama3.2:3b,direct_rich,point,1.0,1.0,1.0,1.0,1.0,0.8,5
nvbench2:dev:157,llama3.2:3b,direct_rich,point,1.0,1.0,1.0,1.0,0.0,0.8,5
nvbench2:dev:158,llama3.2:3b,direct_rich,point,1.0,1.0,1.0,1.0,1.0,0.8,5
nvbench2:dev:165,llama3.2:3b,direct_rich,line,1.0,1.0,1.0,1.0,1.0,1.0,1
nvbench2:dev:167,llama3.2:3b,direct_rich,bar,1.0,1.0,1.0,1.0,0.0,0.2,5
nvbench2:dev:176,llama3.2:3b,direct_rich,line,1.0,1.0,1.0,1.0,0.0,0.0,2
nvbench2:dev:182,llama3.2:3b,direct_rich,rect,1.0,1.0,0.0,0.2,0.0,0.2,5
nvbench2:dev:188,llama3.2:3b,direct_rich,rect,1.0,1.0,1.0,1.0,0.0,0.6,5
nvbench2:dev:191,llama3.2:3b,direct_rich,rect,1.0,1.0,1.0,1.0,0.0,0.0,5
nvbench2:dev:203,llama3.2:3b,direct_rich,bar+line,1.0,1.0,1.0,1.0,1.0,1.0,5
nvbench2:dev:214,llama3.2:3b,direct_rich,rect,1.0,1.0,1.0,1.0,0.0,0.6,5
nvbench2:dev:223,llama3.2:3b,direct_rich,boxplot,1.0,1.0,1.0,1.0,0.0,0.2,5
nvbench2:dev:228,llama3.2:3b,direct_rich,rect,1.0,1.0,1.0,1.0,0.0,0.0,5
nvbench2:dev:232,llama3.2:3b,direct_rich,arc,1.0,1.0,1.0,1.0,0.0,0.0,2
nvbench2:dev:245,llama3.2:3b,direct_rich,line,1.0,1.0,0.0,0.6,1.0,0.8,5
nvbench2:dev:252,llama3.2:3b,direct_rich,rect,1.0,0.0,0.0,0.0,1.0,0.4,5
nvbench2:dev:253,llama3.2:3b,direct_rich,arc+bar+line,1.0,1.0,1.0,1.0,0.0,0.0,1
nvbench2:dev:255,llama3.2:3b,direct_rich,bar,1.0,1.0,1.0,1.0,0.0,0.0,1
nvbench2:dev:256,llama3.2:3b,direct_rich,rect,1.0,1.0,0.0,0.8,0.0,0.0,5
nvbench2:dev:259,llama3.2:3b,direct_rich,point,1.0,1.0,1.0,1.0,1.0,0.6,5
nvbench2:dev:278,llama3.2:3b,direct_rich,arc,1.0,1.0,1.0,1.0,1.0,0.4,5
nvbench2:dev:283,llama3.2:3b,direct_rich,rect,1.0,1.0,1.0,1.0,0.0,0.0,5
nvbench2:dev:286,llama3.2:3b,direct_rich,bar,1.0,1.0,1.0,0.6666666666666666,0.0,0.0,3
nvbench2:dev:292,llama3.2:3b,direct_rich,rect,1.0,1.0,1.0,0.8,0.0,0.0,5
nvbench2:dev:296,llama3.2:3b,direct_rich,bar,1.0,1.0,1.0,1.0,0.0,0.6,5
nvbench2:dev:298,llama3.2:3b,direct_rich,bar,1.0,1.0,1.0,1.0,0.0,0.0,5
nvbench2:dev:300,llama3.2:3b,direct_rich,arc,1.0,1.0,1.0,0.8,0.0,0.0,5
nvbench2:dev:302,llama3.2:3b,direct_rich,rect,1.0,1.0,1.0,1.0,0.0,0.6,5
nvbench2:dev:307,llama3.2:3b,direct_rich,rect,1.0,1.0,1.0,0.8,0.0,0.0,5
nvbench2:dev:314,llama3.2:3b,direct_rich,arc,1.0,1.0,1.0,1.0,0.0,0.0,5
nvbench2:dev:315,llama3.2:3b,direct_rich,bar,1.0,1.0,1.0,1.0,0.0,0.0,5
nvbench2:dev:317,llama3.2:3b,direct_rich,rect,1.0,1.0,1.0,1.0,0.0,0.8,5
nvbench2:dev:319,llama3.2:3b,direct_rich,boxplot,1.0,1.0,1.0,1.0,0.0,0.8,5
nvbench2:dev:326,llama3.2:3b,direct_rich,rect,1.0,1.0,1.0,1.0,1.0,0.8,5
nvbench2:dev:327,llama3.2:3b,direct_rich,boxplot,1.0,1.0,1.0,1.0,0.0,0.4,5
nvbench2:dev:331,llama3.2:3b,direct_rich,bar,1.0,1.0,1.0,1.0,1.0,0.8,5
nvbench2:dev:332,llama3.2:3b,direct_rich,arc,1.0,1.0,1.0,1.0,0.0,0.6,5
nvbench2:dev:336,llama3.2:3b,direct_rich,arc,1.0,1.0,1.0,1.0,0.0,0.4,5
nvbench2:dev:338,llama3.2:3b,direct_rich,rect,1.0,1.0,1.0,0.6,0.0,0.0,5
nvbench2:dev:340,llama3.2:3b,direct_rich,rect,1.0,1.0,1.0,1.0,0.0,0.2,5
nvbench2:dev:346,llama3.2:3b,direct_rich,bar+line+rect,1.0,1.0,1.0,1.0,1.0,0.6,5
nvbench2:dev:358,llama3.2:3b,direct_rich,bar,1.0,1.0,1.0,0.8,0.0,0.0,5
nvbench2:dev:362,llama3.2:3b,direct_rich,rect,1.0,1.0,1.0,1.0,0.0,0.0,2
nvbench2:dev:367,llama3.2:3b,direct_rich,bar,1.0,1.0,1.0,1.0,0.0,0.2,5
nvbench2:dev:381,llama3.2:3b,direct_rich,rect,1.0,1.0,1.0,0.8,0.0,0.0,5
nvbench2:dev:383,llama3.2:3b,direct_rich,rect,1.0,1.0,1.0,1.0,1.0,0.8,5
nvbench2:dev:384,llama3.2:3b,direct_rich,bar,1.0,1.0,1.0,1.0,1.0,1.0,5
nvbench2:dev:388,llama3.2:3b,direct_rich,rect,1.0,1.0,1.0,1.0,0.0,0.2,5
nvbench2:dev:394,llama3.2:3b,direct_rich,arc,1.0,1.0,1.0,1.0,0.0,0.0,2
nvbench2:dev:398,llama3.2:3b,direct_rich,line,1.0,1.0,1.0,1.0,0.0,0.0,2
nvbench2:dev:403,llama3.2:3b,direct_rich,point,1.0,1.0,1.0,1.0,1.0,0.6,5
nvbench2:dev:405,llama3.2:3b,direct_rich,bar,1.0,1.0,1.0,1.0,0.0,0.0,1
nvbench2:dev:421,llama3.2:3b,direct_rich,arc,1.0,1.0,1.0,0.8,0.0,0.0,5
nvbench2:dev:422,llama3.2:3b,direct_rich,arc,1.0,1.0,1.0,1.0,0.0,0.0,5
nvbench2:dev:436,llama3.2:3b,direct_rich,point,1.0,1.0,1.0,1.0,0.0,0.2,5
nvbench2:dev:444,llama3.2:3b,direct_rich,point,1.0,1.0,1.0,1.0,0.0,0.2,5
nvbench2:dev:445,llama3.2:3b,direct_rich,boxplot,1.0,1.0,1.0,1.0,0.0,0.2,5
nvbench2:dev:455,llama3.2:3b,direct_rich,bar,1.0,1.0,1.0,1.0,0.0,0.4,5
nvbench2:dev:457,llama3.2:3b,direct_rich,arc,1.0,1.0,1.0,1.0,0.0,0.0,5
nvbench2:dev:462,llama3.2:3b,direct_rich,bar,1.0,1.0,1.0,1.0,0.0,0.2,5
nvbench2:dev:463,llama3.2:3b,direct_rich,bar+line+point,1.0,1.0,1.0,1.0,1.0,1.0,5
nvbench2:dev:465,llama3.2:3b,direct_rich,arc,1.0,1.0,1.0,0.8,0.0,0.0,5
nvbench2:dev:470,llama3.2:3b,direct_rich,boxplot,1.0,1.0,1.0,1.0,1.0,0.5,2
nvbench2:dev:475,llama3.2:3b,direct_rich,bar+line,1.0,1.0,1.0,1.0,0.0,0.6,5
nvbench2:dev:485,llama3.2:3b,direct_rich,bar,1.0,1.0,1.0,1.0,1.0,0.75,4
nvbench2:dev:492,llama3.2:3b,direct_rich,arc,1.0,1.0,1.0,1.0,0.0,0.2,5
nvbench2:dev:495,llama3.2:3b,direct_rich,boxplot,1.0,1.0,1.0,1.0,0.0,0.0,2
nvbench2:dev:498,llama3.2:3b,direct_rich,arc,1.0,1.0,1.0,1.0,0.0,0.0,2
nvbench2:dev:499,llama3.2:3b,direct_rich,line,1.0,1.0,1.0,1.0,0.0,0.0,5
nvbench2:dev:507,llama3.2:3b,direct_rich,rect,1.0,1.0,1.0,1.0,0.0,0.0,5
nvbench2:dev:508,llama3.2:3b,direct_rich,arc,1.0,1.0,1.0,0.8,0.0,0.0,5
nvbench2:dev:515,llama3.2:3b,direct_rich,line,1.0,1.0,1.0,1.0,0.0,0.2,5
nvbench2:dev:531,llama3.2:3b,direct_rich,bar,1.0,1.0,1.0,1.0,0.0,0.2,5
nvbench2:dev:538,llama3.2:3b,direct_rich,arc,1.0,1.0,1.0,1.0,0.0,0.0,1
nvbench2:dev:540,llama3.2:3b,direct_rich,bar,1.0,1.0,1.0,1.0,0.0,0.2,5
nvbench2:dev:551,llama3.2:3b,direct_rich,line,1.0,1.0,0.0,0.5,0.0,0.0,2
nvbench2:dev:554,llama3.2:3b,direct_rich,point,1.0,1.0,1.0,1.0,1.0,0.8,5
nvbench2:dev:562,llama3.2:3b,direct_rich,bar,1.0,1.0,1.0,1.0,0.0,0.2,5
nvbench2:dev:568,llama3.2:3b,direct_rich,line,1.0,1.0,1.0,1.0,0.0,0.0,2
nvbench2:dev:571,llama3.2:3b,direct_rich,rect,1.0,1.0,1.0,1.0,1.0,0.6,5
nvbench2:dev:572,llama3.2:3b,direct_rich,bar,1.0,0.0,0.0,0.0,0.0,0.4,5
nvbench2:dev:573,llama3.2:3b,direct_rich,point,1.0,1.0,1.0,1.0,0.0,0.2,5
nvbench2:dev:603,llama3.2:3b,direct_rich,rect,1.0,1.0,1.0,0.8,0.0,0.0,5
nvbench2:dev:605,llama3.2:3b,direct_rich,line,1.0,1.0,0.0,0.2,0.0,0.2,5
nvbench2:dev:606,llama3.2:3b,direct_rich,bar,1.0,1.0,1.0,1.0,0.0,0.0,5
nvbench2:dev:612,llama3.2:3b,direct_rich,arc,1.0,1.0,1.0,0.8,0.0,0.0,5
nvbench2:dev:614,llama3.2:3b,direct_rich,bar,1.0,1.0,1.0,1.0,0.0,0.4,5
nvbench2:dev:628,llama3.2:3b,direct_rich,rect,1.0,1.0,1.0,0.8,0.0,0.0,5
nvbench2:dev:641,llama3.2:3b,direct_rich,rect,1.0,1.0,1.0,0.75,0.0,0.0,4
nvbench2:dev:642,llama3.2:3b,direct_rich,line,1.0,1.0,1.0,1.0,0.0,0.0,4
nvbench2:dev:644,llama3.2:3b,direct_rich,bar+line,1.0,1.0,0.0,0.4,0.0,0.4,5
nvbench2:dev:647,llama3.2:3b,direct_rich,bar,1.0,1.0,1.0,1.0,0.0,0.4,5
nvbench2:dev:651,llama3.2:3b,direct_rich,bar,1.0,1.0,1.0,1.0,0.0,0.4,5
nvbench2:dev:655,llama3.2:3b,direct_rich,line,1.0,1.0,1.0,1.0,1.0,1.0,5
nvbench2:dev:666,llama3.2:3b,direct_rich,line,1.0,0.0,0.0,0.0,1.0,0.8,5
nvbench2:dev:672,llama3.2:3b,direct_rich,bar,1.0,1.0,1.0,1.0,0.0,0.2,5
nvbench2:dev:675,llama3.2:3b,direct_rich,bar,1.0,1.0,1.0,1.0,0.0,0.6,5
nvbench2:dev:681,llama3.2:3b,direct_rich,bar,1.0,1.0,1.0,0.8,0.0,0.0,5
nvbench2:dev:683,llama3.2:3b,direct_rich,bar,1.0,1.0,1.0,1.0,0.0,0.0,4
nvbench2:dev:684,llama3.2:3b,direct_rich,bar,1.0,1.0,1.0,1.0,0.0,0.0,5
nvbench2:dev:713,llama3.2:3b,direct_rich,bar,1.0,1.0,1.0,1.0,0.0,0.2,5
nvbench2:dev:715,llama3.2:3b,direct_rich,point,1.0,1.0,1.0,1.0,0.0,0.6,5
nvbench2:dev:716,llama3.2:3b,direct_rich,boxplot,1.0,1.0,1.0,1.0,1.0,0.8,5
nvbench2:dev:717,llama3.2:3b,direct_rich,boxplot,1.0,1.0,1.0,1.0,0.0,0.6,5
nvbench2:dev:718,llama3.2:3b,direct_rich,boxplot,1.0,1.0,1.0,1.0,0.0,0.2,5
nvbench2:dev:719,llama3.2:3b,direct_rich,arc,1.0,1.0,1.0,1.0,0.0,0.0,5
nvbench2:dev:721,llama3.2:3b,direct_rich,boxplot,1.0,1.0,1.0,1.0,0.0,0.4,5
nvbench2:dev:723,llama3.2:3b,direct_rich,boxplot,1.0,1.0,1.0,1.0,1.0,0.6,5
nvbench2:dev:725,llama3.2:3b,direct_rich,boxplot,1.0,1.0,1.0,1.0,0.0,0.0,5
nvbench2:dev:732,llama3.2:3b,direct_rich,bar+line+rect,1.0,1.0,1.0,1.0,0.0,0.4,5
nvbench2:dev:733,llama3.2:3b,direct_rich,bar+line+rect,1.0,1.0,1.0,1.0,0.0,0.2,5
nvbench2:dev:17,llama3.2:3b,staged,line,1.0,0.0,0.0,0.0,0.0,0.0,5
nvbench2:dev:22,llama3.2:3b,staged,boxplot,1.0,0.0,0.0,0.0,0.0,0.0,1
nvbench2:dev:23,llama3.2:3b,staged,point,1.0,0.0,0.0,0.0,0.0,0.0,1
nvbench2:dev:25,llama3.2:3b,staged,rect,1.0,1.0,1.0,1.0,0.0,0.4,5
nvbench2:dev:33,llama3.2:3b,staged,arc,1.0,0.0,0.0,0.0,0.0,0.0,2
nvbench2:dev:34,llama3.2:3b,staged,point,1.0,1.0,1.0,1.0,0.0,0.0,2
nvbench2:dev:35,llama3.2:3b,staged,bar+line+point+rect,1.0,0.0,0.0,0.0,0.0,0.0,1
nvbench2:dev:39,llama3.2:3b,staged,arc,1.0,1.0,1.0,1.0,0.0,0.0,1
nvbench2:dev:40,llama3.2:3b,staged,rect,1.0,1.0,1.0,1.0,0.0,0.6,5
nvbench2:dev:41,llama3.2:3b,staged,arc,1.0,0.0,0.0,0.0,0.0,0.0,2
nvbench2:dev:48,llama3.2:3b,staged,arc,1.0,0.0,0.0,0.0,0.0,0.0,1
nvbench2:dev:49,llama3.2:3b,staged,line,1.0,1.0,1.0,1.0,1.0,1.0,5
nvbench2:dev:51,llama3.2:3b,staged,bar,1.0,0.0,0.0,0.0,0.0,0.0,1
nvbench2:dev:54,llama3.2:3b,staged,bar,1.0,0.0,0.0,0.0,0.0,0.0,1
nvbench2:dev:57,llama3.2:3b,staged,rect,1.0,1.0,1.0,1.0,0.0,0.0,3
nvbench2:dev:61,llama3.2:3b,staged,arc,1.0,0.0,0.0,0.0,0.0,0.0,1
nvbench2:dev:63,llama3.2:3b,staged,arc,1.0,1.0,1.0,1.0,0.0,0.2,5
nvbench2:dev:68,llama3.2:3b,staged,arc,1.0,1.0,1.0,0.6,0.0,0.0,5
nvbench2:dev:72,llama3.2:3b,staged,arc,1.0,0.0,0.0,0.0,0.0,0.0,1
nvbench2:dev:73,llama3.2:3b,staged,arc,1.0,1.0,1.0,1.0,0.0,0.5,2
nvbench2:dev:76,llama3.2:3b,staged,bar,1.0,0.0,0.0,0.0,0.0,0.0,1
nvbench2:dev:83,llama3.2:3b,staged,arc,1.0,0.0,0.0,0.0,0.0,0.0,0
nvbench2:dev:84,llama3.2:3b,staged,rect,1.0,1.0,1.0,1.0,0.0,0.0,5
nvbench2:dev:89,llama3.2:3b,staged,arc,1.0,1.0,1.0,1.0,0.0,0.2,5
nvbench2:dev:92,llama3.2:3b,staged,arc,1.0,1.0,1.0,1.0,0.0,0.0,1
nvbench2:dev:97,llama3.2:3b,staged,line,1.0,0.0,0.0,0.0,0.0,0.0,2
nvbench2:dev:103,llama3.2:3b,staged,boxplot,1.0,0.0,0.0,0.0,0.0,0.0,5
nvbench2:dev:105,llama3.2:3b,staged,arc,1.0,0.0,0.0,0.0,0.0,0.0,1
nvbench2:dev:108,llama3.2:3b,staged,boxplot,1.0,0.0,0.0,0.0,0.0,0.0,1
nvbench2:dev:112,llama3.2:3b,staged,boxplot,1.0,0.0,0.0,0.0,0.0,0.0,1
