record_id,model,condition,gold_family,response_parseable,any_renderer_executable,top1_renderer_executable,renderer_executable_fraction,top1_registered_compliant,registered_compliant_fraction,candidate_count
nvbench2:dev:499,gemma3:27b,direct_rich,line,1.0,1.0,1.0,1.0,0.0,0.0,2
nvbench2:dev:507,gemma3:27b,direct_rich,rect,1.0,1.0,1.0,1.0,0.0,0.3333333333333333,3
nvbench2:dev:508,gemma3:27b,direct_rich,arc,1.0,1.0,1.0,1.0,0.0,0.0,2
nvbench2:dev:515,gemma3:27b,direct_rich,line,1.0,1.0,1.0,1.0,0.0,0.0,2
nvbench2:dev:531,gemma3:27b,direct_rich,bar,1.0,1.0,1.0,1.0,0.0,0.3333333333333333,3
nvbench2:dev:538,gemma3:27b,direct_rich,arc,1.0,1.0,1.0,1.0,0.0,0.0,1
nvbench2:dev:540,gemma3:27b,direct_rich,bar,1.0,1.0,1.0,1.0,1.0,1.0,1
nvbench2:dev:551,gemma3:27b,direct_rich,line,1.0,1.0,1.0,1.0,0.0,0.0,2
nvbench2:dev:554,gemma3:27b,direct_rich,point,1.0,1.0,1.0,1.0,1.0,1.0,1
nvbench2:dev:562,gemma3:27b,direct_rich,bar,1.0,1.0,1.0,1.0,0.0,0.5,2
nvbench2:dev:568,gemma3:27b,direct_rich,line,1.0,1.0,1.0,1.0,0.0,0.0,2
nvbench2:dev:571,gemma3:27b,direct_rich,rect,1.0,0.0,0.0,0.0,0.0,0.0,1
nvbench2:dev:572,gemma3:27b,direct_rich,bar,1.0,1.0,1.0,1.0,0.0,0.0,2
nvbench2:dev:573,gemma3:27b,direct_rich,point,1.0,1.0,1.0,1.0,0.0,0.0,2
nvbench2:dev:603,gemma3:27b,direct_rich,rect,1.0,1.0,1.0,1.0,0.0,0.0,2
nvbench2:dev:605,gemma3:27b,direct_rich,line,1.0,1.0,1.0,1.0,0.0,0.0,2
nvbench2:dev:606,gemma3:27b,direct_rich,bar,1.0,1.0,1.0,1.0,0.0,0.0,2
nvbench2:dev:612,gemma3:27b,direct_rich,arc,1.0,1.0,1.0,1.0,1.0,1.0,3
nvbench2:dev:614,gemma3:27b,direct_rich,bar,1.0,1.0,1.0,1.0,1.0,1.0,3
nvbench2:dev:628,gemma3:27b,direct_rich,rect,1.0,1.0,1.0,1.0,0.0,0.0,1
nvbench2:dev:641,gemma3:27b,direct_rich,rect,1.0,1.0,1.0,1.0,0.0,0.0,1
nvbench2:dev:642,gemma3:27b,direct_rich,line,1.0,1.0,1.0,1.0,0.0,0.0,2
nvbench2:dev:644,gemma3:27b,direct_rich,bar+line,1.0,1.0,1.0,1.0,0.0,0.3333333333333333,3
nvbench2:dev:647,gemma3:27b,direct_rich,bar,1.0,1.0,1.0,1.0,0.0,0.0,2
nvbench2:dev:651,gemma3:27b,direct_rich,bar,1.0,1.0,1.0,1.0,0.0,0.75,4
nvbench2:dev:655,gemma3:27b,direct_rich,line,1.0,1.0,1.0,1.0,0.0,0.3333333333333333,3
nvbench2:dev:666,gemma3:27b,direct_rich,line,1.0,1.0,1.0,1.0,1.0,1.0,2
nvbench2:dev:672,gemma3:27b,direct_rich,bar,1.0,1.0,1.0,1.0,0.0,0.3333333333333333,3
nvbench2:dev:675,gemma3:27b,direct_rich,bar,1.0,1.0,1.0,1.0,0.0,0.0,2
nvbench2:dev:681,gemma3:27b,direct_rich,bar,1.0,1.0,1.0,1.0,1.0,1.0,3
nvbench2:dev:683,gemma3:27b,direct_rich,bar,1.0,1.0,1.0,1.0,0.0,0.0,3
nvbench2:dev:684,gemma3:27b,direct_rich,bar,1.0,1.0,1.0,1.0,0.0,0.0,3
nvbench2:dev:713,gemma3:27b,direct_rich,bar,1.0,1.0,1.0,1.0,0.0,0.5,4
nvbench2:dev:715,gemma3:27b,direct_rich,point,1.0,1.0,1.0,1.0,0.0,0.5,2
nvbench2:dev:716,gemma3:27b,direct_rich,boxplot,1.0,1.0,1.0,1.0,1.0,1.0,3
nvbench2:dev:717,gemma3:27b,direct_rich,boxplot,1.0,1.0,1.0,1.0,0.0,0.0,1
nvbench2:dev:718,gemma3:27b,direct_rich,boxplot,1.0,1.0,1.0,1.0,0.0,0.6666666666666666,3
nvbench2:dev:719,gemma3:27b,direct_rich,arc,1.0,1.0,1.0,1.0,0.0,0.0,2
nvbench2:dev:721,gemma3:27b,direct_rich,boxplot,1.0,1.0,1.0,1.0,0.0,0.3333333333333333,3
nvbench2:dev:723,gemma3:27b,direct_rich,boxplot,1.0,1.0,1.0,1.0,0.0,0.0,1
nvbench2:dev:725,gemma3:27b,direct_rich,boxplot,1.0,1.0,1.0,1.0,0.0,0.0,2
nvbench2:dev:732,gemma3:27b,direct_rich,bar+line+rect,1.0,1.0,1.0,1.0,1.0,1.0,2
nvbench2:dev:733,gemma3:27b,direct_rich,bar+line+rect,1.0,1.0,1.0,1.0,0.0,0.25,4
nvbench2:dev:17,gemma3:27b,staged,line,1.0,0.0,0.0,0.0,1.0,1.0,2
nvbench2:dev:22,gemma3:27b,staged,boxplot,1.0,0.0,0.0,0.0,1.0,1.0,1
nvbench2:dev:23,gemma3:27b,staged,point,1.0,1.0,1.0,1.0,1.0,1.0,1
nvbench2:dev:25,gemma3:27b,staged,rect,1.0,1.0,1.0,1.0,0.0,0.0,1
nvbench2:dev:33,gemma3:27b,staged,arc,1.0,0.0,0.0,0.0,1.0,1.0,1
nvbench2:dev:34,gemma3:27b,staged,point,1.0,1.0,1.0,1.0,1.0,1.0,1
nvbench2:dev:35,gemma3:27b,staged,bar+line+point+rect,1.0,0.0,0.0,0.0,0.0,0.0,1
nvbench2:dev:39,gemma3:27b,staged,arc,1.0,0.0,0.0,0.0,1.0,1.0,1
nvbench2:dev:40,gemma3:27b,staged,rect,1.0,1.0,1.0,1.0,1.0,1.0,1
nvbench2:dev:41,gemma3:27b,staged,arc,1.0,1.0,1.0,1.0,1.0,1.0,1
nvbench2:dev:48,gemma3:27b,staged,arc,1.0,1.0,1.0,1.0,1.0,1.0,1
nvbench2:dev:49,gemma3:27b,staged,line,1.0,1.0,1.0,1.0,1.0,1.0,1
nvbench2:dev:51,gemma3:27b,staged,bar,1.0,0.0,0.0,0.0,1.0,1.0,1
nvbench2:dev:54,gemma3:27b,staged,bar,1.0,1.0,1.0,1.0,0.0,0.0,1
nvbench2:dev:57,gemma3:27b,staged,rect,1.0,1.0,1.0,1.0,1.0,1.0,1
nvbench2:dev:61,gemma3:27b,staged,arc,1.0,1.0,1.0,1.0,1.0,1.0,1
nvbench2:dev:63,gemma3:27b,staged,arc,1.0,1.0,1.0,1.0,0.0,0.0,3
nvbench2:dev:68,gemma3:27b,staged,arc,1.0,0.0,0.0,0.0,0.0,0.0,1
nvbench2:dev:72,gemma3:27b,staged,arc,1.0,0.0,0.0,0.0,0.0,0.0,1
nvbench2:dev:73,gemma3:27b,staged,arc,1.0,1.0,1.0,1.0,0.0,0.0,1
nvbench2:dev:76,gemma3:27b,staged,bar,1.0,0.0,0.0,0.0,0.0,0.0,1
nvbench2:dev:83,gemma3:27b,staged,arc,1.0,1.0,1.0,1.0,0.0,0.0,1
nvbench2:dev:84,gemma3:27b,staged,rect,1.0,1.0,1.0,1.0,1.0,1.0,1
nvbench2:dev:89,gemma3:27b,staged,arc,1.0,1.0,1.0,1.0,0.0,0.0,2
nvbench2:dev:92,gemma3:27b,staged,arc,1.0,0.0,0.0,0.0,1.0,1.0,1
nvbench2:dev:97,gemma3:27b,staged,line,1.0,0.0,0.0,0.0,1.0,1.0,1
nvbench2:dev:103,gemma3:27b,staged,boxplot,1.0,1.0,1.0,1.0,1.0,1.0,1
nvbench2:dev:105,gemma3:27b,staged,arc,1.0,1.0,1.0,1.0,1.0,1.0,1
nvbench2:dev:108,gemma3:27b,staged,boxplot,1.0,1.0,1.0,1.0,0.0,0.0,1
nvbench2:dev:112,gemma3:27b,staged,boxplot,1.0,0.0,0.0,0.0,1.0,1.0,1
nvbench2:dev:114,gemma3:27b,staged,line,1.0,0.0,0.0,0.0,1.0,1.0,3
nvbench2:dev:116,gemma3:27b,staged,arc,1.0,0.0,0.0,0.0,1.0,1.0,1
nvbench2:dev:118,gemma3:27b,staged,rect,1.0,1.0,1.0,1.0,1.0,1.0,1
nvbench2:dev:127,gemma3:27b,staged,arc,1.0,1.0,1.0,1.0,1.0,1.0,2
nvbench2:dev:136,gemma3:27b,staged,boxplot,1.0,1.0,1.0,1.0,1.0,1.0,1
nvbench2:dev:138,gemma3:27b,staged,bar,1.0,0.0,0.0,0.0,1.0,1.0,1
nvbench2:dev:139,gemma3:27b,staged,line,1.0,1.0,1.0,1.0,1.0,1.0,1
nvbench2:dev:143,gemma3:27b,staged,rect,1.0,1.0,1.0,1.0,1.0,1.0,1
nvbench2:dev:144,gemma3:27b,staged,bar,1.0,1.0,1.0,1.0,1.0,1.0,1
nvbench2:dev:149,gemma3:27b,staged,point,1.0,1.0,1.0,1.0,1.0,1.0,1
nvbench2:dev:157,gemma3:27b,staged,point,1.0,1.0,1.0,1.0,1.0,1.0,1
nvbench2:dev:158,gemma3:27b,staged,point,1.0,0.0,0.0,0.0,1.0,1.0,1
nvbench2:dev:165,gemma3:27b,staged,line,1.0,0.0,0.0,0.0,1.0,1.0,1
nvbench2:dev:167,gemma3:27b,staged,bar,1.0,0.0,0.0,0.0,1.0,1.0,1
nvbench2:dev:176,gemma3:27b,staged,line,1.0,1.0,1.0,1.0,1.0,1.0,1
nvbench2:dev:182,gemma3:27b,staged,rect,1.0,0.0,0.0,0.0,0.0,0.0,1
nvbench2:dev:188,gemma3:27b,staged,rect,1.0,1.0,1.0,1.0,1.0,1.0,1
nvbench2:dev:191,gemma3:27b,staged,rect,1.0,1.0,1.0,1.0,1.0,1.0,1
nvbench2:dev:203,gemma3:27b,staged,bar+line,1.0,1.0,1.0,1.0,0.0,0.0,2
nvbench2:dev:214,gemma3:27b,staged,rect,1.0,1.0,1.0,1.0,1.0,1.0,1
nvbench2:dev:223,gemma3:27b,staged,boxplot,1.0,1.0,1.0,1.0,0.0,0.0,1
nvbench2:dev:228,gemma3:27b,staged,rect,1.0,0.0,0.0,0.0,1.0,0.5,2
nvbench2:dev:232,gemma3:27b,staged,arc,1.0,1.0,1.0,1.0,0.0,0.0,1
nvbench2:dev:245,gemma3:27b,staged,line,1.0,0.0,0.0,0.0,1.0,1.0,1
nvbench2:dev:252,gemma3:27b,staged,rect,1.0,0.0,0.0,0.0,1.0,1.0,1
nvbench2:dev:253,gemma3:27b,staged,arc+bar+line,1.0,1.0,1.0,1.0,1.0,1.0,3
nvbench2:dev:255,gemma3:27b,staged,bar,1.0,0.0,0.0,0.0,1.0,1.0,1
nvbench2:dev:256,gemma3:27b,staged,rect,1.0,0.0,0.0,0.0,1.0,1.0,1
nvbench2:dev:259,gemma3:27b,staged,point,1.0,1.0,1.0,1.0,1.0,1.0,1
nvbench2:dev:278,gemma3:27b,staged,arc,1.0,1.0,1.0,1.0,1.0,1.0,1
nvbench2:dev:283,gemma3:27b,staged,rect,1.0,0.0,0.0,0.0,1.0,1.0,2
nvbench2:dev:286,gemma3:27b,staged,bar,1.0,1.0,1.0,1.0,1.0,1.0,1
nvbench2:dev:292,gemma3:27b,staged,rect,1.0,0.0,0.0,0.0,1.0,1.0,1
nvbench2:dev:296,gemma3:27b,staged,bar,1.0,1.0,1.0,1.0,0.0,0.0,1
nvbench2:dev:298,gemma3:27b,staged,bar,1.0,1.0,1.0,1.0,0.0,0.0,1
nvbench2:dev:300,gemma3:27b,staged,arc,1.0,1.0,1.0,1.0,1.0,1.0,5
nvbench2:dev:302,gemma3:27b,staged,rect,1.0,1.0,1.0,1.0,1.0,1.0,1
nvbench2:dev:307,gemma3:27b,staged,rect,1.0,0.0,0.0,0.0,0.0,0.0,1
nvbench2:dev:314,gemma3:27b,staged,arc,1.0,1.0,1.0,1.0,0.0,0.0,1
nvbench2:dev:315,gemma3:27b,staged,bar,1.0,1.0,1.0,1.0,1.0,1.0,1
nvbench2:dev:317,gemma3:27b,staged,rect,1.0,0.0,0.0,0.0,1.0,1.0,1
nvbench2:dev:319,gemma3:27b,staged,boxplot,1.0,1.0,1.0,1.0,1.0,1.0,1
nvbench2:dev:326,gemma3:27b,staged,rect,1.0,0.0,0.0,0.0,1.0,1.0,1
nvbench2:dev:327,gemma3:27b,staged,boxplot,1.0,0.0,0.0,0.0,1.0,1.0,1
nvbench2:dev:331,gemma3:27b,staged,bar,1.0,0.0,0.0,0.0,1.0,1.0,1
nvbench2:dev:332,gemma3:27b,staged,arc,1.0,1.0,1.0,1.0,0.0,0.0,1
nvbench2:dev:336,gemma3:27b,staged,arc,1.0,0.0,0.0,0.0,1.0,1.0,1
nvbench2:dev:338,gemma3:27b,staged,rect,1.0,1.0,1.0,1.0,1.0,1.0,1
nvbench2:dev:340,gemma3:27b,staged,rect,1.0,1.0,1.0,1.0,1.0,1.0,1
nvbench2:dev:346,gemma3:27b,staged,bar+line+rect,1.0,0.0,0.0,0.0,0.0,0.0,1
nvbench2:dev:358,gemma3:27b,staged,bar,1.0,1.0,1.0,1.0,0.0,0.0,1
nvbench2:dev:362,gemma3:27b,staged,rect,1.0,0.0,0.0,0.0,1.0,1.0,1
nvbench2:dev:367,gemma3:27b,staged,bar,1.0,1.0,1.0,1.0,1.0,1.0,1
nvbench2:dev:381,gemma3:27b,staged,rect,1.0,1.0,1.0,1.0,1.0,1.0,1
nvbench2:dev:383,gemma3:27b,staged,rect,1.0,1.0,1.0,1.0,1.0,1.0,1
nvbench2:dev:384,gemma3:27b,staged,bar,1.0,0.0,0.0,0.0,1.0,1.0,1
nvbench2:dev:388,gemma3:27b,staged,rect,1.0,0.0,0.0,0.0,1.0,1.0,1
nvbench2:dev:394,gemma3:27b,staged,arc,1.0,1.0,1.0,1.0,0.0,0.0,1
nvbench2:dev:398,gemma3:27b,staged,line,1.0,1.0,1.0,1.0,1.0,1.0,1
nvbench2:dev:403,gemma3:27b,staged,point,1.0,1.0,1.0,1.0,1.0,1.0,1
nvbench2:dev:405,gemma3:27b,staged,bar,1.0,1.0,1.0,1.0,1.0,1.0,1
nvbench2:dev:421,gemma3:27b,staged,arc,1.0,1.0,1.0,1.0,1.0,1.0,1
nvbench2:dev:422,gemma3:27b,staged,arc,1.0,0.0,0.0,0.0,0.0,0.0,1
nvbench2:dev:436,gemma3:27b,staged,point,1.0,1.0,1.0,1.0,0.0,0.0,1
nvbench2:dev:444,gemma3:27b,staged,point,1.0,1.0,1.0,1.0,0.0,0.0,1
nvbench2:dev:445,gemma3:27b,staged,boxplot,1.0,1.0,1.0,1.0,1.0,1.0,1
nvbench2:dev:455,gemma3:27b,staged,bar,1.0,1.0,1.0,1.0,0.0,0.0,1
nvbench2:dev:457,gemma3:27b,staged,arc,1.0,1.0,1.0,1.0,1.0,1.0,1
nvbench2:dev:462,gemma3:27b,staged,bar,1.0,0.0,0.0,0.0,1.0,1.0,1
nvbench2:dev:463,gemma3:27b,staged,bar+line+point,1.0,0.0,0.0,0.0,1.0,1.0,1
nvbench2:dev:465,gemma3:27b,staged,arc,1.0,1.0,1.0,1.0,1.0,1.0,1
nvbench2:dev:470,gemma3:27b,staged,boxplot,1.0,1.0,1.0,1.0,1.0,1.0,1
nvbench2:dev:475,gemma3:27b,staged,bar+line,1.0,1.0,1.0,1.0,1.0,1.0,2
nvbench2:dev:485,gemma3:27b,staged,bar,1.0,0.0,0.0,0.0,1.0,1.0,1
nvbench2:dev:492,gemma3:27b,staged,arc,1.0,1.0,1.0,1.0,1.0,1.0,1
nvbench2:dev:495,gemma3:27b,staged,boxplot,1.0,1.0,1.0,1.0,1.0,1.0,1
nvbench2:dev:498,gemma3:27b,staged,arc,1.0,0.0,0.0,0.0,0.0,0.0,1
nvbench2:dev:499,gemma3:27b,staged,line,1.0,1.0,1.0,1.0,1.0,1.0,1
nvbench2:dev:507,gemma3:27b,staged,rect,1.0,0.0,0.0,0.0,1.0,1.0,1
nvbench2:dev:508,gemma3:27b,staged,arc,1.0,1.0,1.0,1.0,1.0,1.0,2
nvbench2:dev:515,gemma3:27b,staged,line,1.0,1.0,1.0,1.0,0.0,0.0,2
nvbench2:dev:531,gemma3:27b,staged,bar,1.0,1.0,1.0,1.0,1.0,1.0,2
nvbench2:dev:538,gemma3:27b,staged,arc,1.0,1.0,1.0,1.0,1.0,1.0,1
nvbench2:dev:540,gemma3:27b,staged,bar,1.0,1.0,1.0,1.0,1.0,1.0,1
nvbench2:dev:551,gemma3:27b,staged,line,1.0,0.0,0.0,0.0,1.0,1.0,1
nvbench2:dev:554,gemma3:27b,staged,point,1.0,1.0,1.0,1.0,1.0,1.0,1
nvbench2:dev:562,gemma3:27b,staged,bar,1.0,1.0,1.0,1.0,1.0,1.0,1
nvbench2:dev:568,gemma3:27b,staged,line,1.0,1.0,1.0,1.0,0.0,0.0,1
nvbench2:dev:571,gemma3:27b,staged,rect,1.0,0.0,0.0,0.0,1.0,1.0,1
nvbench2:dev:572,gemma3:27b,staged,bar,1.0,1.0,1.0,1.0,0.0,0.0,1
nvbench2:dev:573,gemma3:27b,staged,point,1.0,1.0,1.0,1.0,1.0,1.0,1
nvbench2:dev:603,gemma3:27b,staged,rect,1.0,1.0,1.0,1.0,1.0,1.0,1
nvbench2:dev:605,gemma3:27b,staged,line,1.0,1.0,1.0,1.0,1.0,1.0,1
nvbench2:dev:606,gemma3:27b,staged,bar,1.0,1.0,1.0,1.0,0.0,0.0,1
nvbench2:dev:612,gemma3:27b,staged,arc,1.0,1.0,1.0,1.0,1.0,1.0,1
nvbench2:dev:614,gemma3:27b,staged,bar,1.0,1.0,1.0,1.0,0.0,0.0,1
nvbench2:dev:628,gemma3:27b,staged,rect,1.0,0.0,0.0,0.0,0.0,0.0,1
nvbench2:dev:641,gemma3:27b,staged,rect,1.0,1.0,1.0,1.0,1.0,1.0,1
nvbench2:dev:642,gemma3:27b,staged,line,1.0,0.0,0.0,0.0,1.0,1.0,1
nvbench2:dev:644,gemma3:27b,staged,bar+line,1.0,1.0,1.0,1.0,0.0,0.0,1
nvbench2:dev:647,gemma3:27b,staged,bar,1.0,1.0,1.0,1.0,0.0,0.0,1
nvbench2:dev:651,gemma3:27b,staged,bar,1.0,1.0,1.0,1.0,0.0,0.0,1
nvbench2:dev:655,gemma3:27b,staged,line,1.0,0.0,0.0,0.0,0.0,0.0,1
nvbench2:dev:666,gemma3:27b,staged,line,1.0,1.0,1.0,1.0,1.0,1.0,2
nvbench2:dev:672,gemma3:27b,staged,bar,1.0,1.0,1.0,1.0,1.0,1.0,1
nvbench2:dev:675,gemma3:27b,staged,bar,1.0,1.0,1.0,1.0,1.0,1.0,1
nvbench2:dev:681,gemma3:27b,staged,bar,1.0,1.0,1.0,1.0,0.0,0.0,1
nvbench2:dev:683,gemma3:27b,staged,bar,1.0,0.0,0.0,0.0,0.0,0.0,1
nvbench2:dev:684,gemma3:27b,staged,bar,1.0,1.0,1.0,1.0,0.0,0.0,1
nvbench2:dev:713,gemma3:27b,staged,bar,1.0,0.0,0.0,0.0,1.0,1.0,1
nvbench2:dev:715,gemma3:27b,staged,point,1.0,1.0,1.0,1.0,1.0,1.0,1
nvbench2:dev:716,gemma3:27b,staged,boxplot,1.0,1.0,1.0,1.0,1.0,1.0,1
nvbench2:dev:717,gemma3:27b,staged,boxplot,1.0,0.0,0.0,0.0,1.0,1.0,1
nvbench2:dev:718,gemma3:27b,staged,boxplot,1.0,0.0,0.0,0.0,1.0,1.0,1
nvbench2:dev:719,gemma3:27b,staged,arc,1.0,1.0,1.0,1.0,1.0,1.0,1
nvbench2:dev:721,gemma3:27b,staged,boxplot,1.0,0.0,0.0,0.0,1.0,1.0,1
nvbench2:dev:723,gemma3:27b,staged,boxplot,1.0,1.0,1.0,1.0,0.0,0.0,1
nvbench2:dev:725,gemma3:27b,staged,boxplot,1.0,1.0,1.0,1.0,1.0,1.0,1
nvbench2:dev:732,gemma3:27b,staged,bar+line+rect,1.0,1.0,1.0,1.0,0.0,0.5,2
nvbench2:dev:733,gemma3:27b,staged,bar+line+rect,1.0,1.0,1.0,1.0,1.0,0.5,2
nvbench2:dev:17,llama3.2:3b,direct,line,1.0,1.0,1.0,1.0,0.0,0.8,5
nvbench2:dev:22,llama3.2:3b,direct,boxplot,1.0,0.0,0.0,0.0,0.0,0.0,2
nvbench2:dev:23,llama3.2:3b,direct,point,1.0,1.0,1.0,1.0,0.0,0.0,5
nvbench2:dev:25,llama3.2:3b,direct,rect,1.0,1.0,1.0,1.0,1.0,0.8,5
nvbench2:dev:33,llama3.2:3b,direct,arc,1.0,1.0,1.0,0.8,0.0,0.0,5
nvbench2:dev:34,llama3.2:3b,direct,point,1.0,1.0,1.0,1.0,0.0,0.4,5
nvbench2:dev:35,llama3.2:3b,direct,bar+line+point+rect,1.0,1.0,1.0,1.0,0.0,0.6,5
nvbench2:dev:39,llama3.2:3b,direct,arc,1.0,1.0,1.0,0.8,0.0,0.0,5
nvbench2:dev:40,llama3.2:3b,direct,rect,1.0,1.0,1.0,0.8,0.0,0.0,5
nvbench2:dev:41,llama3.2:3b,direct,arc,1.0,1.0,1.0,1.0,0.0,0.0,5
nvbench2:dev:48,llama3.2:3b,direct,arc,1.0,1.0,1.0,1.0,1.0,0.8,5
nvbench2:dev:49,llama3.2:3b,direct,line,1.0,1.0,1.0,1.0,1.0,0.8,5
nvbench2:dev:51,llama3.2:3b,direct,bar,1.0,0.0,0.0,0.0,0.0,0.0,1
nvbench2:dev:54,llama3.2:3b,direct,bar,1.0,1.0,1.0,1.0,0.0,0.6,5
nvbench2:dev:57,llama3.2:3b,direct,rect,1.0,1.0,1.0,1.0,0.0,0.2,5
nvbench2:dev:61,llama3.2:3b,direct,arc,1.0,1.0,1.0,1.0,0.0,0.0,5
nvbench2:dev:63,llama3.2:3b,direct,arc,1.0,1.0,1.0,0.8,1.0,0.2,5
nvbench2:dev:68,llama3.2:3b,direct,arc,1.0,1.0,1.0,0.8,0.0,0.8,5
nvbench2:dev:72,llama3.2:3b,direct,arc,1.0,1.0,1.0,1.0,0.0,0.2,5
nvbench2:dev:73,llama3.2:3b,direct,arc,1.0,1.0,1.0,0.8,0.0,0.0,5
nvbench2:dev:76,llama3.2:3b,direct,bar,1.0,1.0,1.0,1.0,1.0,1.0,5
nvbench2:dev:83,llama3.2:3b,direct,arc,1.0,1.0,1.0,1.0,0.0,0.0,5
nvbench2:dev:84,llama3.2:3b,direct,rect,1.0,1.0,1.0,1.0,0.0,0.2,5
nvbench2:dev:89,llama3.2:3b,direct,arc,1.0,1.0,1.0,1.0,0.0,0.2,5
nvbench2:dev:92,llama3.2:3b,direct,arc,1.0,1.0,1.0,1.0,0.0,0.0,5
nvbench2:dev:97,llama3.2:3b,direct,line,1.0,1.0,1.0,1.0,0.0,0.2,5
nvbench2:dev:103,llama3.2:3b,direct,boxplot,1.0,1.0,1.0,1.0,0.0,0.2,5
nvbench2:dev:105,llama3.2:3b,direct,arc,1.0,1.0,1.0,1.0,0.0,0.6,5
nvbench2:dev:108,llama3.2:3b,direct,boxplot,1.0,1.0,1.0,1.0,0.0,0.6,5
nvbench2:dev:112,llama3.2:3b,direct,boxplot,1.0,0.0,0.0,0.0,1.0,1.0,5
nvbench2:dev:114,llama3.2:3b,direct,line,1.0,1.0,1.0,1.0,1.0,0.8,5
nvbench2:dev:116,llama3.2:3b,direct,arc,1.0,1.0,1.0,1.0,0.0,0.2,5
nvbench2:dev:118,llama3.2:3b,direct,rect,1.0,1.0,1.0,1.0,0.0,0.4,5
nvbench2:dev:127,llama3.2:3b,direct,arc,1.0,1.0,1.0,1.0,0.0,0.2,5
nvbench2:dev:136,llama3.2:3b,direct,boxplot,1.0,1.0,1.0,1.0,0.0,0.4,5
nvbench2:dev:138,llama3.2:3b,direct,bar,1.0,1.0,1.0,1.0,0.0,0.2,5
nvbench2:dev:139,llama3.2:3b,direct,line,1.0,1.0,1.0,1.0,0.0,0.2,5
nvbench2:dev:143,llama3.2:3b,direct,rect,1.0,1.0,1.0,1.0,0.0,0.2,5
nvbench2:dev:144,llama3.2:3b,direct,bar,1.0,1.0,1.0,1.0,0.0,0.0,5
nvbench2:dev:149,llama3.2:3b,direct,point,1.0,1.0,1.0,0.8,0.0,0.0,5
nvbench2:dev:157,llama3.2:3b,direct,point,1.0,1.0,1.0,1.0,0.0,0.8,5
nvbench2:dev:158,llama3.2:3b,direct,point,1.0,1.0,1.0,1.0,1.0,1.0,5
nvbench2:dev:165,llama3.2:3b,direct,line,1.0,1.0,1.0,1.0,1.0,0.6,5
nvbench2:dev:167,llama3.2:3b,direct,bar,1.0,1.0,1.0,1.0,0.0,0.2,5
nvbench2:dev:176,llama3.2:3b,direct,line,1.0,1.0,1.0,1.0,1.0,0.8,5
nvbench2:dev:182,llama3.2:3b,direct,rect,1.0,1.0,1.0,1.0,0.0,0.2,5
nvbench2:dev:188,llama3.2:3b,direct,rect,1.0,1.0,1.0,1.0,0.0,0.4,5
nvbench2:dev:191,llama3.2:3b,direct,rect,1.0,1.0,1.0,0.8,0.0,0.0,5
nvbench2:dev:203,llama3.2:3b,direct,bar+line,1.0,1.0,1.0,1.0,0.0,0.4,5
nvbench2:dev:214,llama3.2:3b,direct,rect,1.0,1.0,1.0,1.0,1.0,1.0,5
nvbench2:dev:223,llama3.2:3b,direct,boxplot,1.0,1.0,1.0,1.0,1.0,0.6,5
nvbench2:dev:228,llama3.2:3b,direct,rect,1.0,1.0,1.0,1.0,0.0,0.2,5
nvbench2:dev:232,llama3.2:3b,direct,arc,1.0,1.0,1.0,1.0,1.0,0.4,5
nvbench2:dev:245,llama3.2:3b,direct,line,1.0,1.0,0.0,0.8,0.0,0.0,5
nvbench2:dev:252,llama3.2:3b,direct,rect,1.0,1.0,1.0,1.0,0.0,0.0,5
nvbench2:dev:253,llama3.2:3b,direct,arc+bar+line,1.0,1.0,1.0,1.0,1.0,1.0,1
nvbench2:dev:255,llama3.2:3b,direct,bar,1.0,1.0,1.0,1.0,0.0,0.5,2
nvbench2:dev:256,llama3.2:3b,direct,rect,1.0,1.0,1.0,1.0,0.0,0.8,5
nvbench2:dev:259,llama3.2:3b,direct,point,1.0,1.0,1.0,1.0,1.0,0.4,5
nvbench2:dev:278,llama3.2:3b,direct,arc,1.0,1.0,1.0,0.8,0.0,0.0,5
nvbench2:dev:283,llama3.2:3b,direct,rect,1.0,1.0,1.0,1.0,0.0,0.2,5
nvbench2:dev:286,llama3.2:3b,direct,bar,1.0,1.0,1.0,1.0,0.0,0.0,1
nvbench2:dev:292,llama3.2:3b,direct,rect,1.0,1.0,1.0,0.8,0.0,0.0,5
nvbench2:dev:296,llama3.2:3b,direct,bar,1.0,1.0,1.0,1.0,0.0,0.4,5
nvbench2:dev:298,llama3.2:3b,direct,bar,1.0,1.0,1.0,1.0,0.0,0.0,5
nvbench2:dev:300,llama3.2:3b,direct,arc,1.0,1.0,1.0,0.8,0.0,0.0,5
nvbench2:dev:302,llama3.2:3b,direct,rect,1.0,1.0,1.0,1.0,0.0,0.2,5
nvbench2:dev:307,llama3.2:3b,direct,rect,1.0,1.0,1.0,1.0,0.0,0.2,5
nvbench2:dev:314,llama3.2:3b,direct,arc,1.0,1.0,1.0,1.0,0.0,0.0,5
nvbench2:dev:315,llama3.2:3b,direct,bar,1.0,1.0,1.0,1.0,0.0,0.0,5
nvbench2:dev:317,llama3.2:3b,direct,rect,1.0,1.0,1.0,0.6,0.0,0.0,5
nvbench2:dev:319,llama3.2:3b,direct,boxplot,1.0,1.0,1.0,1.0,0.0,0.4,5
nvbench2:dev:326,llama3.2:3b,direct,rect,1.0,1.0,1.0,1.0,0.0,0.6,5
