model,permutations,hit1_min,hit1_max,hit1_q25,hit1_median,hit1_q75,hit5_min,hit5_max,llm_minus_rrf_hit1_min,llm_minus_rrf_hit1_max,llm_minus_rrf_hit1_median,mean_pairwise_top1_identity,mean_pairwise_top5_jaccard,unanimous_top1_identity,prefix_complete_min
mistral-small:24b,10,0.054214015151515145,0.11489372895622894,0.07677162247474748,0.08146569865319865,0.10517150673400674,0.25979061447811447,0.2936395202020202,-0.0682817760942761,-0.007602062289562311,-0.041030092592592604,0.5298517583239806,0.7052005926957702,0.1983533249158249,1.0
qwen3:14b,10,0.06763994107744108,0.14898463804713805,0.09692103324915824,0.10316708754208753,0.11360874368686869,0.27432133838383843,0.2946864478114478,-0.05485585016835018,0.02648884680134679,-0.019328703703703716,0.5158734334081556,0.7231788430119834,0.19031460437710437,1.0
