condition,record_id,gold_family,left_seed,right_seed,top1_agreement,candidate_set_jaccard,valid_set_jaccard,rank_biased_overlap_p90
direct,nvbench2:test:623,arc,101,202,1.0,1.0,1.0,1.0
direct,nvbench2:test:623,arc,101,303,1.0,1.0,1.0,1.0
direct,nvbench2:test:623,arc,202,303,1.0,1.0,1.0,1.0
direct,nvbench2:test:634,boxplot,101,202,0.0,0.2857142857142857,0.25,0.39788999999999997
direct,nvbench2:test:634,boxplot,101,303,0.0,0.2857142857142857,0.2,0.44288999999999995
direct,nvbench2:test:634,boxplot,202,303,1.0,0.6,0.5,0.77275
direct,nvbench2:test:636,arc,101,202,1.0,0.6666666666666666,1.0,0.8687799999999999
direct,nvbench2:test:636,arc,101,303,1.0,0.6666666666666666,1.0,0.8687799999999999
direct,nvbench2:test:636,arc,202,303,1.0,1.0,1.0,1.0
direct,nvbench2:test:637,line,101,202,1.0,0.14285714285714285,1.0,0.321445
direct,nvbench2:test:637,line,101,303,1.0,0.14285714285714285,1.0,0.321445
direct,nvbench2:test:637,line,202,303,1.0,1.0,1.0,1.0
direct,nvbench2:test:642,boxplot,101,202,1.0,1.0,1.0,1.0
direct,nvbench2:test:642,boxplot,101,303,1.0,1.0,1.0,1.0
direct,nvbench2:test:642,boxplot,202,303,1.0,1.0,1.0,1.0
direct,nvbench2:test:647,bar+line+point,101,202,1.0,1.0,1.0,1.0
direct,nvbench2:test:647,bar+line+point,101,303,1.0,1.0,1.0,1.0
direct,nvbench2:test:647,bar+line+point,202,303,1.0,1.0,1.0,1.0
direct,nvbench2:test:649,rect,101,202,0.0,0.0,1.0,0.0
direct,nvbench2:test:649,rect,101,303,0.0,0.0,1.0,0.0
direct,nvbench2:test:649,rect,202,303,0.0,0.0,1.0,0.0
direct,nvbench2:test:651,point,101,202,1.0,1.0,1.0,1.0
direct,nvbench2:test:651,point,101,303,0.0,0.14285714285714285,1.0,0.22144499999999998
direct,nvbench2:test:651,point,202,303,0.0,0.14285714285714285,1.0,0.22144499999999998
direct,nvbench2:test:658,bar,101,202,0.0,0.0,0.0,0.0
direct,nvbench2:test:658,bar,101,303,1.0,1.0,1.0,1.0
direct,nvbench2:test:658,bar,202,303,0.0,0.0,0.0,0.0
direct,nvbench2:test:663,point,101,202,0.0,1.0,1.0,0.855
direct,nvbench2:test:663,point,101,303,0.0,1.0,1.0,0.855
direct,nvbench2:test:663,point,202,303,1.0,1.0,1.0,1.0
direct,nvbench2:test:665,point,101,202,1.0,1.0,1.0,1.0
direct,nvbench2:test:665,point,101,303,1.0,1.0,1.0,1.0
direct,nvbench2:test:665,point,202,303,1.0,1.0,1.0,1.0
direct,nvbench2:test:666,arc,101,202,1.0,1.0,1.0,1.0
direct,nvbench2:test:666,arc,101,303,1.0,1.0,1.0,1.0
direct,nvbench2:test:666,arc,202,303,1.0,1.0,1.0,1.0
direct,nvbench2:test:676,line,101,202,1.0,0.25,0.25,0.5428899999999999
direct,nvbench2:test:676,line,101,303,1.0,0.25,0.25,0.5428899999999999
direct,nvbench2:test:676,line,202,303,1.0,1.0,1.0,1.0
direct,nvbench2:test:677,arc,101,202,1.0,1.0,1.0,1.0
direct,nvbench2:test:677,arc,101,303,1.0,1.0,1.0,1.0
direct,nvbench2:test:677,arc,202,303,1.0,1.0,1.0,1.0
direct,nvbench2:test:685,point,101,202,1.0,1.0,1.0,1.0
direct,nvbench2:test:685,point,101,303,1.0,1.0,1.0,1.0
direct,nvbench2:test:685,point,202,303,1.0,1.0,1.0,1.0
direct,nvbench2:test:687,boxplot,101,202,1.0,1.0,1.0,1.0
direct,nvbench2:test:687,boxplot,101,303,1.0,1.0,1.0,1.0
direct,nvbench2:test:687,boxplot,202,303,1.0,1.0,1.0,1.0
direct,nvbench2:test:688,boxplot,101,202,1.0,1.0,1.0,1.0
direct,nvbench2:test:688,boxplot,101,303,1.0,1.0,1.0,1.0
direct,nvbench2:test:688,boxplot,202,303,1.0,1.0,1.0,1.0
direct,nvbench2:test:695,point,101,202,1.0,1.0,1.0,1.0
direct,nvbench2:test:695,point,101,303,0.0,0.0,1.0,0.0
direct,nvbench2:test:695,point,202,303,0.0,0.0,1.0,0.0
direct,nvbench2:test:703,arc,101,202,0.0,0.0,0.0,0.0
direct,nvbench2:test:703,arc,101,303,1.0,0.6,1.0,0.81775
direct,nvbench2:test:703,arc,202,303,0.0,0.0,0.0,0.0
direct,nvbench2:test:705,arc,101,202,1.0,0.1111111111111111,0.0,0.321445
direct,nvbench2:test:705,arc,101,303,1.0,0.1111111111111111,0.0,0.321445
direct,nvbench2:test:705,arc,202,303,1.0,1.0,1.0,1.0
direct,nvbench2:test:707,arc,101,202,0.0,0.25,0.2857142857142857,0.280665
direct,nvbench2:test:707,arc,101,303,1.0,1.0,1.0,1.0
direct,nvbench2:test:707,arc,202,303,0.0,0.25,0.2857142857142857,0.280665
direct,nvbench2:test:711,boxplot,101,202,1.0,0.42857142857142855,0.42857142857142855,0.719335
direct,nvbench2:test:711,boxplot,101,303,1.0,1.0,1.0,1.0
direct,nvbench2:test:711,boxplot,202,303,1.0,0.42857142857142855,0.42857142857142855,0.719335
direct,nvbench2:test:727,bar,101,202,1.0,0.42857142857142855,0.42857142857142855,0.719335
direct,nvbench2:test:727,bar,101,303,1.0,0.42857142857142855,0.42857142857142855,0.719335
direct,nvbench2:test:727,bar,202,303,1.0,0.6666666666666666,0.6666666666666666,0.8687799999999999
direct,nvbench2:test:730,arc,101,202,1.0,1.0,1.0,1.0
direct,nvbench2:test:730,arc,101,303,1.0,1.0,1.0,1.0
direct,nvbench2:test:730,arc,202,303,1.0,1.0,1.0,1.0
direct,nvbench2:test:731,bar,101,202,1.0,1.0,1.0,1.0
direct,nvbench2:test:731,bar,101,303,1.0,1.0,1.0,1.0
direct,nvbench2:test:731,bar,202,303,1.0,1.0,1.0,1.0
direct,nvbench2:test:732,boxplot,101,202,1.0,1.0,1.0,1.0
direct,nvbench2:test:732,boxplot,101,303,1.0,1.0,1.0,1.0
direct,nvbench2:test:732,boxplot,202,303,1.0,1.0,1.0,1.0
direct,nvbench2:test:736,bar,101,202,1.0,1.0,1.0,1.0
direct,nvbench2:test:736,bar,101,303,1.0,1.0,1.0,1.0
direct,nvbench2:test:736,bar,202,303,1.0,1.0,1.0,1.0
direct,nvbench2:test:737,arc,101,202,1.0,1.0,1.0,1.0
direct,nvbench2:test:737,arc,101,303,0.0,0.0,1.0,0.0
direct,nvbench2:test:737,arc,202,303,0.0,0.0,1.0,0.0
direct,nvbench2:test:741,boxplot,101,202,1.0,1.0,1.0,1.0
direct,nvbench2:test:741,boxplot,101,303,1.0,1.0,1.0,1.0
direct,nvbench2:test:741,boxplot,202,303,1.0,1.0,1.0,1.0
direct,nvbench2:test:745,boxplot,101,202,1.0,1.0,1.0,1.0
direct,nvbench2:test:745,boxplot,101,303,1.0,1.0,1.0,1.0
direct,nvbench2:test:745,boxplot,202,303,1.0,1.0,1.0,1.0
staged,nvbench2:test:7,bar,101,202,1.0,1.0,1.0,1.0
staged,nvbench2:test:7,bar,101,303,0.0,0.0,0.0,0.0
staged,nvbench2:test:7,bar,202,303,0.0,0.0,0.0,0.0
staged,nvbench2:test:11,point,101,202,1.0,1.0,1.0,1.0
staged,nvbench2:test:11,point,101,303,1.0,1.0,1.0,1.0
staged,nvbench2:test:11,point,202,303,1.0,1.0,1.0,1.0
staged,nvbench2:test:18,rect,101,202,0.0,0.0,1.0,0.0
staged,nvbench2:test:18,rect,101,303,0.0,0.0,1.0,0.0
staged,nvbench2:test:18,rect,202,303,0.0,0.0,1.0,0.0
staged,nvbench2:test:20,arc,101,202,0.0,0.0,0.0,0.0
staged,nvbench2:test:20,arc,101,303,0.0,0.0,0.0,0.0
staged,nvbench2:test:20,arc,202,303,1.0,0.6,0.6,0.6291100000000001
staged,nvbench2:test:25,boxplot,101,202,1.0,1.0,1.0,1.0
staged,nvbench2:test:25,boxplot,101,303,1.0,1.0,1.0,1.0
staged,nvbench2:test:25,boxplot,202,303,1.0,1.0,1.0,1.0
staged,nvbench2:test:26,boxplot,101,202,0.0,0.0,0.0,0.0
staged,nvbench2:test:26,boxplot,101,303,0.0,0.0,0.0,0.0
staged,nvbench2:test:26,boxplot,202,303,0.0,0.0,0.0,0.0
staged,nvbench2:test:31,rect,101,202,1.0,1.0,1.0,1.0
staged,nvbench2:test:31,rect,101,303,1.0,1.0,1.0,1.0
staged,nvbench2:test:31,rect,202,303,1.0,1.0,1.0,1.0
staged,nvbench2:test:35,bar+line,101,202,0.0,0.0,0.0,0.0
staged,nvbench2:test:35,bar+line,101,303,1.0,1.0,1.0,1.0
staged,nvbench2:test:35,bar+line,202,303,0.0,0.0,0.0,0.0
staged,nvbench2:test:37,arc,101,202,0.0,0.0,0.0,0.0
staged,nvbench2:test:37,arc,101,303,0.0,0.0,0.0,0.0
staged,nvbench2:test:37,arc,202,303,0.0,0.0,0.0,0.0
staged,nvbench2:test:39,bar,101,202,1.0,0.3333333333333333,0.5,0.55
staged,nvbench2:test:39,bar,101,303,0.0,0.0,0.0,0.0
staged,nvbench2:test:39,bar,202,303,0.0,0.0,0.0,0.0
staged,nvbench2:test:62,arc,101,202,1.0,1.0,1.0,1.0
staged,nvbench2:test:62,arc,101,303,1.0,1.0,1.0,1.0
staged,nvbench2:test:62,arc,202,303,1.0,1.0,1.0,1.0
staged,nvbench2:test:70,bar,101,202,1.0,0.2,1.0,0.321445
staged,nvbench2:test:70,bar,101,303,1.0,1.0,1.0,1.0
staged,nvbench2:test:70,bar,202,303,1.0,0.2,1.0,0.321445
staged,nvbench2:test:79,boxplot,101,202,0.0,0.0,0.0,0.0
staged,nvbench2:test:79,boxplot,101,303,0.0,0.0,0.0,0.0
staged,nvbench2:test:79,boxplot,202,303,0.0,0.0,0.0,0.0
staged,nvbench2:test:90,arc,101,202,0.0,0.0,1.0,0.0
staged,nvbench2:test:90,arc,101,303,0.0,0.0,0.0,0.0
staged,nvbench2:test:90,arc,202,303,0.0,0.0,0.0,0.0
staged,nvbench2:test:97,line,101,202,0.0,0.0,0.0,0.0
staged,nvbench2:test:97,line,101,303,0.0,0.0,0.0,0.0
staged,nvbench2:test:97,line,202,303,0.0,0.0,0.0,0.0
staged,nvbench2:test:99,boxplot,101,202,0.0,0.0,1.0,0.0
staged,nvbench2:test:99,boxplot,101,303,0.0,0.0,1.0,0.0
staged,nvbench2:test:99,boxplot,202,303,0.0,0.0,1.0,0.0
staged,nvbench2:test:102,boxplot,101,202,0.0,0.0,0.0,0.0
staged,nvbench2:test:102,boxplot,101,303,0.0,0.0,1.0,0.0
staged,nvbench2:test:102,boxplot,202,303,0.0,0.0,0.0,0.0
staged,nvbench2:test:105,arc,101,202,0.0,0.0,1.0,0.0
staged,nvbench2:test:105,arc,101,303,0.0,0.0,0.0,0.0
staged,nvbench2:test:105,arc,202,303,0.0,0.0,0.0,0.0
staged,nvbench2:test:111,rect,101,202,0.0,0.3333333333333333,1.0,0.37089
staged,nvbench2:test:111,rect,101,303,0.0,0.14285714285714285,1.0,0.22144499999999998
staged,nvbench2:test:111,rect,202,303,1.0,0.2,1.0,0.415
staged,nvbench2:test:112,arc,101,202,0.0,0.0,1.0,0.0
staged,nvbench2:test:112,arc,101,303,0.0,0.0,1.0,0.0
staged,nvbench2:test:112,arc,202,303,1.0,0.5,1.0,0.55
staged,nvbench2:test:113,line,101,202,1.0,1.0,1.0,1.0
staged,nvbench2:test:113,line,101,303,0.0,0.0,0.0,0.0
staged,nvbench2:test:113,line,202,303,0.0,0.0,0.0,0.0
staged,nvbench2:test:117,bar,101,202,1.0,1.0,1.0,1.0
staged,nvbench2:test:117,bar,101,303,0.0,0.0,0.0,0.0
staged,nvbench2:test:117,bar,202,303,0.0,0.0,0.0,0.0
staged,nvbench2:test:127,arc,101,202,0.0,0.0,0.0,0.0
staged,nvbench2:test:127,arc,101,303,0.0,0.0,0.0,0.0
staged,nvbench2:test:127,arc,202,303,0.0,0.0,1.0,0.0
staged,nvbench2:test:131,arc,101,202,0.0,0.0,0.0,0.0
staged,nvbench2:test:131,arc,101,303,0.0,0.0,1.0,0.0
staged,nvbench2:test:131,arc,202,303,0.0,0.0,0.0,0.0
staged,nvbench2:test:132,bar,101,202,0.0,0.0,1.0,0.0
staged,nvbench2:test:132,bar,101,303,0.0,0.0,1.0,0.0
staged,nvbench2:test:132,bar,202,303,0.0,0.0,1.0,0.0
staged,nvbench2:test:133,bar,101,202,0.0,0.0,1.0,0.0
staged,nvbench2:test:133,bar,101,303,0.0,0.0,1.0,0.0
staged,nvbench2:test:133,bar,202,303,0.0,0.0,1.0,0.0
staged,nvbench2:test:142,rect,101,202,0.0,0.0,0.0,0.0
staged,nvbench2:test:142,rect,101,303,0.0,0.0,0.0,0.0
staged,nvbench2:test:142,rect,202,303,1.0,1.0,1.0,1.0
staged,nvbench2:test:144,bar,101,202,1.0,1.0,1.0,1.0
staged,nvbench2:test:144,bar,101,303,1.0,1.0,1.0,1.0
staged,nvbench2:test:144,bar,202,303,1.0,1.0,1.0,1.0
staged,nvbench2:test:150,bar,101,202,0.0,0.0,0.0,0.0
staged,nvbench2:test:150,bar,101,303,0.0,0.0,0.0,0.0
staged,nvbench2:test:150,bar,202,303,0.0,0.0,0.0,0.0
staged,nvbench2:test:157,line,101,202,1.0,1.0,1.0,1.0
staged,nvbench2:test:157,line,101,303,0.0,0.0,1.0,0.0
staged,nvbench2:test:157,line,202,303,0.0,0.0,1.0,0.0
staged,nvbench2:test:160,arc,101,202,0.0,0.0,0.0,0.0
staged,nvbench2:test:160,arc,101,303,0.0,0.0,0.0,0.0
staged,nvbench2:test:160,arc,202,303,0.0,0.0,1.0,0.0
staged,nvbench2:test:162,rect,101,202,1.0,0.5,0.5,0.55
staged,nvbench2:test:162,rect,101,303,1.0,0.5,0.5,0.55
staged,nvbench2:test:162,rect,202,303,1.0,1.0,1.0,1.0
staged,nvbench2:test:163,line,101,202,1.0,0.3333333333333333,1.0,0.415
staged,nvbench2:test:163,line,101,303,0.0,0.0,1.0,0.0
staged,nvbench2:test:163,line,202,303,0.0,0.0,1.0,0.0
staged,nvbench2:test:168,bar,101,202,0.0,0.0,0.0,0.0
staged,nvbench2:test:168,bar,101,303,0.0,0.0,0.0,0.0
staged,nvbench2:test:168,bar,202,303,1.0,0.5,1.0,0.55
staged,nvbench2:test:170,rect,101,202,0.0,0.0,0.0,0.0
staged,nvbench2:test:170,rect,101,303,0.0,1.0,1.0,0.9
staged,nvbench2:test:170,rect,202,303,0.0,0.0,0.0,0.0
staged,nvbench2:test:173,point,101,202,0.0,0.0,0.0,0.0
staged,nvbench2:test:173,point,101,303,0.0,0.0,0.0,0.0
staged,nvbench2:test:173,point,202,303,0.0,0.0,0.0,0.0
staged,nvbench2:test:174,boxplot,101,202,0.0,0.0,0.0,0.0
staged,nvbench2:test:174,boxplot,101,303,1.0,1.0,1.0,1.0
staged,nvbench2:test:174,boxplot,202,303,0.0,0.0,0.0,0.0
staged,nvbench2:test:178,arc,101,202,0.0,0.0,1.0,0.0
staged,nvbench2:test:178,arc,101,303,0.0,0.0,1.0,0.0
staged,nvbench2:test:178,arc,202,303,1.0,1.0,1.0,1.0
staged,nvbench2:test:183,bar,101,202,0.0,0.0,0.0,0.0
staged,nvbench2:test:183,bar,101,303,0.0,0.0,0.0,0.0
staged,nvbench2:test:183,bar,202,303,1.0,1.0,1.0,1.0
staged,nvbench2:test:192,point,101,202,0.0,0.5,0.0,0.45
staged,nvbench2:test:192,point,101,303,0.0,0.5,0.0,0.45
staged,nvbench2:test:192,point,202,303,1.0,1.0,1.0,1.0
staged,nvbench2:test:194,boxplot,101,202,0.0,0.0,0.0,0.0
staged,nvbench2:test:194,boxplot,101,303,0.0,0.0,0.0,0.0
staged,nvbench2:test:194,boxplot,202,303,0.0,0.0,0.0,0.0
staged,nvbench2:test:201,bar,101,202,0.0,0.0,1.0,0.0
staged,nvbench2:test:201,bar,101,303,0.0,0.0,0.0,0.0
staged,nvbench2:test:201,bar,202,303,1.0,0.2,0.0,0.321445
staged,nvbench2:test:223,boxplot,101,202,0.0,0.0,1.0,0.0
staged,nvbench2:test:223,boxplot,101,303,1.0,1.0,1.0,1.0
staged,nvbench2:test:223,boxplot,202,303,0.0,0.0,1.0,0.0
staged,nvbench2:test:227,line,101,202,1.0,1.0,1.0,1.0
staged,nvbench2:test:227,line,101,303,1.0,0.5,1.0,0.55
staged,nvbench2:test:227,line,202,303,1.0,0.5,1.0,0.55
staged,nvbench2:test:236,boxplot,101,202,1.0,0.3333333333333333,0.5,0.415
staged,nvbench2:test:236,boxplot,101,303,0.0,0.2,0.3333333333333333,0.27
staged,nvbench2:test:236,boxplot,202,303,0.0,0.0,0.0,0.0
staged,nvbench2:test:238,line,101,202,1.0,1.0,1.0,1.0
staged,nvbench2:test:238,line,101,303,1.0,1.0,1.0,1.0
staged,nvbench2:test:238,line,202,303,1.0,1.0,1.0,1.0
staged,nvbench2:test:252,arc,101,202,0.0,0.0,1.0,0.0
staged,nvbench2:test:252,arc,101,303,0.0,0.0,1.0,0.0
staged,nvbench2:test:252,arc,202,303,1.0,1.0,1.0,1.0
staged,nvbench2:test:254,point,101,202,0.0,0.0,0.0,0.0
staged,nvbench2:test:254,point,101,303,0.0,0.0,0.0,0.0
staged,nvbench2:test:254,point,202,303,0.0,0.0,0.0,0.0
staged,nvbench2:test:263,boxplot,101,202,0.0,0.0,0.0,0.0
staged,nvbench2:test:263,boxplot,101,303,0.0,0.0,0.0,0.0
staged,nvbench2:test:263,boxplot,202,303,0.0,0.0,1.0,0.0
staged,nvbench2:test:268,rect,101,202,0.0,0.0,0.0,0.0
staged,nvbench2:test:268,rect,101,303,0.0,0.0,0.0,0.0
staged,nvbench2:test:268,rect,202,303,0.0,0.0,0.0,0.0
staged,nvbench2:test:287,point,101,202,1.0,0.8,0.8,0.8235549999999999
staged,nvbench2:test:287,point,101,303,0.0,0.2857142857142857,0.2857142857142857,0.32589
staged,nvbench2:test:287,point,202,303,0.0,0.25,0.25,0.280665
staged,nvbench2:test:296,bar+line+rect,101,202,1.0,0.3333333333333333,0.5,0.55
staged,nvbench2:test:296,bar+line+rect,101,303,1.0,0.5,1.0,0.55
staged,nvbench2:test:296,bar+line+rect,202,303,1.0,0.5,0.5,0.55
staged,nvbench2:test:297,bar,101,202,0.0,0.0,0.0,0.0
staged,nvbench2:test:297,bar,101,303,1.0,1.0,1.0,1.0
staged,nvbench2:test:297,bar,202,303,0.0,0.0,0.0,0.0
staged,nvbench2:test:298,line,101,202,0.0,0.0,0.0,0.0
staged,nvbench2:test:298,line,101,303,0.0,0.0,1.0,0.0
staged,nvbench2:test:298,line,202,303,0.0,0.0,0.0,0.0
staged,nvbench2:test:303,boxplot,101,202,0.0,0.0,0.0,0.0
staged,nvbench2:test:303,boxplot,101,303,0.0,0.0,0.0,0.0
staged,nvbench2:test:303,boxplot,202,303,0.0,0.0,0.0,0.0
staged,nvbench2:test:317,arc,101,202,1.0,1.0,1.0,1.0
staged,nvbench2:test:317,arc,101,303,0.0,0.0,1.0,0.0
staged,nvbench2:test:317,arc,202,303,0.0,0.0,1.0,0.0
staged,nvbench2:test:319,point,101,202,0.0,0.0,0.0,0.0
staged,nvbench2:test:319,point,101,303,0.0,0.0,0.0,0.0
staged,nvbench2:test:319,point,202,303,0.0,0.0,0.0,0.0
staged,nvbench2:test:320,rect,101,202,0.0,0.0,1.0,0.0
staged,nvbench2:test:320,rect,101,303,0.0,0.0,1.0,0.0
staged,nvbench2:test:320,rect,202,303,0.0,0.0,1.0,0.0
staged,nvbench2:test:325,rect,101,202,0.0,0.0,0.0,0.0
staged,nvbench2:test:325,rect,101,303,0.0,0.0,0.0,0.0
staged,nvbench2:test:325,rect,202,303,0.0,0.0,0.0,0.0
staged,nvbench2:test:332,rect,101,202,0.0,0.0,1.0,0.0
staged,nvbench2:test:332,rect,101,303,0.0,0.0,1.0,0.0
staged,nvbench2:test:332,rect,202,303,0.0,0.0,1.0,0.0
staged,nvbench2:test:335,arc,101,202,0.0,0.0,1.0,0.0
staged,nvbench2:test:335,arc,101,303,0.0,0.0,1.0,0.0
staged,nvbench2:test:335,arc,202,303,0.0,0.0,1.0,0.0
staged,nvbench2:test:341,rect,101,202,0.0,0.0,0.0,0.0
staged,nvbench2:test:341,rect,101,303,1.0,0.4,0.4,0.5428899999999999
staged,nvbench2:test:341,rect,202,303,0.0,0.0,0.0,0.0
staged,nvbench2:test:344,rect,101,202,0.0,0.0,0.0,0.0
staged,nvbench2:test:344,rect,101,303,0.0,0.0,0.0,0.0
staged,nvbench2:test:344,rect,202,303,0.0,0.0,0.0,0.0
staged,nvbench2:test:349,arc,101,202,0.0,0.0,0.0,0.0
staged,nvbench2:test:349,arc,101,303,1.0,1.0,1.0,1.0
staged,nvbench2:test:349,arc,202,303,0.0,0.0,0.0,0.0
staged,nvbench2:test:351,boxplot,101,202,0.0,0.0,0.0,0.0
staged,nvbench2:test:351,boxplot,101,303,1.0,0.2,0.2,0.35424999999999995
staged,nvbench2:test:351,boxplot,202,303,0.0,0.0,0.0,0.0
staged,nvbench2:test:355,rect,101,202,0.0,0.0,0.0,0.0
staged,nvbench2:test:355,rect,101,303,0.0,0.0,1.0,0.0
staged,nvbench2:test:355,rect,202,303,0.0,0.0,0.0,0.0
staged,nvbench2:test:365,point,101,202,0.0,0.0,0.0,0.0
staged,nvbench2:test:365,point,101,303,0.0,0.0,0.0,0.0
staged,nvbench2:test:365,point,202,303,0.0,0.0,0.0,0.0
staged,nvbench2:test:366,boxplot,101,202,0.0,0.0,0.0,0.0
staged,nvbench2:test:366,boxplot,101,303,0.0,0.0,0.0,0.0
staged,nvbench2:test:366,boxplot,202,303,1.0,1.0,1.0,1.0
staged,nvbench2:test:376,rect,101,202,0.0,0.0,1.0,0.0
staged,nvbench2:test:376,rect,101,303,1.0,1.0,1.0,1.0
staged,nvbench2:test:376,rect,202,303,0.0,0.0,1.0,0.0
staged,nvbench2:test:377,rect,101,202,0.0,0.0,0.0,0.0
staged,nvbench2:test:377,rect,101,303,0.0,0.0,0.0,0.0
staged,nvbench2:test:377,rect,202,303,0.0,0.0,0.0,0.0
staged,nvbench2:test:384,arc,101,202,0.0,0.0,1.0,0.0
staged,nvbench2:test:384,arc,101,303,0.0,0.0,0.0,0.0
staged,nvbench2:test:384,arc,202,303,0.0,0.0,0.0,0.0
staged,nvbench2:test:385,arc,101,202,1.0,1.0,1.0,1.0
staged,nvbench2:test:385,arc,101,303,0.0,0.0,0.0,0.0
staged,nvbench2:test:385,arc,202,303,0.0,0.0,0.0,0.0
staged,nvbench2:test:388,bar+line+rect,101,202,0.0,0.0,0.0,0.0
staged,nvbench2:test:388,bar+line+rect,101,303,0.0,0.0,0.0,0.0
staged,nvbench2:test:388,bar+line+rect,202,303,1.0,0.6666666666666666,0.6666666666666666,0.73
staged,nvbench2:test:392,rect,101,202,1.0,0.3333333333333333,0.5,0.55
staged,nvbench2:test:392,rect,101,303,0.0,0.3333333333333333,0.5,0.45
staged,nvbench2:test:392,rect,202,303,0.0,0.3333333333333333,0.3333333333333333,0.45
staged,nvbench2:test:395,rect,101,202,0.0,0.0,0.0,0.0
staged,nvbench2:test:395,rect,101,303,0.0,0.0,0.0,0.0
staged,nvbench2:test:395,rect,202,303,0.0,0.0,1.0,0.0
staged,nvbench2:test:406,bar,101,202,0.0,0.0,0.0,0.0
staged,nvbench2:test:406,bar,101,303,0.0,0.0,0.0,0.0
staged,nvbench2:test:406,bar,202,303,0.0,0.0,0.0,0.0
staged,nvbench2:test:426,arc,101,202,0.0,0.0,1.0,0.0
staged,nvbench2:test:426,arc,101,303,0.0,0.0,1.0,0.0
staged,nvbench2:test:426,arc,202,303,0.0,0.0,1.0,0.0
staged,nvbench2:test:430,bar,101,202,0.0,0.0,0.0,0.0
staged,nvbench2:test:430,bar,101,303,0.0,0.0,0.0,0.0
staged,nvbench2:test:430,bar,202,303,0.0,0.0,0.0,0.0
staged,nvbench2:test:432,bar+line+rect,101,202,0.0,0.0,1.0,0.0
staged,nvbench2:test:432,bar+line+rect,101,303,0.0,0.0,1.0,0.0
staged,nvbench2:test:432,bar+line+rect,202,303,0.0,0.0,1.0,0.0
staged,nvbench2:test:434,arc,101,202,1.0,1.0,1.0,1.0
staged,nvbench2:test:434,arc,101,303,1.0,1.0,1.0,1.0
staged,nvbench2:test:434,arc,202,303,1.0,1.0,1.0,1.0
staged,nvbench2:test:435,rect,101,202,0.0,0.0,0.0,0.0
staged,nvbench2:test:435,rect,101,303,0.0,0.14285714285714285,0.3333333333333333,0.17644500000000002
staged,nvbench2:test:435,rect,202,303,0.0,0.0,0.0,0.0
staged,nvbench2:test:443,arc,101,202,1.0,1.0,1.0,1.0
staged,nvbench2:test:443,arc,101,303,1.0,1.0,1.0,1.0
staged,nvbench2:test:443,arc,202,303,1.0,1.0,1.0,1.0
staged,nvbench2:test:446,arc,101,202,0.0,0.0,1.0,0.0
staged,nvbench2:test:446,arc,101,303,1.0,1.0,1.0,1.0
staged,nvbench2:test:446,arc,202,303,0.0,0.0,1.0,0.0
staged,nvbench2:test:454,arc,101,202,1.0,1.0,1.0,1.0
staged,nvbench2:test:454,arc,101,303,0.0,0.0,0.0,0.0
staged,nvbench2:test:454,arc,202,303,0.0,0.0,0.0,0.0
staged,nvbench2:test:461,rect,101,202,1.0,1.0,1.0,1.0
staged,nvbench2:test:461,rect,101,303,1.0,1.0,1.0,1.0
staged,nvbench2:test:461,rect,202,303,1.0,1.0,1.0,1.0
staged,nvbench2:test:466,rect,101,202,1.0,1.0,1.0,1.0
staged,nvbench2:test:466,rect,101,303,1.0,1.0,1.0,1.0
staged,nvbench2:test:466,rect,202,303,1.0,1.0,1.0,1.0
staged,nvbench2:test:471,line,101,202,1.0,1.0,1.0,1.0
staged,nvbench2:test:471,line,101,303,1.0,1.0,1.0,1.0
staged,nvbench2:test:471,line,202,303,1.0,1.0,1.0,1.0
staged,nvbench2:test:479,bar+line,101,202,0.0,0.0,0.0,0.0
staged,nvbench2:test:479,bar+line,101,303,0.0,0.0,0.0,0.0
staged,nvbench2:test:479,bar+line,202,303,1.0,0.3333333333333333,0.5,0.55
staged,nvbench2:test:483,arc,101,202,1.0,1.0,1.0,1.0
staged,nvbench2:test:483,arc,101,303,1.0,1.0,1.0,1.0
staged,nvbench2:test:483,arc,202,303,1.0,1.0,1.0,1.0
staged,nvbench2:test:486,rect,101,202,0.0,0.0,0.0,0.0
staged,nvbench2:test:486,rect,101,303,0.0,0.0,0.0,0.0
staged,nvbench2:test:486,rect,202,303,0.0,0.0,0.0,0.0
staged,nvbench2:test:489,arc,101,202,0.0,0.0,1.0,0.0
staged,nvbench2:test:489,arc,101,303,0.0,0.0,1.0,0.0
staged,nvbench2:test:489,arc,202,303,0.0,0.0,1.0,0.0
staged,nvbench2:test:492,rect,101,202,1.0,1.0,1.0,1.0
staged,nvbench2:test:492,rect,101,303,0.0,0.0,0.0,0.0
staged,nvbench2:test:492,rect,202,303,0.0,0.0,0.0,0.0
staged,nvbench2:test:505,bar,101,202,1.0,0.5,1.0,0.55
staged,nvbench2:test:505,bar,101,303,1.0,1.0,1.0,1.0
staged,nvbench2:test:505,bar,202,303,1.0,0.5,1.0,0.55
staged,nvbench2:test:508,arc,101,202,1.0,1.0,1.0,1.0
staged,nvbench2:test:508,arc,101,303,1.0,1.0,1.0,1.0
staged,nvbench2:test:508,arc,202,303,1.0,1.0,1.0,1.0
staged,nvbench2:test:519,boxplot,101,202,0.0,0.0,0.0,0.0
staged,nvbench2:test:519,boxplot,101,303,0.0,0.0,0.0,0.0
staged,nvbench2:test:519,boxplot,202,303,0.0,0.0,1.0,0.0
