quantity,value
step6_set_equals_gold,0.9280958721704394
step6_contains_any_gold,0.9720372836218375
complete_pool_oracle,0.9747003994673769
legacy_heuristic_hit5,0.848202396804261
legacy_learned_hit1,0.9613848202396804
legacy_learned_hit5,0.9747003994673769
