pool,record_id,gold_family,raw_unique,rrf_constant,valid_unique,multi_source_candidates,mean_sources_per_candidate,oracle,hit1,hit5
staged-only,nvbench2:test:392,rect,9,30,5,1,1.2,1.0,0.0,1.0
staged-only,nvbench2:test:392,rect,9,60,5,1,1.2,1.0,0.0,1.0
staged-only,nvbench2:test:392,rect,9,100,5,1,1.2,1.0,0.0,1.0
staged-only,nvbench2:test:395,rect,10,10,1,0,1,0.0,0.0,0.0
staged-only,nvbench2:test:395,rect,10,30,1,0,1,0.0,0.0,0.0
staged-only,nvbench2:test:395,rect,10,60,1,0,1,0.0,0.0,0.0
staged-only,nvbench2:test:395,rect,10,100,1,0,1,0.0,0.0,0.0
staged-only,nvbench2:test:406,bar,5,10,0,0,0.0,0.0,0.0,0.0
staged-only,nvbench2:test:406,bar,5,30,0,0,0.0,0.0,0.0,0.0
staged-only,nvbench2:test:406,bar,5,60,0,0,0.0,0.0,0.0,0.0
staged-only,nvbench2:test:406,bar,5,100,0,0,0.0,0.0,0.0,0.0
staged-only,nvbench2:test:426,arc,8,10,1,0,1,0.0,0.0,0.0
staged-only,nvbench2:test:426,arc,8,30,1,0,1,0.0,0.0,0.0
staged-only,nvbench2:test:426,arc,8,60,1,0,1,0.0,0.0,0.0
staged-only,nvbench2:test:426,arc,8,100,1,0,1,0.0,0.0,0.0
staged-only,nvbench2:test:430,bar,5,10,1,0,1,0.0,0.0,0.0
staged-only,nvbench2:test:430,bar,5,30,1,0,1,0.0,0.0,0.0
staged-only,nvbench2:test:430,bar,5,60,1,0,1,0.0,0.0,0.0
staged-only,nvbench2:test:430,bar,5,100,1,0,1,0.0,0.0,0.0
staged-only,nvbench2:test:432,bar+line+rect,4,10,0,0,0.0,0.0,0.0,0.0
staged-only,nvbench2:test:432,bar+line+rect,4,30,0,0,0.0,0.0,0.0,0.0
staged-only,nvbench2:test:432,bar+line+rect,4,60,0,0,0.0,0.0,0.0,0.0
staged-only,nvbench2:test:432,bar+line+rect,4,100,0,0,0.0,0.0,0.0,0.0
staged-only,nvbench2:test:434,arc,5,10,1,1,2,1.0,1.0,1.0
staged-only,nvbench2:test:434,arc,5,30,1,1,2,1.0,1.0,1.0
staged-only,nvbench2:test:434,arc,5,60,1,1,2,1.0,1.0,1.0
staged-only,nvbench2:test:434,arc,5,100,1,1,2,1.0,1.0,1.0
staged-only,nvbench2:test:435,rect,8,10,5,0,1,1.0,1.0,1.0
staged-only,nvbench2:test:435,rect,8,30,5,0,1,1.0,1.0,1.0
staged-only,nvbench2:test:435,rect,8,60,5,0,1,1.0,1.0,1.0
staged-only,nvbench2:test:435,rect,8,100,5,0,1,1.0,1.0,1.0
staged-only,nvbench2:test:443,arc,8,10,2,0,1,0.0,0.0,0.0
staged-only,nvbench2:test:443,arc,8,30,2,0,1,0.0,0.0,0.0
staged-only,nvbench2:test:443,arc,8,60,2,0,1,0.0,0.0,0.0
staged-only,nvbench2:test:443,arc,8,100,2,0,1,0.0,0.0,0.0
staged-only,nvbench2:test:446,arc,5,10,1,0,1,0.0,0.0,0.0
staged-only,nvbench2:test:446,arc,5,30,1,0,1,0.0,0.0,0.0
staged-only,nvbench2:test:446,arc,5,60,1,0,1,0.0,0.0,0.0
staged-only,nvbench2:test:446,arc,5,100,1,0,1,0.0,0.0,0.0
staged-only,nvbench2:test:454,arc,6,10,2,0,1,0.0,0.0,0.0
staged-only,nvbench2:test:454,arc,6,30,2,0,1,0.0,0.0,0.0
staged-only,nvbench2:test:454,arc,6,60,2,0,1,0.0,0.0,0.0
staged-only,nvbench2:test:454,arc,6,100,2,0,1,0.0,0.0,0.0
staged-only,nvbench2:test:461,rect,5,10,2,1,1.5,1.0,1.0,1.0
staged-only,nvbench2:test:461,rect,5,30,2,1,1.5,1.0,1.0,1.0
staged-only,nvbench2:test:461,rect,5,60,2,1,1.5,1.0,1.0,1.0
staged-only,nvbench2:test:461,rect,5,100,2,1,1.5,1.0,1.0,1.0
staged-only,nvbench2:test:466,rect,4,10,2,0,1,0.0,0.0,0.0
staged-only,nvbench2:test:466,rect,4,30,2,0,1,0.0,0.0,0.0
staged-only,nvbench2:test:466,rect,4,60,2,0,1,0.0,0.0,0.0
staged-only,nvbench2:test:466,rect,4,100,2,0,1,0.0,0.0,0.0
staged-only,nvbench2:test:471,line,9,10,5,1,1.2,1.0,1.0,1.0
staged-only,nvbench2:test:471,line,9,30,5,1,1.2,1.0,1.0,1.0
staged-only,nvbench2:test:471,line,9,60,5,1,1.2,1.0,1.0,1.0
staged-only,nvbench2:test:471,line,9,100,5,1,1.2,1.0,1.0,1.0
staged-only,nvbench2:test:479,bar+line,6,10,1,0,1,0.0,0.0,0.0
staged-only,nvbench2:test:479,bar+line,6,30,1,0,1,0.0,0.0,0.0
staged-only,nvbench2:test:479,bar+line,6,60,1,0,1,0.0,0.0,0.0
staged-only,nvbench2:test:479,bar+line,6,100,1,0,1,0.0,0.0,0.0
staged-only,nvbench2:test:483,arc,3,10,1,1,2,1.0,1.0,1.0
staged-only,nvbench2:test:483,arc,3,30,1,1,2,1.0,1.0,1.0
staged-only,nvbench2:test:483,arc,3,60,1,1,2,1.0,1.0,1.0
staged-only,nvbench2:test:483,arc,3,100,1,1,2,1.0,1.0,1.0
staged-only,nvbench2:test:486,rect,9,10,6,0,1,0.0,0.0,0.0
staged-only,nvbench2:test:486,rect,9,30,6,0,1,0.0,0.0,0.0
staged-only,nvbench2:test:486,rect,9,60,6,0,1,0.0,0.0,0.0
staged-only,nvbench2:test:486,rect,9,100,6,0,1,0.0,0.0,0.0
staged-only,nvbench2:test:489,arc,4,10,1,0,1,0.0,0.0,0.0
staged-only,nvbench2:test:489,arc,4,30,1,0,1,0.0,0.0,0.0
staged-only,nvbench2:test:489,arc,4,60,1,0,1,0.0,0.0,0.0
staged-only,nvbench2:test:489,arc,4,100,1,0,1,0.0,0.0,0.0
staged-only,nvbench2:test:492,rect,5,10,4,0,1,1.0,0.0,1.0
staged-only,nvbench2:test:492,rect,5,30,4,0,1,1.0,0.0,1.0
staged-only,nvbench2:test:492,rect,5,60,4,0,1,1.0,0.0,1.0
staged-only,nvbench2:test:492,rect,5,100,4,0,1,1.0,0.0,1.0
staged-only,nvbench2:test:505,bar,4,10,2,0,1,0.0,0.0,0.0
staged-only,nvbench2:test:505,bar,4,30,2,0,1,0.0,0.0,0.0
staged-only,nvbench2:test:505,bar,4,60,2,0,1,0.0,0.0,0.0
staged-only,nvbench2:test:505,bar,4,100,2,0,1,0.0,0.0,0.0
staged-only,nvbench2:test:508,arc,9,10,1,0,1,1.0,1.0,1.0
staged-only,nvbench2:test:508,arc,9,30,1,0,1,1.0,1.0,1.0
staged-only,nvbench2:test:508,arc,9,60,1,0,1,1.0,1.0,1.0
staged-only,nvbench2:test:508,arc,9,100,1,0,1,1.0,1.0,1.0
staged-only,nvbench2:test:519,boxplot,6,10,3,0,1,0.0,0.0,0.0
staged-only,nvbench2:test:519,boxplot,6,30,3,0,1,0.0,0.0,0.0
staged-only,nvbench2:test:519,boxplot,6,60,3,0,1,0.0,0.0,0.0
staged-only,nvbench2:test:519,boxplot,6,100,3,0,1,0.0,0.0,0.0
staged-only,nvbench2:test:524,bar+line+rect,10,10,3,0,1,0.0,0.0,0.0
staged-only,nvbench2:test:524,bar+line+rect,10,30,3,0,1,0.0,0.0,0.0
staged-only,nvbench2:test:524,bar+line+rect,10,60,3,0,1,0.0,0.0,0.0
staged-only,nvbench2:test:524,bar+line+rect,10,100,3,0,1,0.0,0.0,0.0
staged-only,nvbench2:test:526,arc,6,10,0,0,0.0,0.0,0.0,0.0
staged-only,nvbench2:test:526,arc,6,30,0,0,0.0,0.0,0.0,0.0
staged-only,nvbench2:test:526,arc,6,60,0,0,0.0,0.0,0.0,0.0
staged-only,nvbench2:test:526,arc,6,100,0,0,0.0,0.0,0.0,0.0
staged-only,nvbench2:test:531,line,8,10,2,0,1,0.0,0.0,0.0
staged-only,nvbench2:test:531,line,8,30,2,0,1,0.0,0.0,0.0
staged-only,nvbench2:test:531,line,8,60,2,0,1,0.0,0.0,0.0
staged-only,nvbench2:test:531,line,8,100,2,0,1,0.0,0.0,0.0
staged-only,nvbench2:test:532,arc+bar+line,4,10,1,0,1,0.0,0.0,0.0
staged-only,nvbench2:test:532,arc+bar+line,4,30,1,0,1,0.0,0.0,0.0
staged-only,nvbench2:test:532,arc+bar+line,4,60,1,0,1,0.0,0.0,0.0
staged-only,nvbench2:test:532,arc+bar+line,4,100,1,0,1,0.0,0.0,0.0
staged-only,nvbench2:test:535,line,8,10,2,0,1,0.0,0.0,0.0
staged-only,nvbench2:test:535,line,8,30,2,0,1,0.0,0.0,0.0
staged-only,nvbench2:test:535,line,8,60,2,0,1,0.0,0.0,0.0
staged-only,nvbench2:test:535,line,8,100,2,0,1,0.0,0.0,0.0
staged-only,nvbench2:test:545,rect,5,10,2,0,1,1.0,0.0,1.0
staged-only,nvbench2:test:545,rect,5,30,2,0,1,1.0,0.0,1.0
staged-only,nvbench2:test:545,rect,5,60,2,0,1,1.0,0.0,1.0
staged-only,nvbench2:test:545,rect,5,100,2,0,1,1.0,0.0,1.0
staged-only,nvbench2:test:546,arc,8,10,0,0,0.0,0.0,0.0,0.0
staged-only,nvbench2:test:546,arc,8,30,0,0,0.0,0.0,0.0,0.0
staged-only,nvbench2:test:546,arc,8,60,0,0,0.0,0.0,0.0,0.0
staged-only,nvbench2:test:546,arc,8,100,0,0,0.0,0.0,0.0,0.0
staged-only,nvbench2:test:547,rect,2,10,1,1,3,1.0,1.0,1.0
staged-only,nvbench2:test:547,rect,2,30,1,1,3,1.0,1.0,1.0
staged-only,nvbench2:test:547,rect,2,60,1,1,3,1.0,1.0,1.0
staged-only,nvbench2:test:547,rect,2,100,1,1,3,1.0,1.0,1.0
staged-only,nvbench2:test:551,line,5,10,0,0,0.0,0.0,0.0,0.0
staged-only,nvbench2:test:551,line,5,30,0,0,0.0,0.0,0.0,0.0
staged-only,nvbench2:test:551,line,5,60,0,0,0.0,0.0,0.0,0.0
staged-only,nvbench2:test:551,line,5,100,0,0,0.0,0.0,0.0,0.0
staged-only,nvbench2:test:552,arc,8,10,1,0,1,1.0,1.0,1.0
staged-only,nvbench2:test:552,arc,8,30,1,0,1,1.0,1.0,1.0
staged-only,nvbench2:test:552,arc,8,60,1,0,1,1.0,1.0,1.0
staged-only,nvbench2:test:552,arc,8,100,1,0,1,1.0,1.0,1.0
staged-only,nvbench2:test:553,bar,5,10,0,0,0.0,0.0,0.0,0.0
staged-only,nvbench2:test:553,bar,5,30,0,0,0.0,0.0,0.0,0.0
staged-only,nvbench2:test:553,bar,5,60,0,0,0.0,0.0,0.0,0.0
staged-only,nvbench2:test:553,bar,5,100,0,0,0.0,0.0,0.0,0.0
staged-only,nvbench2:test:554,arc,4,10,1,1,2,1.0,1.0,1.0
staged-only,nvbench2:test:554,arc,4,30,1,1,2,1.0,1.0,1.0
staged-only,nvbench2:test:554,arc,4,60,1,1,2,1.0,1.0,1.0
staged-only,nvbench2:test:554,arc,4,100,1,1,2,1.0,1.0,1.0
staged-only,nvbench2:test:556,rect,4,10,2,1,1.5,1.0,1.0,1.0
staged-only,nvbench2:test:556,rect,4,30,2,1,1.5,1.0,1.0,1.0
staged-only,nvbench2:test:556,rect,4,60,2,1,1.5,1.0,1.0,1.0
staged-only,nvbench2:test:556,rect,4,100,2,1,1.5,1.0,1.0,1.0
staged-only,nvbench2:test:558,arc,5,10,1,0,1,0.0,0.0,0.0
staged-only,nvbench2:test:558,arc,5,30,1,0,1,0.0,0.0,0.0
staged-only,nvbench2:test:558,arc,5,60,1,0,1,0.0,0.0,0.0
staged-only,nvbench2:test:558,arc,5,100,1,0,1,0.0,0.0,0.0
staged-only,nvbench2:test:561,line,3,10,2,1,1.5,1.0,1.0,1.0
staged-only,nvbench2:test:561,line,3,30,2,1,1.5,1.0,1.0,1.0
staged-only,nvbench2:test:561,line,3,60,2,1,1.5,1.0,1.0,1.0
staged-only,nvbench2:test:561,line,3,100,2,1,1.5,1.0,1.0,1.0
staged-only,nvbench2:test:566,boxplot,6,10,3,0,1,1.0,0.0,1.0
staged-only,nvbench2:test:566,boxplot,6,30,3,0,1,1.0,0.0,1.0
staged-only,nvbench2:test:566,boxplot,6,60,3,0,1,1.0,0.0,1.0
staged-only,nvbench2:test:566,boxplot,6,100,3,0,1,1.0,0.0,1.0
staged-only,nvbench2:test:574,bar,8,10,4,0,1,0.0,0.0,0.0
staged-only,nvbench2:test:574,bar,8,30,4,0,1,0.0,0.0,0.0
staged-only,nvbench2:test:574,bar,8,60,4,0,1,0.0,0.0,0.0
staged-only,nvbench2:test:574,bar,8,100,4,0,1,0.0,0.0,0.0
staged-only,nvbench2:test:577,line,8,10,3,0,1,1.0,0.0,1.0
staged-only,nvbench2:test:577,line,8,30,3,0,1,1.0,0.0,1.0
staged-only,nvbench2:test:577,line,8,60,3,0,1,1.0,0.0,1.0
staged-only,nvbench2:test:577,line,8,100,3,0,1,1.0,0.0,1.0
staged-only,nvbench2:test:578,arc,4,10,0,0,0.0,0.0,0.0,0.0
staged-only,nvbench2:test:578,arc,4,30,0,0,0.0,0.0,0.0,0.0
staged-only,nvbench2:test:578,arc,4,60,0,0,0.0,0.0,0.0,0.0
staged-only,nvbench2:test:578,arc,4,100,0,0,0.0,0.0,0.0,0.0
staged-only,nvbench2:test:583,rect,9,10,6,0,1,0.0,0.0,0.0
staged-only,nvbench2:test:583,rect,9,30,6,0,1,0.0,0.0,0.0
staged-only,nvbench2:test:583,rect,9,60,6,0,1,0.0,0.0,0.0
staged-only,nvbench2:test:583,rect,9,100,6,0,1,0.0,0.0,0.0
staged-only,nvbench2:test:589,arc,3,10,2,1,1.5,1.0,1.0,1.0
staged-only,nvbench2:test:589,arc,3,30,2,1,1.5,1.0,1.0,1.0
staged-only,nvbench2:test:589,arc,3,60,2,1,1.5,1.0,1.0,1.0
staged-only,nvbench2:test:589,arc,3,100,2,1,1.5,1.0,1.0,1.0
staged-only,nvbench2:test:609,point,11,10,9,1,1.1111111111111112,1.0,0.0,0.0
staged-only,nvbench2:test:609,point,11,30,9,1,1.1111111111111112,1.0,0.0,0.0
staged-only,nvbench2:test:609,point,11,60,9,1,1.1111111111111112,1.0,0.0,0.0
staged-only,nvbench2:test:609,point,11,100,9,1,1.1111111111111112,1.0,0.0,0.0
staged-only,nvbench2:test:610,bar,3,10,1,1,2,0.0,0.0,0.0
staged-only,nvbench2:test:610,bar,3,30,1,1,2,0.0,0.0,0.0
staged-only,nvbench2:test:610,bar,3,60,1,1,2,0.0,0.0,0.0
staged-only,nvbench2:test:610,bar,3,100,1,1,2,0.0,0.0,0.0
staged-only,nvbench2:test:611,bar+line,12,10,3,0,1,0.0,0.0,0.0
staged-only,nvbench2:test:611,bar+line,12,30,3,0,1,0.0,0.0,0.0
staged-only,nvbench2:test:611,bar+line,12,60,3,0,1,0.0,0.0,0.0
staged-only,nvbench2:test:611,bar+line,12,100,3,0,1,0.0,0.0,0.0
staged-only,nvbench2:test:62,arc,4,10,1,0,1,1.0,1.0,1.0
staged-only,nvbench2:test:62,arc,4,30,1,0,1,1.0,1.0,1.0
staged-only,nvbench2:test:62,arc,4,60,1,0,1,1.0,1.0,1.0
staged-only,nvbench2:test:62,arc,4,100,1,0,1,1.0,1.0,1.0
staged-only,nvbench2:test:622,line,7,10,4,0,1,0.0,0.0,0.0
staged-only,nvbench2:test:622,line,7,30,4,0,1,0.0,0.0,0.0
staged-only,nvbench2:test:622,line,7,60,4,0,1,0.0,0.0,0.0
staged-only,nvbench2:test:622,line,7,100,4,0,1,0.0,0.0,0.0
staged-only,nvbench2:test:623,arc,5,10,2,0,1,0.0,0.0,0.0
staged-only,nvbench2:test:623,arc,5,30,2,0,1,0.0,0.0,0.0
staged-only,nvbench2:test:623,arc,5,60,2,0,1,0.0,0.0,0.0
staged-only,nvbench2:test:623,arc,5,100,2,0,1,0.0,0.0,0.0
staged-only,nvbench2:test:634,boxplot,4,10,2,0,1,0.0,0.0,0.0
staged-only,nvbench2:test:634,boxplot,4,30,2,0,1,0.0,0.0,0.0
staged-only,nvbench2:test:634,boxplot,4,60,2,0,1,0.0,0.0,0.0
staged-only,nvbench2:test:634,boxplot,4,100,2,0,1,0.0,0.0,0.0
staged-only,nvbench2:test:636,arc,6,10,4,0,1,0.0,0.0,0.0
staged-only,nvbench2:test:636,arc,6,30,4,0,1,0.0,0.0,0.0
staged-only,nvbench2:test:636,arc,6,60,4,0,1,0.0,0.0,0.0
staged-only,nvbench2:test:636,arc,6,100,4,0,1,0.0,0.0,0.0
staged-only,nvbench2:test:637,line,4,10,1,0,1,0.0,0.0,0.0
staged-only,nvbench2:test:637,line,4,30,1,0,1,0.0,0.0,0.0
staged-only,nvbench2:test:637,line,4,60,1,0,1,0.0,0.0,0.0
staged-only,nvbench2:test:637,line,4,100,1,0,1,0.0,0.0,0.0
staged-only,nvbench2:test:642,boxplot,4,10,2,0,1,0.0,0.0,0.0
staged-only,nvbench2:test:642,boxplot,4,30,2,0,1,0.0,0.0,0.0
staged-only,nvbench2:test:642,boxplot,4,60,2,0,1,0.0,0.0,0.0
staged-only,nvbench2:test:642,boxplot,4,100,2,0,1,0.0,0.0,0.0
staged-only,nvbench2:test:647,bar+line+point,4,10,1,0,1,0.0,0.0,0.0
staged-only,nvbench2:test:647,bar+line+point,4,30,1,0,1,0.0,0.0,0.0
staged-only,nvbench2:test:647,bar+line+point,4,60,1,0,1,0.0,0.0,0.0
staged-only,nvbench2:test:647,bar+line+point,4,100,1,0,1,0.0,0.0,0.0
staged-only,nvbench2:test:649,rect,8,10,1,0,1,0.0,0.0,0.0
staged-only,nvbench2:test:649,rect,8,30,1,0,1,0.0,0.0,0.0
staged-only,nvbench2:test:649,rect,8,60,1,0,1,0.0,0.0,0.0
staged-only,nvbench2:test:649,rect,8,100,1,0,1,0.0,0.0,0.0
staged-only,nvbench2:test:651,point,8,10,3,0,1,0.0,0.0,0.0
staged-only,nvbench2:test:651,point,8,30,3,0,1,0.0,0.0,0.0
staged-only,nvbench2:test:651,point,8,60,3,0,1,0.0,0.0,0.0
staged-only,nvbench2:test:651,point,8,100,3,0,1,0.0,0.0,0.0
staged-only,nvbench2:test:658,bar,5,10,1,0,1,0.0,0.0,0.0
staged-only,nvbench2:test:658,bar,5,30,1,0,1,0.0,0.0,0.0
staged-only,nvbench2:test:658,bar,5,60,1,0,1,0.0,0.0,0.0
staged-only,nvbench2:test:658,bar,5,100,1,0,1,0.0,0.0,0.0
staged-only,nvbench2:test:663,point,11,10,6,0,1,0.0,0.0,0.0
staged-only,nvbench2:test:663,point,11,30,6,0,1,0.0,0.0,0.0
staged-only,nvbench2:test:663,point,11,60,6,0,1,0.0,0.0,0.0
staged-only,nvbench2:test:663,point,11,100,6,0,1,0.0,0.0,0.0
staged-only,nvbench2:test:665,point,3,10,1,1,2,0.0,0.0,0.0
staged-only,nvbench2:test:665,point,3,30,1,1,2,0.0,0.0,0.0
staged-only,nvbench2:test:665,point,3,60,1,1,2,0.0,0.0,0.0
staged-only,nvbench2:test:665,point,3,100,1,1,2,0.0,0.0,0.0
staged-only,nvbench2:test:666,arc,7,10,4,0,1,0.0,0.0,0.0
staged-only,nvbench2:test:666,arc,7,30,4,0,1,0.0,0.0,0.0
staged-only,nvbench2:test:666,arc,7,60,4,0,1,0.0,0.0,0.0
staged-only,nvbench2:test:666,arc,7,100,4,0,1,0.0,0.0,0.0
staged-only,nvbench2:test:676,line,5,10,1,0,1,1.0,1.0,1.0
staged-only,nvbench2:test:676,line,5,30,1,0,1,1.0,1.0,1.0
staged-only,nvbench2:test:676,line,5,60,1,0,1,1.0,1.0,1.0
staged-only,nvbench2:test:676,line,5,100,1,0,1,1.0,1.0,1.0
staged-only,nvbench2:test:677,arc,5,10,1,1,2,0.0,0.0,0.0
staged-only,nvbench2:test:677,arc,5,30,1,1,2,0.0,0.0,0.0
staged-only,nvbench2:test:677,arc,5,60,1,1,2,0.0,0.0,0.0
staged-only,nvbench2:test:677,arc,5,100,1,1,2,0.0,0.0,0.0
staged-only,nvbench2:test:685,point,6,10,0,0,0.0,0.0,0.0,0.0
staged-only,nvbench2:test:685,point,6,30,0,0,0.0,0.0,0.0,0.0
staged-only,nvbench2:test:685,point,6,60,0,0,0.0,0.0,0.0,0.0
staged-only,nvbench2:test:685,point,6,100,0,0,0.0,0.0,0.0,0.0
staged-only,nvbench2:test:687,boxplot,3,10,2,1,1.5,0.0,0.0,0.0
staged-only,nvbench2:test:687,boxplot,3,30,2,1,1.5,0.0,0.0,0.0
staged-only,nvbench2:test:687,boxplot,3,60,2,1,1.5,0.0,0.0,0.0
staged-only,nvbench2:test:687,boxplot,3,100,2,1,1.5,0.0,0.0,0.0
staged-only,nvbench2:test:688,boxplot,10,10,6,1,1.1666666666666667,0.0,0.0,0.0
staged-only,nvbench2:test:688,boxplot,10,30,6,1,1.1666666666666667,0.0,0.0,0.0
staged-only,nvbench2:test:688,boxplot,10,60,6,1,1.1666666666666667,0.0,0.0,0.0
staged-only,nvbench2:test:688,boxplot,10,100,6,1,1.1666666666666667,0.0,0.0,0.0
staged-only,nvbench2:test:695,point,8,10,4,0,1,0.0,0.0,0.0
staged-only,nvbench2:test:695,point,8,30,4,0,1,0.0,0.0,0.0
staged-only,nvbench2:test:695,point,8,60,4,0,1,0.0,0.0,0.0
staged-only,nvbench2:test:695,point,8,100,4,0,1,0.0,0.0,0.0
staged-only,nvbench2:test:7,bar,5,10,3,1,1.3333333333333333,0.0,0.0,0.0
staged-only,nvbench2:test:7,bar,5,30,3,1,1.3333333333333333,0.0,0.0,0.0
staged-only,nvbench2:test:7,bar,5,60,3,1,1.3333333333333333,0.0,0.0,0.0
staged-only,nvbench2:test:7,bar,5,100,3,1,1.3333333333333333,0.0,0.0,0.0
staged-only,nvbench2:test:70,bar,8,10,2,0,1,0.0,0.0,0.0
staged-only,nvbench2:test:70,bar,8,30,2,0,1,0.0,0.0,0.0
staged-only,nvbench2:test:70,bar,8,60,2,0,1,0.0,0.0,0.0
staged-only,nvbench2:test:70,bar,8,100,2,0,1,0.0,0.0,0.0
staged-only,nvbench2:test:703,arc,4,10,0,0,0.0,0.0,0.0,0.0
staged-only,nvbench2:test:703,arc,4,30,0,0,0.0,0.0,0.0,0.0
staged-only,nvbench2:test:703,arc,4,60,0,0,0.0,0.0,0.0,0.0
staged-only,nvbench2:test:703,arc,4,100,0,0,0.0,0.0,0.0,0.0
staged-only,nvbench2:test:705,arc,5,10,1,1,2,0.0,0.0,0.0
staged-only,nvbench2:test:705,arc,5,30,1,1,2,0.0,0.0,0.0
staged-only,nvbench2:test:705,arc,5,60,1,1,2,0.0,0.0,0.0
staged-only,nvbench2:test:705,arc,5,100,1,1,2,0.0,0.0,0.0
staged-only,nvbench2:test:707,arc,6,10,3,1,1.3333333333333333,1.0,1.0,1.0
staged-only,nvbench2:test:707,arc,6,30,3,1,1.3333333333333333,1.0,1.0,1.0
staged-only,nvbench2:test:707,arc,6,60,3,1,1.3333333333333333,1.0,1.0,1.0
staged-only,nvbench2:test:707,arc,6,100,3,1,1.3333333333333333,1.0,1.0,1.0
staged-only,nvbench2:test:711,boxplot,6,10,3,0,1,0.0,0.0,0.0
staged-only,nvbench2:test:711,boxplot,6,30,3,0,1,0.0,0.0,0.0
staged-only,nvbench2:test:711,boxplot,6,60,3,0,1,0.0,0.0,0.0
staged-only,nvbench2:test:711,boxplot,6,100,3,0,1,0.0,0.0,0.0
staged-only,nvbench2:test:727,bar,12,10,3,0,1,0.0,0.0,0.0
staged-only,nvbench2:test:727,bar,12,30,3,0,1,0.0,0.0,0.0
staged-only,nvbench2:test:727,bar,12,60,3,0,1,0.0,0.0,0.0
staged-only,nvbench2:test:727,bar,12,100,3,0,1,0.0,0.0,0.0
staged-only,nvbench2:test:730,arc,6,10,0,0,0.0,0.0,0.0,0.0
staged-only,nvbench2:test:730,arc,6,30,0,0,0.0,0.0,0.0,0.0
staged-only,nvbench2:test:730,arc,6,60,0,0,0.0,0.0,0.0,0.0
staged-only,nvbench2:test:730,arc,6,100,0,0,0.0,0.0,0.0,0.0
staged-only,nvbench2:test:731,bar,4,10,2,0,1,0.0,0.0,0.0
staged-only,nvbench2:test:731,bar,4,30,2,0,1,0.0,0.0,0.0
staged-only,nvbench2:test:731,bar,4,60,2,0,1,0.0,0.0,0.0
staged-only,nvbench2:test:731,bar,4,100,2,0,1,0.0,0.0,0.0
staged-only,nvbench2:test:732,boxplot,6,10,5,1,1.2,1.0,0.0,1.0
staged-only,nvbench2:test:732,boxplot,6,30,5,1,1.2,1.0,0.0,1.0
staged-only,nvbench2:test:732,boxplot,6,60,5,1,1.2,1.0,0.0,1.0
staged-only,nvbench2:test:732,boxplot,6,100,5,1,1.2,1.0,0.0,1.0
staged-only,nvbench2:test:736,bar,5,10,1,0,1,0.0,0.0,0.0
staged-only,nvbench2:test:736,bar,5,30,1,0,1,0.0,0.0,0.0
staged-only,nvbench2:test:736,bar,5,60,1,0,1,0.0,0.0,0.0
staged-only,nvbench2:test:736,bar,5,100,1,0,1,0.0,0.0,0.0
staged-only,nvbench2:test:737,arc,4,10,1,0,1,0.0,0.0,0.0
staged-only,nvbench2:test:737,arc,4,30,1,0,1,0.0,0.0,0.0
staged-only,nvbench2:test:737,arc,4,60,1,0,1,0.0,0.0,0.0
staged-only,nvbench2:test:737,arc,4,100,1,0,1,0.0,0.0,0.0
staged-only,nvbench2:test:741,boxplot,3,10,2,1,1.5,0.0,0.0,0.0
staged-only,nvbench2:test:741,boxplot,3,30,2,1,1.5,0.0,0.0,0.0
staged-only,nvbench2:test:741,boxplot,3,60,2,1,1.5,0.0,0.0,0.0
staged-only,nvbench2:test:741,boxplot,3,100,2,1,1.5,0.0,0.0,0.0
staged-only,nvbench2:test:745,boxplot,8,10,4,0,1,0.0,0.0,0.0
staged-only,nvbench2:test:745,boxplot,8,30,4,0,1,0.0,0.0,0.0
staged-only,nvbench2:test:745,boxplot,8,60,4,0,1,0.0,0.0,0.0
staged-only,nvbench2:test:745,boxplot,8,100,4,0,1,0.0,0.0,0.0
staged-only,nvbench2:test:79,boxplot,10,10,9,0,1,0.0,0.0,0.0
staged-only,nvbench2:test:79,boxplot,10,30,9,0,1,0.0,0.0,0.0
staged-only,nvbench2:test:79,boxplot,10,60,9,0,1,0.0,0.0,0.0
staged-only,nvbench2:test:79,boxplot,10,100,9,0,1,0.0,0.0,0.0
staged-only,nvbench2:test:90,arc,4,10,2,0,1,1.0,0.0,1.0
staged-only,nvbench2:test:90,arc,4,30,2,0,1,1.0,0.0,1.0
staged-only,nvbench2:test:90,arc,4,60,2,0,1,1.0,0.0,1.0
staged-only,nvbench2:test:90,arc,4,100,2,0,1,1.0,0.0,1.0
staged-only,nvbench2:test:97,line,7,10,5,1,1.2,1.0,1.0,1.0
staged-only,nvbench2:test:97,line,7,30,5,1,1.2,1.0,1.0,1.0
staged-only,nvbench2:test:97,line,7,60,5,1,1.2,1.0,1.0,1.0
staged-only,nvbench2:test:97,line,7,100,5,1,1.2,1.0,1.0,1.0
staged-only,nvbench2:test:99,boxplot,4,10,2,0,1,0.0,0.0,0.0
staged-only,nvbench2:test:99,boxplot,4,30,2,0,1,0.0,0.0,0.0
staged-only,nvbench2:test:99,boxplot,4,60,2,0,1,0.0,0.0,0.0
staged-only,nvbench2:test:99,boxplot,4,100,2,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:102,boxplot,15,10,7,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:102,boxplot,15,30,7,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:102,boxplot,15,60,7,0,1,0.0,0.0,0.0
