pool,record_id,gold_family,raw_unique,rrf_constant,valid_unique,multi_source_candidates,mean_sources_per_candidate,oracle,hit1,hit5
direct+staged,nvbench2:test:102,boxplot,15,100,7,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:105,arc,19,10,4,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:105,arc,19,30,4,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:105,arc,19,60,4,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:105,arc,19,100,4,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:11,point,22,10,16,3,1.25,0.0,0.0,0.0
direct+staged,nvbench2:test:11,point,22,30,16,3,1.25,0.0,0.0,0.0
direct+staged,nvbench2:test:11,point,22,60,16,3,1.25,0.0,0.0,0.0
direct+staged,nvbench2:test:11,point,22,100,16,3,1.25,0.0,0.0,0.0
direct+staged,nvbench2:test:111,rect,28,10,6,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:111,rect,28,30,6,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:111,rect,28,60,6,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:111,rect,28,100,6,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:112,arc,20,10,6,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:112,arc,20,30,6,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:112,arc,20,60,6,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:112,arc,20,100,6,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:113,line,26,10,15,1,1.0666666666666667,1.0,1.0,1.0
direct+staged,nvbench2:test:113,line,26,30,15,1,1.0666666666666667,1.0,1.0,1.0
direct+staged,nvbench2:test:113,line,26,60,15,1,1.0666666666666667,1.0,1.0,1.0
direct+staged,nvbench2:test:113,line,26,100,15,1,1.0666666666666667,1.0,1.0,1.0
direct+staged,nvbench2:test:117,bar,11,10,3,2,1.6666666666666667,1.0,0.0,1.0
direct+staged,nvbench2:test:117,bar,11,30,3,2,1.6666666666666667,1.0,0.0,1.0
direct+staged,nvbench2:test:117,bar,11,60,3,2,1.6666666666666667,1.0,0.0,1.0
direct+staged,nvbench2:test:117,bar,11,100,3,2,1.6666666666666667,1.0,0.0,1.0
direct+staged,nvbench2:test:127,arc,27,10,13,2,1.1538461538461537,0.0,0.0,0.0
direct+staged,nvbench2:test:127,arc,27,30,13,2,1.1538461538461537,0.0,0.0,0.0
direct+staged,nvbench2:test:127,arc,27,60,13,2,1.1538461538461537,0.0,0.0,0.0
direct+staged,nvbench2:test:127,arc,27,100,13,2,1.1538461538461537,0.0,0.0,0.0
direct+staged,nvbench2:test:131,arc,17,10,8,2,1.375,1.0,1.0,1.0
direct+staged,nvbench2:test:131,arc,17,30,8,2,1.375,1.0,1.0,1.0
direct+staged,nvbench2:test:131,arc,17,60,8,2,1.375,1.0,1.0,1.0
direct+staged,nvbench2:test:131,arc,17,100,8,2,1.375,1.0,1.0,1.0
direct+staged,nvbench2:test:132,bar,20,10,1,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:132,bar,20,30,1,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:132,bar,20,60,1,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:132,bar,20,100,1,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:133,bar,21,10,4,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:133,bar,21,30,4,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:133,bar,21,60,4,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:133,bar,21,100,4,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:142,rect,20,10,13,4,1.3076923076923077,1.0,0.0,1.0
direct+staged,nvbench2:test:142,rect,20,30,13,4,1.3076923076923077,1.0,0.0,1.0
direct+staged,nvbench2:test:142,rect,20,60,13,4,1.3076923076923077,1.0,0.0,1.0
direct+staged,nvbench2:test:142,rect,20,100,13,4,1.3076923076923077,1.0,0.0,1.0
direct+staged,nvbench2:test:144,bar,22,10,8,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:144,bar,22,30,8,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:144,bar,22,60,8,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:144,bar,22,100,8,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:150,bar,24,10,9,2,1.2222222222222223,1.0,0.0,1.0
direct+staged,nvbench2:test:150,bar,24,30,9,2,1.2222222222222223,1.0,0.0,1.0
direct+staged,nvbench2:test:150,bar,24,60,9,2,1.2222222222222223,1.0,0.0,1.0
direct+staged,nvbench2:test:150,bar,24,100,9,2,1.2222222222222223,1.0,0.0,1.0
direct+staged,nvbench2:test:157,line,17,10,8,1,1.125,1.0,1.0,1.0
direct+staged,nvbench2:test:157,line,17,30,8,1,1.125,1.0,1.0,1.0
direct+staged,nvbench2:test:157,line,17,60,8,1,1.125,1.0,1.0,1.0
direct+staged,nvbench2:test:157,line,17,100,8,1,1.125,1.0,1.0,1.0
direct+staged,nvbench2:test:160,arc,22,10,8,1,1.125,0.0,0.0,0.0
direct+staged,nvbench2:test:160,arc,22,30,8,1,1.125,0.0,0.0,0.0
direct+staged,nvbench2:test:160,arc,22,60,8,1,1.125,0.0,0.0,0.0
direct+staged,nvbench2:test:160,arc,22,100,8,1,1.125,0.0,0.0,0.0
direct+staged,nvbench2:test:162,rect,16,10,9,1,1.1111111111111112,0.0,0.0,0.0
direct+staged,nvbench2:test:162,rect,16,30,9,1,1.1111111111111112,0.0,0.0,0.0
direct+staged,nvbench2:test:162,rect,16,60,9,1,1.1111111111111112,0.0,0.0,0.0
direct+staged,nvbench2:test:162,rect,16,100,9,1,1.1111111111111112,0.0,0.0,0.0
direct+staged,nvbench2:test:163,line,19,10,3,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:163,line,19,30,3,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:163,line,19,60,3,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:163,line,19,100,3,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:168,bar,16,10,4,1,1.25,1.0,0.0,1.0
direct+staged,nvbench2:test:168,bar,16,30,4,1,1.25,1.0,0.0,1.0
direct+staged,nvbench2:test:168,bar,16,60,4,1,1.25,1.0,0.0,1.0
direct+staged,nvbench2:test:168,bar,16,100,4,1,1.25,1.0,0.0,1.0
direct+staged,nvbench2:test:170,rect,22,10,9,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:170,rect,22,30,9,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:170,rect,22,60,9,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:170,rect,22,100,9,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:173,point,16,10,9,1,1.1111111111111112,1.0,1.0,1.0
direct+staged,nvbench2:test:173,point,16,30,9,1,1.1111111111111112,1.0,1.0,1.0
direct+staged,nvbench2:test:173,point,16,60,9,1,1.1111111111111112,1.0,1.0,1.0
direct+staged,nvbench2:test:173,point,16,100,9,1,1.1111111111111112,1.0,1.0,1.0
direct+staged,nvbench2:test:174,boxplot,21,10,9,1,1.2222222222222223,0.0,0.0,0.0
direct+staged,nvbench2:test:174,boxplot,21,30,9,1,1.2222222222222223,0.0,0.0,0.0
direct+staged,nvbench2:test:174,boxplot,21,60,9,1,1.2222222222222223,0.0,0.0,0.0
direct+staged,nvbench2:test:174,boxplot,21,100,9,1,1.2222222222222223,0.0,0.0,0.0
direct+staged,nvbench2:test:178,arc,14,10,2,0,1,1.0,0.0,1.0
direct+staged,nvbench2:test:178,arc,14,30,2,0,1,1.0,0.0,1.0
direct+staged,nvbench2:test:178,arc,14,60,2,0,1,1.0,0.0,1.0
direct+staged,nvbench2:test:178,arc,14,100,2,0,1,1.0,0.0,1.0
direct+staged,nvbench2:test:18,rect,20,10,8,1,1.125,0.0,0.0,0.0
direct+staged,nvbench2:test:18,rect,20,30,8,1,1.125,0.0,0.0,0.0
direct+staged,nvbench2:test:18,rect,20,60,8,1,1.125,0.0,0.0,0.0
direct+staged,nvbench2:test:18,rect,20,100,8,1,1.125,0.0,0.0,0.0
direct+staged,nvbench2:test:183,bar,9,10,4,2,1.5,1.0,0.0,1.0
direct+staged,nvbench2:test:183,bar,9,30,4,2,1.5,1.0,0.0,1.0
direct+staged,nvbench2:test:183,bar,9,60,4,2,1.5,1.0,0.0,1.0
direct+staged,nvbench2:test:183,bar,9,100,4,2,1.5,1.0,0.0,1.0
direct+staged,nvbench2:test:192,point,21,10,9,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:192,point,21,30,9,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:192,point,21,60,9,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:192,point,21,100,9,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:194,boxplot,18,10,13,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:194,boxplot,18,30,13,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:194,boxplot,18,60,13,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:194,boxplot,18,100,13,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:20,arc,14,10,10,2,1.2,1.0,0.0,0.0
direct+staged,nvbench2:test:20,arc,14,30,10,2,1.2,1.0,0.0,0.0
direct+staged,nvbench2:test:20,arc,14,60,10,2,1.2,1.0,0.0,0.0
direct+staged,nvbench2:test:20,arc,14,100,10,2,1.2,1.0,0.0,0.0
direct+staged,nvbench2:test:201,bar,24,10,8,2,1.375,0.0,0.0,0.0
direct+staged,nvbench2:test:201,bar,24,30,8,2,1.375,0.0,0.0,0.0
direct+staged,nvbench2:test:201,bar,24,60,8,2,1.375,0.0,0.0,0.0
direct+staged,nvbench2:test:201,bar,24,100,8,2,1.375,0.0,0.0,0.0
direct+staged,nvbench2:test:223,boxplot,12,10,7,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:223,boxplot,12,30,7,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:223,boxplot,12,60,7,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:223,boxplot,12,100,7,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:227,line,12,10,3,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:227,line,12,30,3,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:227,line,12,60,3,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:227,line,12,100,3,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:236,boxplot,23,10,12,1,1.1666666666666667,0.0,0.0,0.0
direct+staged,nvbench2:test:236,boxplot,23,30,12,1,1.1666666666666667,0.0,0.0,0.0
direct+staged,nvbench2:test:236,boxplot,23,60,12,1,1.1666666666666667,0.0,0.0,0.0
direct+staged,nvbench2:test:236,boxplot,23,100,12,1,1.1666666666666667,0.0,0.0,0.0
direct+staged,nvbench2:test:238,line,15,10,13,4,1.3846153846153846,1.0,1.0,1.0
direct+staged,nvbench2:test:238,line,15,30,13,4,1.3846153846153846,1.0,1.0,1.0
direct+staged,nvbench2:test:238,line,15,60,13,4,1.3846153846153846,1.0,1.0,1.0
direct+staged,nvbench2:test:238,line,15,100,13,4,1.3846153846153846,1.0,1.0,1.0
direct+staged,nvbench2:test:25,boxplot,24,10,5,1,1.2,0.0,0.0,0.0
direct+staged,nvbench2:test:25,boxplot,24,30,5,1,1.2,0.0,0.0,0.0
direct+staged,nvbench2:test:25,boxplot,24,60,5,1,1.2,0.0,0.0,0.0
direct+staged,nvbench2:test:25,boxplot,24,100,5,1,1.2,0.0,0.0,0.0
direct+staged,nvbench2:test:252,arc,20,10,11,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:252,arc,20,30,11,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:252,arc,20,60,11,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:252,arc,20,100,11,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:254,point,23,10,17,1,1.0588235294117647,0.0,0.0,0.0
direct+staged,nvbench2:test:254,point,23,30,17,1,1.0588235294117647,0.0,0.0,0.0
direct+staged,nvbench2:test:254,point,23,60,17,1,1.0588235294117647,0.0,0.0,0.0
direct+staged,nvbench2:test:254,point,23,100,17,1,1.0588235294117647,0.0,0.0,0.0
direct+staged,nvbench2:test:26,boxplot,27,10,9,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:26,boxplot,27,30,9,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:26,boxplot,27,60,9,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:26,boxplot,27,100,9,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:263,boxplot,16,10,9,1,1.1111111111111112,0.0,0.0,0.0
direct+staged,nvbench2:test:263,boxplot,16,30,9,1,1.1111111111111112,0.0,0.0,0.0
direct+staged,nvbench2:test:263,boxplot,16,60,9,1,1.1111111111111112,0.0,0.0,0.0
direct+staged,nvbench2:test:263,boxplot,16,100,9,1,1.1111111111111112,0.0,0.0,0.0
direct+staged,nvbench2:test:268,rect,16,10,5,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:268,rect,16,30,5,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:268,rect,16,60,5,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:268,rect,16,100,5,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:287,point,25,10,23,5,1.2173913043478262,0.0,0.0,0.0
direct+staged,nvbench2:test:287,point,25,30,23,5,1.2173913043478262,0.0,0.0,0.0
direct+staged,nvbench2:test:287,point,25,60,23,5,1.2173913043478262,0.0,0.0,0.0
direct+staged,nvbench2:test:287,point,25,100,23,5,1.2173913043478262,0.0,0.0,0.0
direct+staged,nvbench2:test:296,bar+line+rect,17,10,11,2,1.1818181818181819,0.0,0.0,0.0
direct+staged,nvbench2:test:296,bar+line+rect,17,30,11,2,1.1818181818181819,0.0,0.0,0.0
direct+staged,nvbench2:test:296,bar+line+rect,17,60,11,2,1.1818181818181819,0.0,0.0,0.0
direct+staged,nvbench2:test:296,bar+line+rect,17,100,11,2,1.1818181818181819,0.0,0.0,0.0
direct+staged,nvbench2:test:297,bar,12,10,7,1,1.1428571428571428,0.0,0.0,0.0
direct+staged,nvbench2:test:297,bar,12,30,7,1,1.1428571428571428,0.0,0.0,0.0
direct+staged,nvbench2:test:297,bar,12,60,7,1,1.1428571428571428,0.0,0.0,0.0
direct+staged,nvbench2:test:297,bar,12,100,7,1,1.1428571428571428,0.0,0.0,0.0
direct+staged,nvbench2:test:298,line,15,10,5,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:298,line,15,30,5,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:298,line,15,60,5,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:298,line,15,100,5,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:303,boxplot,21,10,14,0,1,1.0,0.0,1.0
direct+staged,nvbench2:test:303,boxplot,21,30,14,0,1,1.0,0.0,1.0
direct+staged,nvbench2:test:303,boxplot,21,60,14,0,1,1.0,0.0,1.0
direct+staged,nvbench2:test:303,boxplot,21,100,14,0,1,1.0,0.0,1.0
direct+staged,nvbench2:test:31,rect,26,10,15,1,1.0666666666666667,0.0,0.0,0.0
direct+staged,nvbench2:test:31,rect,26,30,15,1,1.0666666666666667,0.0,0.0,0.0
direct+staged,nvbench2:test:31,rect,26,60,15,1,1.0666666666666667,0.0,0.0,0.0
direct+staged,nvbench2:test:31,rect,26,100,15,1,1.0666666666666667,0.0,0.0,0.0
direct+staged,nvbench2:test:317,arc,21,10,2,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:317,arc,21,30,2,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:317,arc,21,60,2,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:317,arc,21,100,2,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:319,point,19,10,10,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:319,point,19,30,10,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:319,point,19,60,10,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:319,point,19,100,10,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:320,rect,18,10,7,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:320,rect,18,30,7,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:320,rect,18,60,7,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:320,rect,18,100,7,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:325,rect,20,10,5,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:325,rect,20,30,5,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:325,rect,20,60,5,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:325,rect,20,100,5,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:332,rect,19,10,6,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:332,rect,19,30,6,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:332,rect,19,60,6,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:332,rect,19,100,6,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:335,arc,16,10,1,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:335,arc,16,30,1,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:335,arc,16,60,1,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:335,arc,16,100,1,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:341,rect,20,10,16,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:341,rect,20,30,16,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:341,rect,20,60,16,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:341,rect,20,100,16,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:344,rect,24,10,17,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:344,rect,24,30,17,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:344,rect,24,60,17,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:344,rect,24,100,17,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:349,arc,26,10,14,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:349,arc,26,30,14,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:349,arc,26,60,14,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:349,arc,26,100,14,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:35,bar+line,18,10,17,1,1.1176470588235294,0.0,0.0,0.0
direct+staged,nvbench2:test:35,bar+line,18,30,17,1,1.1176470588235294,0.0,0.0,0.0
direct+staged,nvbench2:test:35,bar+line,18,60,17,1,1.1176470588235294,0.0,0.0,0.0
direct+staged,nvbench2:test:35,bar+line,18,100,17,1,1.1176470588235294,0.0,0.0,0.0
direct+staged,nvbench2:test:351,boxplot,20,10,11,2,1.3636363636363635,0.0,0.0,0.0
direct+staged,nvbench2:test:351,boxplot,20,30,11,2,1.3636363636363635,0.0,0.0,0.0
direct+staged,nvbench2:test:351,boxplot,20,60,11,2,1.3636363636363635,0.0,0.0,0.0
direct+staged,nvbench2:test:351,boxplot,20,100,11,2,1.3636363636363635,0.0,0.0,0.0
direct+staged,nvbench2:test:355,rect,23,10,13,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:355,rect,23,30,13,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:355,rect,23,60,13,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:355,rect,23,100,13,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:365,point,16,10,7,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:365,point,16,30,7,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:365,point,16,60,7,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:365,point,16,100,7,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:366,boxplot,16,10,10,1,1.3,1.0,1.0,1.0
direct+staged,nvbench2:test:366,boxplot,16,30,10,1,1.3,1.0,1.0,1.0
direct+staged,nvbench2:test:366,boxplot,16,60,10,1,1.3,1.0,1.0,1.0
direct+staged,nvbench2:test:366,boxplot,16,100,10,1,1.3,1.0,1.0,1.0
direct+staged,nvbench2:test:37,arc,20,10,17,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:37,arc,20,30,17,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:37,arc,20,60,17,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:37,arc,20,100,17,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:376,rect,16,10,3,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:376,rect,16,30,3,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:376,rect,16,60,3,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:376,rect,16,100,3,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:377,rect,14,10,6,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:377,rect,14,30,6,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:377,rect,14,60,6,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:377,rect,14,100,6,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:384,arc,19,10,7,2,1.2857142857142858,0.0,0.0,0.0
direct+staged,nvbench2:test:384,arc,19,30,7,2,1.2857142857142858,0.0,0.0,0.0
direct+staged,nvbench2:test:384,arc,19,60,7,2,1.2857142857142858,0.0,0.0,0.0
direct+staged,nvbench2:test:384,arc,19,100,7,2,1.2857142857142858,0.0,0.0,0.0
direct+staged,nvbench2:test:385,arc,14,10,3,1,1.3333333333333333,1.0,1.0,1.0
direct+staged,nvbench2:test:385,arc,14,30,3,1,1.3333333333333333,1.0,1.0,1.0
direct+staged,nvbench2:test:385,arc,14,60,3,1,1.3333333333333333,1.0,1.0,1.0
direct+staged,nvbench2:test:385,arc,14,100,3,1,1.3333333333333333,1.0,1.0,1.0
direct+staged,nvbench2:test:388,bar+line+rect,23,10,17,3,1.1764705882352942,0.0,0.0,0.0
direct+staged,nvbench2:test:388,bar+line+rect,23,30,17,3,1.1764705882352942,0.0,0.0,0.0
direct+staged,nvbench2:test:388,bar+line+rect,23,60,17,3,1.1764705882352942,0.0,0.0,0.0
direct+staged,nvbench2:test:388,bar+line+rect,23,100,17,3,1.1764705882352942,0.0,0.0,0.0
direct+staged,nvbench2:test:39,bar,17,10,7,1,1.1428571428571428,0.0,0.0,0.0
direct+staged,nvbench2:test:39,bar,17,30,7,1,1.1428571428571428,0.0,0.0,0.0
direct+staged,nvbench2:test:39,bar,17,60,7,1,1.1428571428571428,0.0,0.0,0.0
direct+staged,nvbench2:test:39,bar,17,100,7,1,1.1428571428571428,0.0,0.0,0.0
direct+staged,nvbench2:test:392,rect,28,10,10,1,1.1,1.0,0.0,1.0
direct+staged,nvbench2:test:392,rect,28,30,10,1,1.1,1.0,0.0,1.0
direct+staged,nvbench2:test:392,rect,28,60,10,1,1.1,1.0,0.0,1.0
direct+staged,nvbench2:test:392,rect,28,100,10,1,1.1,1.0,0.0,1.0
direct+staged,nvbench2:test:395,rect,28,10,7,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:395,rect,28,30,7,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:395,rect,28,60,7,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:395,rect,28,100,7,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:406,bar,20,10,8,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:406,bar,20,30,8,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:406,bar,20,60,8,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:406,bar,20,100,8,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:426,arc,25,10,2,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:426,arc,25,30,2,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:426,arc,25,60,2,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:426,arc,25,100,2,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:430,bar,21,10,5,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:430,bar,21,30,5,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:430,bar,21,60,5,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:430,bar,21,100,5,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:432,bar+line+rect,20,10,4,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:432,bar+line+rect,20,30,4,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:432,bar+line+rect,20,60,4,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:432,bar+line+rect,20,100,4,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:434,arc,19,10,3,1,1.6666666666666667,1.0,1.0,1.0
direct+staged,nvbench2:test:434,arc,19,30,3,1,1.6666666666666667,1.0,1.0,1.0
direct+staged,nvbench2:test:434,arc,19,60,3,1,1.6666666666666667,1.0,1.0,1.0
direct+staged,nvbench2:test:434,arc,19,100,3,1,1.6666666666666667,1.0,1.0,1.0
direct+staged,nvbench2:test:435,rect,27,10,16,0,1,1.0,1.0,1.0
direct+staged,nvbench2:test:435,rect,27,30,16,0,1,1.0,1.0,1.0
direct+staged,nvbench2:test:435,rect,27,60,16,0,1,1.0,1.0,1.0
direct+staged,nvbench2:test:435,rect,27,100,16,0,1,1.0,1.0,1.0
direct+staged,nvbench2:test:443,arc,24,10,5,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:443,arc,24,30,5,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:443,arc,24,60,5,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:443,arc,24,100,5,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:446,arc,17,10,5,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:446,arc,17,30,5,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:446,arc,17,60,5,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:446,arc,17,100,5,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:454,arc,15,10,3,1,1.3333333333333333,0.0,0.0,0.0
direct+staged,nvbench2:test:454,arc,15,30,3,1,1.3333333333333333,0.0,0.0,0.0
direct+staged,nvbench2:test:454,arc,15,60,3,1,1.3333333333333333,0.0,0.0,0.0
direct+staged,nvbench2:test:454,arc,15,100,3,1,1.3333333333333333,0.0,0.0,0.0
direct+staged,nvbench2:test:461,rect,20,10,12,2,1.25,1.0,1.0,1.0
direct+staged,nvbench2:test:461,rect,20,30,12,2,1.25,1.0,1.0,1.0
direct+staged,nvbench2:test:461,rect,20,60,12,2,1.25,1.0,1.0,1.0
direct+staged,nvbench2:test:461,rect,20,100,12,2,1.25,1.0,1.0,1.0
direct+staged,nvbench2:test:466,rect,19,10,8,1,1.125,0.0,0.0,0.0
direct+staged,nvbench2:test:466,rect,19,30,8,1,1.125,0.0,0.0,0.0
direct+staged,nvbench2:test:466,rect,19,60,8,1,1.125,0.0,0.0,0.0
direct+staged,nvbench2:test:466,rect,19,100,8,1,1.125,0.0,0.0,0.0
direct+staged,nvbench2:test:471,line,25,10,8,1,1.125,1.0,1.0,1.0
direct+staged,nvbench2:test:471,line,25,30,8,1,1.125,1.0,1.0,1.0
direct+staged,nvbench2:test:471,line,25,60,8,1,1.125,1.0,1.0,1.0
direct+staged,nvbench2:test:471,line,25,100,8,1,1.125,1.0,1.0,1.0
direct+staged,nvbench2:test:479,bar+line,24,10,11,0,1,0.0,0.0,0.0
