model,seed,temperature,n,weighted_population,rerank_applicable,parse_success,raw_union_count,invalid_unique_removed,pool_size,complete_pool_oracle,complete_pool_oracle_ci_low,complete_pool_oracle_ci_high,rrf_hit@1,rrf_hit@1_ci_low,rrf_hit@1_ci_high,rrf_hit@3,rrf_hit@5,rrf_hit@5_ci_low,rrf_hit@5_ci_high,rrf_mrr,llm_hit@1,llm_hit@1_ci_low,llm_hit@1_ci_high,llm_hit@3,llm_hit@5,llm_hit@5_ci_low,llm_hit@5_ci_high,llm_mrr,pool_best_graded,rrf_top1_graded,rrf_best5_graded,llm_top1_graded,llm_top1_graded_ci_low,llm_top1_graded_ci_high,llm_best5_graded,elapsed_seconds,paired_llm_minus_rrf_hit1,paired_llm_minus_rrf_hit1_ci_low,paired_llm_minus_rrf_hit1_ci_high
mistral-small:24b,77,0.0,150,751,0.9794607190412784,0.9794607190412784,14.199544184547513,7.462771885608103,6.736772298939409,0.09433940449253365,0.04738506259977632,0.1419815055579869,0.006724367509986685,0.0,0.02017310252996005,0.05382070215625476,0.07429340521883798,0.033784718019072214,0.12114099421439634,0.031650054740101345,0.027116408890709823,0.006724367509986685,0.05426956365871145,0.08101777272882466,0.08761503698254697,0.04718715534169928,0.1346815260305607,0.051213992583832794,0.7692252550920993,0.5973124420457975,0.7560991456144586,0.6867935880758783,0.6428980181263969,0.7327336659499941,0.7519589535581547,2.053135141842923,0.02039204138072314,0.0,0.047397060329816665
qwen3:14b,77,0.0,150,751,0.9794607190412784,0.9794607190412784,14.199544184547513,7.462771885608103,6.736772298939409,0.09433940449253365,0.04738506259977632,0.1419815055579869,0.006724367509986685,0.0,0.02017310252996005,0.05382070215625476,0.07429340521883798,0.033784718019072214,0.12114099421439634,0.031650054740101345,0.020106524633821572,0.0,0.04687083888149135,0.053591378291777764,0.0671214862959204,0.02706021600828525,0.10773286485669975,0.040231478463835325,0.7692252550920993,0.5973124420457975,0.7560991456144586,0.6809142192570954,0.6347796167880055,0.7284020264140603,0.7520898219746421,0.940553530381314,0.013382157123834887,0.0,0.03348868175765646
