model,condition,seed,temperature,n,parse_success,candidate_count,valid_candidate_count,any_valid_candidate,any_valid_candidate_ci_low,any_valid_candidate_ci_high,all_candidates_valid,elapsed_seconds,raw_hit@1,raw_hit@1_ci_low,raw_hit@1_ci_high,raw_hit@3,raw_hit@5,raw_hit@5_ci_low,raw_hit@5_ci_high,raw_recall@5,raw_mrr,raw_mrr_ci_low,raw_mrr_ci_high,valid_hit@1,valid_hit@5,valid_mrr,top1_mark,top1_channels,top1_fields,top1_operations,top1_filters,top1_macro,top1_macro_ci_low,top1_macro_ci_high,best5_macro,best5_macro_ci_low,best5_macro_ci_high,graded_ndcg@5
qwen3:14b,direct,55,0.0,751,1.0,3.8548601864181093,2.189081225033289,0.6031957390146472,0.5672436750998668,0.6391478029294274,0.45006657789613846,3.8437346588555457,0.0039946737683089215,0.0,0.009320905459387484,0.007989347536617843,0.011984021304926764,0.005326231691078562,0.019973368841544607,0.007856191744340879,0.006635596981802042,0.002041722148246782,0.012561029738126941,0.005326231691078562,0.011984021304926764,0.00787838437638704,0.9027962716378163,0.9282078921226724,0.519777862321138,0.5648468708388815,0.6910785619174434,0.7213414917675903,0.7063410267791093,0.7358752562720605,0.751432164521379,0.7368617293344324,0.7664672183120917,0.7315363397334863
qwen3:14b,staged,55,0.0,751,1.0,1.5099866844207723,0.7882822902796272,0.5206391478029294,0.48468708388814913,0.5579227696404794,0.4766977363515313,14.232555750728933,0.1118508655126498,0.08921438082556592,0.13581890812250333,0.118508655126498,0.11984021304926765,0.09454061251664447,0.14513981358189082,0.0532179316466933,0.11522414558366623,0.0939502885042166,0.1384831335996449,0.11584553928095873,0.11984021304926765,0.11722148246782069,0.8908122503328895,0.9139559951810284,0.5590260604907742,0.6023080337328007,0.7556591211717709,0.7443522921818527,0.7299264472766469,0.7590103354257814,0.7575233022636485,0.7432724938177667,0.7709843066387674,0.4366038779839579
