record_id,model,condition,gold_family,emitted_count,unique_count,done_reason,generated_tokens,token_limit_completion,emit_0,emit_1,emit_2,emit_3,emit_4,emit_5
nvbench2:dev:256,gemma3:27b,direct_rich,rect,2,2,stop,73,0.0,0.0,0.0,1.0,0.0,0.0,0.0
nvbench2:dev:259,gemma3:27b,direct_rich,point,4,4,stop,132,0.0,0.0,0.0,0.0,0.0,1.0,0.0
nvbench2:dev:278,gemma3:27b,direct_rich,arc,2,2,stop,52,0.0,0.0,0.0,1.0,0.0,0.0,0.0
nvbench2:dev:283,gemma3:27b,direct_rich,rect,4,4,stop,136,0.0,0.0,0.0,0.0,0.0,1.0,0.0
nvbench2:dev:286,gemma3:27b,direct_rich,bar,3,3,stop,70,0.0,0.0,0.0,0.0,1.0,0.0,0.0
nvbench2:dev:292,gemma3:27b,direct_rich,rect,1,1,stop,76,0.0,0.0,1.0,0.0,0.0,0.0,0.0
nvbench2:dev:296,gemma3:27b,direct_rich,bar,3,3,stop,88,0.0,0.0,0.0,0.0,1.0,0.0,0.0
nvbench2:dev:298,gemma3:27b,direct_rich,bar,2,2,stop,67,0.0,0.0,0.0,1.0,0.0,0.0,0.0
nvbench2:dev:300,gemma3:27b,direct_rich,arc,4,4,stop,132,0.0,0.0,0.0,0.0,0.0,1.0,0.0
nvbench2:dev:302,gemma3:27b,direct_rich,rect,3,3,stop,99,0.0,0.0,0.0,0.0,1.0,0.0,0.0
nvbench2:dev:307,gemma3:27b,direct_rich,rect,2,2,stop,154,0.0,0.0,0.0,1.0,0.0,0.0,0.0
nvbench2:dev:314,gemma3:27b,direct_rich,arc,3,3,stop,80,0.0,0.0,0.0,0.0,1.0,0.0,0.0
nvbench2:dev:315,gemma3:27b,direct_rich,bar,3,3,stop,95,0.0,0.0,0.0,0.0,1.0,0.0,0.0
nvbench2:dev:317,gemma3:27b,direct_rich,rect,4,4,stop,188,0.0,0.0,0.0,0.0,0.0,1.0,0.0
nvbench2:dev:319,gemma3:27b,direct_rich,boxplot,2,2,stop,56,0.0,0.0,0.0,1.0,0.0,0.0,0.0
nvbench2:dev:326,gemma3:27b,direct_rich,rect,2,2,stop,47,0.0,0.0,0.0,1.0,0.0,0.0,0.0
nvbench2:dev:327,gemma3:27b,direct_rich,boxplot,1,1,stop,17,0.0,0.0,1.0,0.0,0.0,0.0,0.0
nvbench2:dev:331,gemma3:27b,direct_rich,bar,2,2,stop,54,0.0,0.0,0.0,1.0,0.0,0.0,0.0
nvbench2:dev:332,gemma3:27b,direct_rich,arc,2,2,stop,60,0.0,0.0,0.0,1.0,0.0,0.0,0.0
nvbench2:dev:336,gemma3:27b,direct_rich,arc,3,3,stop,100,0.0,0.0,0.0,0.0,1.0,0.0,0.0
nvbench2:dev:338,gemma3:27b,direct_rich,rect,1,1,stop,29,0.0,0.0,1.0,0.0,0.0,0.0,0.0
nvbench2:dev:340,gemma3:27b,direct_rich,rect,1,1,stop,35,0.0,0.0,1.0,0.0,0.0,0.0,0.0
nvbench2:dev:346,gemma3:27b,direct_rich,bar+line+rect,1,1,stop,42,0.0,0.0,1.0,0.0,0.0,0.0,0.0
nvbench2:dev:358,gemma3:27b,direct_rich,bar,3,3,stop,87,0.0,0.0,0.0,0.0,1.0,0.0,0.0
nvbench2:dev:362,gemma3:27b,direct_rich,rect,1,1,stop,28,0.0,0.0,1.0,0.0,0.0,0.0,0.0
nvbench2:dev:367,gemma3:27b,direct_rich,bar,2,2,stop,62,0.0,0.0,0.0,1.0,0.0,0.0,0.0
nvbench2:dev:381,gemma3:27b,direct_rich,rect,2,2,stop,65,0.0,0.0,0.0,1.0,0.0,0.0,0.0
nvbench2:dev:383,gemma3:27b,direct_rich,rect,2,2,stop,54,0.0,0.0,0.0,1.0,0.0,0.0,0.0
nvbench2:dev:384,gemma3:27b,direct_rich,bar,1,1,stop,99,0.0,0.0,1.0,0.0,0.0,0.0,0.0
nvbench2:dev:388,gemma3:27b,direct_rich,rect,1,1,stop,28,0.0,0.0,1.0,0.0,0.0,0.0,0.0
nvbench2:dev:394,gemma3:27b,direct_rich,arc,1,1,stop,28,0.0,0.0,1.0,0.0,0.0,0.0,0.0
nvbench2:dev:398,gemma3:27b,direct_rich,line,1,1,stop,26,0.0,0.0,1.0,0.0,0.0,0.0,0.0
nvbench2:dev:403,gemma3:27b,direct_rich,point,4,4,stop,108,0.0,0.0,0.0,0.0,0.0,1.0,0.0
nvbench2:dev:405,gemma3:27b,direct_rich,bar,3,3,stop,73,0.0,0.0,0.0,0.0,1.0,0.0,0.0
nvbench2:dev:421,gemma3:27b,direct_rich,arc,1,1,stop,70,0.0,0.0,1.0,0.0,0.0,0.0,0.0
nvbench2:dev:422,gemma3:27b,direct_rich,arc,3,3,stop,76,0.0,0.0,0.0,0.0,1.0,0.0,0.0
nvbench2:dev:436,gemma3:27b,direct_rich,point,2,2,stop,52,0.0,0.0,0.0,1.0,0.0,0.0,0.0
nvbench2:dev:444,gemma3:27b,direct_rich,point,3,3,stop,177,0.0,0.0,0.0,0.0,1.0,0.0,0.0
nvbench2:dev:445,gemma3:27b,direct_rich,boxplot,3,3,stop,59,0.0,0.0,0.0,0.0,1.0,0.0,0.0
nvbench2:dev:455,gemma3:27b,direct_rich,bar,3,3,stop,69,0.0,0.0,0.0,0.0,1.0,0.0,0.0
nvbench2:dev:457,gemma3:27b,direct_rich,arc,2,2,stop,57,0.0,0.0,0.0,1.0,0.0,0.0,0.0
nvbench2:dev:462,gemma3:27b,direct_rich,bar,2,2,stop,46,0.0,0.0,0.0,1.0,0.0,0.0,0.0
nvbench2:dev:463,gemma3:27b,direct_rich,bar+line+point,3,3,stop,99,0.0,0.0,0.0,0.0,1.0,0.0,0.0
nvbench2:dev:465,gemma3:27b,direct_rich,arc,3,3,stop,51,0.0,0.0,0.0,0.0,1.0,0.0,0.0
nvbench2:dev:470,gemma3:27b,direct_rich,boxplot,1,1,stop,25,0.0,0.0,1.0,0.0,0.0,0.0,0.0
nvbench2:dev:475,gemma3:27b,direct_rich,bar+line,4,4,stop,141,0.0,0.0,0.0,0.0,0.0,1.0,0.0
nvbench2:dev:485,gemma3:27b,direct_rich,bar,5,5,stop,251,0.0,0.0,0.0,0.0,0.0,0.0,1.0
nvbench2:dev:492,gemma3:27b,direct_rich,arc,3,3,stop,80,0.0,0.0,0.0,0.0,1.0,0.0,0.0
nvbench2:dev:495,gemma3:27b,direct_rich,boxplot,1,1,stop,28,0.0,0.0,1.0,0.0,0.0,0.0,0.0
nvbench2:dev:498,gemma3:27b,direct_rich,arc,4,4,stop,117,0.0,0.0,0.0,0.0,0.0,1.0,0.0
nvbench2:dev:499,gemma3:27b,direct_rich,line,2,2,stop,44,0.0,0.0,0.0,1.0,0.0,0.0,0.0
nvbench2:dev:507,gemma3:27b,direct_rich,rect,3,3,stop,121,0.0,0.0,0.0,0.0,1.0,0.0,0.0
nvbench2:dev:508,gemma3:27b,direct_rich,arc,2,2,stop,54,0.0,0.0,0.0,1.0,0.0,0.0,0.0
nvbench2:dev:515,gemma3:27b,direct_rich,line,2,2,stop,62,0.0,0.0,0.0,1.0,0.0,0.0,0.0
nvbench2:dev:531,gemma3:27b,direct_rich,bar,3,3,stop,88,0.0,0.0,0.0,0.0,1.0,0.0,0.0
nvbench2:dev:538,gemma3:27b,direct_rich,arc,1,1,stop,18,0.0,0.0,1.0,0.0,0.0,0.0,0.0
nvbench2:dev:540,gemma3:27b,direct_rich,bar,1,1,stop,28,0.0,0.0,1.0,0.0,0.0,0.0,0.0
nvbench2:dev:551,gemma3:27b,direct_rich,line,2,2,stop,68,0.0,0.0,0.0,1.0,0.0,0.0,0.0
nvbench2:dev:554,gemma3:27b,direct_rich,point,1,1,stop,26,0.0,0.0,1.0,0.0,0.0,0.0,0.0
nvbench2:dev:562,gemma3:27b,direct_rich,bar,2,2,stop,48,0.0,0.0,0.0,1.0,0.0,0.0,0.0
nvbench2:dev:568,gemma3:27b,direct_rich,line,2,2,stop,60,0.0,0.0,0.0,1.0,0.0,0.0,0.0
nvbench2:dev:571,gemma3:27b,direct_rich,rect,1,1,stop,61,0.0,0.0,1.0,0.0,0.0,0.0,0.0
nvbench2:dev:572,gemma3:27b,direct_rich,bar,2,2,stop,71,0.0,0.0,0.0,1.0,0.0,0.0,0.0
nvbench2:dev:573,gemma3:27b,direct_rich,point,2,2,stop,41,0.0,0.0,0.0,1.0,0.0,0.0,0.0
nvbench2:dev:603,gemma3:27b,direct_rich,rect,2,2,stop,63,0.0,0.0,0.0,1.0,0.0,0.0,0.0
nvbench2:dev:605,gemma3:27b,direct_rich,line,2,2,stop,70,0.0,0.0,0.0,1.0,0.0,0.0,0.0
nvbench2:dev:606,gemma3:27b,direct_rich,bar,2,2,stop,54,0.0,0.0,0.0,1.0,0.0,0.0,0.0
nvbench2:dev:612,gemma3:27b,direct_rich,arc,3,3,stop,71,0.0,0.0,0.0,0.0,1.0,0.0,0.0
nvbench2:dev:614,gemma3:27b,direct_rich,bar,3,3,stop,118,0.0,0.0,0.0,0.0,1.0,0.0,0.0
nvbench2:dev:628,gemma3:27b,direct_rich,rect,1,1,stop,65,0.0,0.0,1.0,0.0,0.0,0.0,0.0
nvbench2:dev:641,gemma3:27b,direct_rich,rect,1,1,stop,33,0.0,0.0,1.0,0.0,0.0,0.0,0.0
nvbench2:dev:642,gemma3:27b,direct_rich,line,2,2,stop,71,0.0,0.0,0.0,1.0,0.0,0.0,0.0
nvbench2:dev:644,gemma3:27b,direct_rich,bar+line,3,3,stop,115,0.0,0.0,0.0,0.0,1.0,0.0,0.0
nvbench2:dev:647,gemma3:27b,direct_rich,bar,2,2,stop,69,0.0,0.0,0.0,1.0,0.0,0.0,0.0
nvbench2:dev:651,gemma3:27b,direct_rich,bar,4,4,stop,109,0.0,0.0,0.0,0.0,0.0,1.0,0.0
nvbench2:dev:655,gemma3:27b,direct_rich,line,3,3,stop,113,0.0,0.0,0.0,0.0,1.0,0.0,0.0
nvbench2:dev:666,gemma3:27b,direct_rich,line,2,2,stop,64,0.0,0.0,0.0,1.0,0.0,0.0,0.0
nvbench2:dev:672,gemma3:27b,direct_rich,bar,3,3,stop,87,0.0,0.0,0.0,0.0,1.0,0.0,0.0
nvbench2:dev:675,gemma3:27b,direct_rich,bar,2,2,stop,64,0.0,0.0,0.0,1.0,0.0,0.0,0.0
nvbench2:dev:681,gemma3:27b,direct_rich,bar,3,3,stop,79,0.0,0.0,0.0,0.0,1.0,0.0,0.0
nvbench2:dev:683,gemma3:27b,direct_rich,bar,3,3,stop,92,0.0,0.0,0.0,0.0,1.0,0.0,0.0
nvbench2:dev:684,gemma3:27b,direct_rich,bar,3,3,stop,84,0.0,0.0,0.0,0.0,1.0,0.0,0.0
nvbench2:dev:713,gemma3:27b,direct_rich,bar,4,4,stop,147,0.0,0.0,0.0,0.0,0.0,1.0,0.0
nvbench2:dev:715,gemma3:27b,direct_rich,point,2,2,stop,58,0.0,0.0,0.0,1.0,0.0,0.0,0.0
nvbench2:dev:716,gemma3:27b,direct_rich,boxplot,3,3,stop,71,0.0,0.0,0.0,0.0,1.0,0.0,0.0
nvbench2:dev:717,gemma3:27b,direct_rich,boxplot,1,1,stop,18,0.0,0.0,1.0,0.0,0.0,0.0,0.0
nvbench2:dev:718,gemma3:27b,direct_rich,boxplot,3,3,stop,58,0.0,0.0,0.0,0.0,1.0,0.0,0.0
nvbench2:dev:719,gemma3:27b,direct_rich,arc,2,2,stop,57,0.0,0.0,0.0,1.0,0.0,0.0,0.0
nvbench2:dev:721,gemma3:27b,direct_rich,boxplot,3,3,stop,69,0.0,0.0,0.0,0.0,1.0,0.0,0.0
nvbench2:dev:723,gemma3:27b,direct_rich,boxplot,1,1,stop,17,0.0,0.0,1.0,0.0,0.0,0.0,0.0
nvbench2:dev:725,gemma3:27b,direct_rich,boxplot,2,2,stop,50,0.0,0.0,0.0,1.0,0.0,0.0,0.0
nvbench2:dev:732,gemma3:27b,direct_rich,bar+line+rect,2,2,stop,59,0.0,0.0,0.0,1.0,0.0,0.0,0.0
nvbench2:dev:733,gemma3:27b,direct_rich,bar+line+rect,4,4,stop,124,0.0,0.0,0.0,0.0,0.0,1.0,0.0
nvbench2:dev:17,gemma3:27b,staged,line,2,2,stop,621,0.0,0.0,0.0,1.0,0.0,0.0,0.0
nvbench2:dev:22,gemma3:27b,staged,boxplot,1,1,stop,456,0.0,0.0,1.0,0.0,0.0,0.0,0.0
nvbench2:dev:23,gemma3:27b,staged,point,1,1,stop,485,0.0,0.0,1.0,0.0,0.0,0.0,0.0
nvbench2:dev:25,gemma3:27b,staged,rect,1,1,stop,564,0.0,0.0,1.0,0.0,0.0,0.0,0.0
nvbench2:dev:33,gemma3:27b,staged,arc,1,1,stop,554,0.0,0.0,1.0,0.0,0.0,0.0,0.0
nvbench2:dev:34,gemma3:27b,staged,point,1,1,stop,480,0.0,0.0,1.0,0.0,0.0,0.0,0.0
nvbench2:dev:35,gemma3:27b,staged,bar+line+point+rect,1,1,stop,521,0.0,0.0,1.0,0.0,0.0,0.0,0.0
nvbench2:dev:39,gemma3:27b,staged,arc,1,1,stop,582,0.0,0.0,1.0,0.0,0.0,0.0,0.0
nvbench2:dev:40,gemma3:27b,staged,rect,1,1,stop,526,0.0,0.0,1.0,0.0,0.0,0.0,0.0
nvbench2:dev:41,gemma3:27b,staged,arc,1,1,stop,455,0.0,0.0,1.0,0.0,0.0,0.0,0.0
nvbench2:dev:48,gemma3:27b,staged,arc,1,1,stop,448,0.0,0.0,1.0,0.0,0.0,0.0,0.0
nvbench2:dev:49,gemma3:27b,staged,line,1,1,stop,472,0.0,0.0,1.0,0.0,0.0,0.0,0.0
nvbench2:dev:51,gemma3:27b,staged,bar,1,1,stop,597,0.0,0.0,1.0,0.0,0.0,0.0,0.0
nvbench2:dev:54,gemma3:27b,staged,bar,1,1,stop,580,0.0,0.0,1.0,0.0,0.0,0.0,0.0
nvbench2:dev:57,gemma3:27b,staged,rect,1,1,stop,527,0.0,0.0,1.0,0.0,0.0,0.0,0.0
nvbench2:dev:61,gemma3:27b,staged,arc,1,1,stop,470,0.0,0.0,1.0,0.0,0.0,0.0,0.0
nvbench2:dev:63,gemma3:27b,staged,arc,3,3,stop,600,0.0,0.0,0.0,0.0,1.0,0.0,0.0
nvbench2:dev:68,gemma3:27b,staged,arc,1,1,stop,687,0.0,0.0,1.0,0.0,0.0,0.0,0.0
nvbench2:dev:72,gemma3:27b,staged,arc,1,1,stop,563,0.0,0.0,1.0,0.0,0.0,0.0,0.0
nvbench2:dev:73,gemma3:27b,staged,arc,1,1,stop,521,0.0,0.0,1.0,0.0,0.0,0.0,0.0
nvbench2:dev:76,gemma3:27b,staged,bar,1,1,stop,572,0.0,0.0,1.0,0.0,0.0,0.0,0.0
nvbench2:dev:83,gemma3:27b,staged,arc,1,1,stop,455,0.0,0.0,1.0,0.0,0.0,0.0,0.0
nvbench2:dev:84,gemma3:27b,staged,rect,1,1,stop,543,0.0,0.0,1.0,0.0,0.0,0.0,0.0
nvbench2:dev:89,gemma3:27b,staged,arc,2,2,stop,625,0.0,0.0,0.0,1.0,0.0,0.0,0.0
nvbench2:dev:92,gemma3:27b,staged,arc,1,1,stop,543,0.0,0.0,1.0,0.0,0.0,0.0,0.0
nvbench2:dev:97,gemma3:27b,staged,line,1,1,stop,554,0.0,0.0,1.0,0.0,0.0,0.0,0.0
nvbench2:dev:103,gemma3:27b,staged,boxplot,1,1,stop,480,0.0,0.0,1.0,0.0,0.0,0.0,0.0
nvbench2:dev:105,gemma3:27b,staged,arc,1,1,stop,495,0.0,0.0,1.0,0.0,0.0,0.0,0.0
nvbench2:dev:108,gemma3:27b,staged,boxplot,1,1,stop,472,0.0,0.0,1.0,0.0,0.0,0.0,0.0
nvbench2:dev:112,gemma3:27b,staged,boxplot,1,1,stop,565,0.0,0.0,1.0,0.0,0.0,0.0,0.0
nvbench2:dev:114,gemma3:27b,staged,line,3,3,stop,866,0.0,0.0,0.0,0.0,1.0,0.0,0.0
nvbench2:dev:116,gemma3:27b,staged,arc,1,1,stop,545,0.0,0.0,1.0,0.0,0.0,0.0,0.0
nvbench2:dev:118,gemma3:27b,staged,rect,1,1,stop,484,0.0,0.0,1.0,0.0,0.0,0.0,0.0
nvbench2:dev:127,gemma3:27b,staged,arc,2,2,stop,575,0.0,0.0,0.0,1.0,0.0,0.0,0.0
nvbench2:dev:136,gemma3:27b,staged,boxplot,1,1,stop,506,0.0,0.0,1.0,0.0,0.0,0.0,0.0
nvbench2:dev:138,gemma3:27b,staged,bar,1,1,stop,532,0.0,0.0,1.0,0.0,0.0,0.0,0.0
nvbench2:dev:139,gemma3:27b,staged,line,1,1,stop,497,0.0,0.0,1.0,0.0,0.0,0.0,0.0
nvbench2:dev:143,gemma3:27b,staged,rect,1,1,stop,582,0.0,0.0,1.0,0.0,0.0,0.0,0.0
nvbench2:dev:144,gemma3:27b,staged,bar,1,1,stop,458,0.0,0.0,1.0,0.0,0.0,0.0,0.0
nvbench2:dev:149,gemma3:27b,staged,point,1,1,stop,486,0.0,0.0,1.0,0.0,0.0,0.0,0.0
nvbench2:dev:157,gemma3:27b,staged,point,1,1,stop,453,0.0,0.0,1.0,0.0,0.0,0.0,0.0
nvbench2:dev:158,gemma3:27b,staged,point,1,1,stop,544,0.0,0.0,1.0,0.0,0.0,0.0,0.0
nvbench2:dev:165,gemma3:27b,staged,line,1,1,stop,695,0.0,0.0,1.0,0.0,0.0,0.0,0.0
nvbench2:dev:167,gemma3:27b,staged,bar,1,1,stop,547,0.0,0.0,1.0,0.0,0.0,0.0,0.0
nvbench2:dev:176,gemma3:27b,staged,line,1,1,stop,496,0.0,0.0,1.0,0.0,0.0,0.0,0.0
nvbench2:dev:182,gemma3:27b,staged,rect,1,1,stop,785,0.0,0.0,1.0,0.0,0.0,0.0,0.0
nvbench2:dev:188,gemma3:27b,staged,rect,1,1,stop,599,0.0,0.0,1.0,0.0,0.0,0.0,0.0
nvbench2:dev:191,gemma3:27b,staged,rect,1,1,stop,539,0.0,0.0,1.0,0.0,0.0,0.0,0.0
nvbench2:dev:203,gemma3:27b,staged,bar+line,2,2,stop,565,0.0,0.0,0.0,1.0,0.0,0.0,0.0
nvbench2:dev:214,gemma3:27b,staged,rect,1,1,stop,510,0.0,0.0,1.0,0.0,0.0,0.0,0.0
nvbench2:dev:223,gemma3:27b,staged,boxplot,1,1,stop,443,0.0,0.0,1.0,0.0,0.0,0.0,0.0
nvbench2:dev:228,gemma3:27b,staged,rect,2,2,stop,652,0.0,0.0,0.0,1.0,0.0,0.0,0.0
nvbench2:dev:232,gemma3:27b,staged,arc,1,1,stop,474,0.0,0.0,1.0,0.0,0.0,0.0,0.0
nvbench2:dev:245,gemma3:27b,staged,line,1,1,stop,528,0.0,0.0,1.0,0.0,0.0,0.0,0.0
nvbench2:dev:252,gemma3:27b,staged,rect,1,1,stop,660,0.0,0.0,1.0,0.0,0.0,0.0,0.0
nvbench2:dev:253,gemma3:27b,staged,arc+bar+line,3,3,stop,584,0.0,0.0,0.0,0.0,1.0,0.0,0.0
nvbench2:dev:255,gemma3:27b,staged,bar,1,1,stop,551,0.0,0.0,1.0,0.0,0.0,0.0,0.0
nvbench2:dev:256,gemma3:27b,staged,rect,1,1,stop,623,0.0,0.0,1.0,0.0,0.0,0.0,0.0
nvbench2:dev:259,gemma3:27b,staged,point,1,1,stop,465,0.0,0.0,1.0,0.0,0.0,0.0,0.0
nvbench2:dev:278,gemma3:27b,staged,arc,1,1,stop,456,0.0,0.0,1.0,0.0,0.0,0.0,0.0
nvbench2:dev:283,gemma3:27b,staged,rect,2,2,stop,785,0.0,0.0,0.0,1.0,0.0,0.0,0.0
nvbench2:dev:286,gemma3:27b,staged,bar,1,1,stop,443,0.0,0.0,1.0,0.0,0.0,0.0,0.0
nvbench2:dev:292,gemma3:27b,staged,rect,1,1,stop,736,0.0,0.0,1.0,0.0,0.0,0.0,0.0
nvbench2:dev:296,gemma3:27b,staged,bar,1,1,stop,495,0.0,0.0,1.0,0.0,0.0,0.0,0.0
nvbench2:dev:298,gemma3:27b,staged,bar,1,1,stop,507,0.0,0.0,1.0,0.0,0.0,0.0,0.0
nvbench2:dev:300,gemma3:27b,staged,arc,5,5,stop,750,0.0,0.0,0.0,0.0,0.0,0.0,1.0
nvbench2:dev:302,gemma3:27b,staged,rect,1,1,stop,583,0.0,0.0,1.0,0.0,0.0,0.0,0.0
nvbench2:dev:307,gemma3:27b,staged,rect,1,1,stop,720,0.0,0.0,1.0,0.0,0.0,0.0,0.0
nvbench2:dev:314,gemma3:27b,staged,arc,1,1,stop,510,0.0,0.0,1.0,0.0,0.0,0.0,0.0
nvbench2:dev:315,gemma3:27b,staged,bar,1,1,stop,601,0.0,0.0,1.0,0.0,0.0,0.0,0.0
nvbench2:dev:317,gemma3:27b,staged,rect,1,1,stop,669,0.0,0.0,1.0,0.0,0.0,0.0,0.0
nvbench2:dev:319,gemma3:27b,staged,boxplot,1,1,stop,524,0.0,0.0,1.0,0.0,0.0,0.0,0.0
nvbench2:dev:326,gemma3:27b,staged,rect,1,1,stop,586,0.0,0.0,1.0,0.0,0.0,0.0,0.0
nvbench2:dev:327,gemma3:27b,staged,boxplot,1,1,stop,428,0.0,0.0,1.0,0.0,0.0,0.0,0.0
nvbench2:dev:331,gemma3:27b,staged,bar,1,1,stop,590,0.0,0.0,1.0,0.0,0.0,0.0,0.0
nvbench2:dev:332,gemma3:27b,staged,arc,1,1,stop,508,0.0,0.0,1.0,0.0,0.0,0.0,0.0
nvbench2:dev:336,gemma3:27b,staged,arc,1,1,stop,464,0.0,0.0,1.0,0.0,0.0,0.0,0.0
nvbench2:dev:338,gemma3:27b,staged,rect,1,1,stop,497,0.0,0.0,1.0,0.0,0.0,0.0,0.0
nvbench2:dev:340,gemma3:27b,staged,rect,1,1,stop,507,0.0,0.0,1.0,0.0,0.0,0.0,0.0
nvbench2:dev:346,gemma3:27b,staged,bar+line+rect,1,1,stop,608,0.0,0.0,1.0,0.0,0.0,0.0,0.0
nvbench2:dev:358,gemma3:27b,staged,bar,1,1,stop,510,0.0,0.0,1.0,0.0,0.0,0.0,0.0
nvbench2:dev:362,gemma3:27b,staged,rect,1,1,stop,544,0.0,0.0,1.0,0.0,0.0,0.0,0.0
nvbench2:dev:367,gemma3:27b,staged,bar,1,1,stop,496,0.0,0.0,1.0,0.0,0.0,0.0,0.0
nvbench2:dev:381,gemma3:27b,staged,rect,1,1,stop,517,0.0,0.0,1.0,0.0,0.0,0.0,0.0
nvbench2:dev:383,gemma3:27b,staged,rect,1,1,stop,519,0.0,0.0,1.0,0.0,0.0,0.0,0.0
nvbench2:dev:384,gemma3:27b,staged,bar,1,1,stop,550,0.0,0.0,1.0,0.0,0.0,0.0,0.0
nvbench2:dev:388,gemma3:27b,staged,rect,1,1,stop,574,0.0,0.0,1.0,0.0,0.0,0.0,0.0
nvbench2:dev:394,gemma3:27b,staged,arc,1,1,stop,514,0.0,0.0,1.0,0.0,0.0,0.0,0.0
nvbench2:dev:398,gemma3:27b,staged,line,1,1,stop,452,0.0,0.0,1.0,0.0,0.0,0.0,0.0
nvbench2:dev:403,gemma3:27b,staged,point,1,1,stop,478,0.0,0.0,1.0,0.0,0.0,0.0,0.0
nvbench2:dev:405,gemma3:27b,staged,bar,1,1,stop,442,0.0,0.0,1.0,0.0,0.0,0.0,0.0
nvbench2:dev:421,gemma3:27b,staged,arc,1,1,stop,508,0.0,0.0,1.0,0.0,0.0,0.0,0.0
nvbench2:dev:422,gemma3:27b,staged,arc,1,1,stop,532,0.0,0.0,1.0,0.0,0.0,0.0,0.0
nvbench2:dev:436,gemma3:27b,staged,point,1,1,stop,495,0.0,0.0,1.0,0.0,0.0,0.0,0.0
nvbench2:dev:444,gemma3:27b,staged,point,1,1,stop,629,0.0,0.0,1.0,0.0,0.0,0.0,0.0
nvbench2:dev:445,gemma3:27b,staged,boxplot,1,1,stop,476,0.0,0.0,1.0,0.0,0.0,0.0,0.0
nvbench2:dev:455,gemma3:27b,staged,bar,1,1,stop,508,0.0,0.0,1.0,0.0,0.0,0.0,0.0
nvbench2:dev:457,gemma3:27b,staged,arc,1,1,stop,476,0.0,0.0,1.0,0.0,0.0,0.0,0.0
nvbench2:dev:462,gemma3:27b,staged,bar,1,1,stop,678,0.0,0.0,1.0,0.0,0.0,0.0,0.0
nvbench2:dev:463,gemma3:27b,staged,bar+line+point,1,1,stop,746,0.0,0.0,1.0,0.0,0.0,0.0,0.0
nvbench2:dev:465,gemma3:27b,staged,arc,1,1,stop,432,0.0,0.0,1.0,0.0,0.0,0.0,0.0
nvbench2:dev:470,gemma3:27b,staged,boxplot,1,1,stop,476,0.0,0.0,1.0,0.0,0.0,0.0,0.0
nvbench2:dev:475,gemma3:27b,staged,bar+line,2,2,stop,625,0.0,0.0,0.0,1.0,0.0,0.0,0.0
nvbench2:dev:485,gemma3:27b,staged,bar,1,1,stop,552,0.0,0.0,1.0,0.0,0.0,0.0,0.0
nvbench2:dev:492,gemma3:27b,staged,arc,1,1,stop,498,0.0,0.0,1.0,0.0,0.0,0.0,0.0
nvbench2:dev:495,gemma3:27b,staged,boxplot,1,1,stop,483,0.0,0.0,1.0,0.0,0.0,0.0,0.0
nvbench2:dev:498,gemma3:27b,staged,arc,1,1,stop,496,0.0,0.0,1.0,0.0,0.0,0.0,0.0
nvbench2:dev:499,gemma3:27b,staged,line,1,1,stop,485,0.0,0.0,1.0,0.0,0.0,0.0,0.0
nvbench2:dev:507,gemma3:27b,staged,rect,1,1,stop,615,0.0,0.0,1.0,0.0,0.0,0.0,0.0
nvbench2:dev:508,gemma3:27b,staged,arc,2,2,stop,571,0.0,0.0,0.0,1.0,0.0,0.0,0.0
nvbench2:dev:515,gemma3:27b,staged,line,2,2,stop,609,0.0,0.0,0.0,1.0,0.0,0.0,0.0
nvbench2:dev:531,gemma3:27b,staged,bar,2,2,stop,531,0.0,0.0,0.0,1.0,0.0,0.0,0.0
nvbench2:dev:538,gemma3:27b,staged,arc,1,1,stop,424,0.0,0.0,1.0,0.0,0.0,0.0,0.0
nvbench2:dev:540,gemma3:27b,staged,bar,1,1,stop,500,0.0,0.0,1.0,0.0,0.0,0.0,0.0
nvbench2:dev:551,gemma3:27b,staged,line,1,1,stop,521,0.0,0.0,1.0,0.0,0.0,0.0,0.0
nvbench2:dev:554,gemma3:27b,staged,point,1,1,stop,461,0.0,0.0,1.0,0.0,0.0,0.0,0.0
nvbench2:dev:562,gemma3:27b,staged,bar,1,1,stop,442,0.0,0.0,1.0,0.0,0.0,0.0,0.0
nvbench2:dev:568,gemma3:27b,staged,line,1,1,stop,489,0.0,0.0,1.0,0.0,0.0,0.0,0.0
nvbench2:dev:571,gemma3:27b,staged,rect,1,1,stop,678,0.0,0.0,1.0,0.0,0.0,0.0,0.0
nvbench2:dev:572,gemma3:27b,staged,bar,1,1,stop,500,0.0,0.0,1.0,0.0,0.0,0.0,0.0
nvbench2:dev:573,gemma3:27b,staged,point,1,1,stop,451,0.0,0.0,1.0,0.0,0.0,0.0,0.0
nvbench2:dev:603,gemma3:27b,staged,rect,1,1,stop,565,0.0,0.0,1.0,0.0,0.0,0.0,0.0
nvbench2:dev:605,gemma3:27b,staged,line,1,1,stop,492,0.0,0.0,1.0,0.0,0.0,0.0,0.0
nvbench2:dev:606,gemma3:27b,staged,bar,1,1,stop,482,0.0,0.0,1.0,0.0,0.0,0.0,0.0
nvbench2:dev:612,gemma3:27b,staged,arc,1,1,stop,447,0.0,0.0,1.0,0.0,0.0,0.0,0.0
nvbench2:dev:614,gemma3:27b,staged,bar,1,1,stop,588,0.0,0.0,1.0,0.0,0.0,0.0,0.0
