model,pool_name,seed,temperature,n,rerank_applicable,parse_success,raw_union_count,invalid_unique_removed,pool_size,complete_pool_oracle,complete_pool_oracle_ci_low,complete_pool_oracle_ci_high,rrf_hit@1,rrf_hit@1_ci_low,rrf_hit@1_ci_high,rrf_hit@3,rrf_hit@5,rrf_hit@5_ci_low,rrf_hit@5_ci_high,rrf_mrr,llm_hit@1,llm_hit@1_ci_low,llm_hit@1_ci_high,llm_hit@3,llm_hit@5,llm_hit@5_ci_low,llm_hit@5_ci_high,llm_mrr,pool_best_graded,rrf_top1_graded,rrf_best5_graded,llm_top1_graded,llm_top1_graded_ci_low,llm_top1_graded_ci_high,llm_best5_graded,elapsed_seconds,paired_llm_minus_rrf_hit1,paired_llm_minus_rrf_hit1_ci_low,paired_llm_minus_rrf_hit1_ci_high,llm_only_hit1,rrf_only_hit1
qwen3:14b,combined,77,0.0,150,1.0,1.0,19.68,11.033333333333333,8.646666666666667,0.26666666666666666,0.19333333333333333,0.3333333333333333,0.14,0.08666666666666667,0.2,0.21333333333333335,0.24666666666666667,0.18,0.32,0.18244444444444444,0.09333333333333334,0.04666666666666667,0.14,0.19333333333333333,0.21333333333333335,0.14666666666666667,0.28,0.14466666666666667,0.8330825396825396,0.6808698412698413,0.8157682539682539,0.7220888888888889,0.6820139682539683,0.7629280952380951,0.800368253968254,3.997583159999999,-0.04666666666666667,-0.1,0.006666666666666667,6,13
qwen3:14b,staged,77,0.0,150,0.8666666666666667,0.8666666666666667,6.013333333333334,3.7733333333333334,2.24,0.24666666666666667,0.18,0.31333333333333335,0.18,0.12650000000000003,0.24666666666666667,0.24,0.24,0.17333333333333334,0.30666666666666664,0.20777777777777778,0.19333333333333333,0.13333333333333333,0.25333333333333335,0.23333333333333334,0.24,0.17333333333333334,0.30666666666666664,0.21244444444444444,0.6906444444444444,0.6377111111111111,0.6891777777777778,0.6609460317460317,0.6082385714285715,0.714749365079365,0.6891777777777778,2.2430036839066654,0.013333333333333334,-0.02666666666666667,0.05333333333333334,6,4
