model,pool_name,seed,temperature,n,weighted_population,rerank_applicable,parse_success,raw_union_count,invalid_unique_removed,pool_size,complete_pool_oracle,complete_pool_oracle_ci_low,complete_pool_oracle_ci_high,rrf_hit@1,rrf_hit@1_ci_low,rrf_hit@1_ci_high,rrf_hit@3,rrf_hit@5,rrf_hit@5_ci_low,rrf_hit@5_ci_high,rrf_mrr,llm_hit@1,llm_hit@1_ci_low,llm_hit@1_ci_high,llm_hit@3,llm_hit@5,llm_hit@5_ci_low,llm_hit@5_ci_high,llm_mrr,pool_best_graded,rrf_top1_graded,rrf_best5_graded,llm_top1_graded,llm_top1_graded_ci_low,llm_top1_graded_ci_high,llm_best5_graded,elapsed_seconds,paired_llm_minus_rrf_hit1,paired_llm_minus_rrf_hit1_ci_low,paired_llm_minus_rrf_hit1_ci_high
qwen3:14b,combined,77,0.0,150,751,1.0,1.0,19.723305509773553,11.065362901265033,8.65794260850852,0.2702602693947568,0.2031269176063617,0.33815709816333983,0.14278810588730695,0.08857608302889595,0.19706644701651357,0.2166540960149482,0.2501784204846788,0.18843517856791828,0.3184599551672621,0.18548992433812672,0.09441052179068157,0.0474517310252996,0.14146640435130786,0.1956566717052736,0.2160942364337837,0.15529451569107028,0.2897710689683893,0.1464075364333354,0.8331093248123873,0.6801364467632777,0.8156561349583986,0.7212763603462672,0.6801690792827777,0.75937770251953,0.8002160802407141,3.9853630675540392,-0.048377584096625376,-0.10227481203513161,0.00595019771617639
qwen3:14b,staged,77,0.0,150,751,0.8661530029372905,0.8661530029372905,6.03227570439621,3.7819729612006574,2.2503027431955527,0.2503413733773254,0.18833044673923502,0.31759886196803644,0.1826505736459132,0.12202406891821006,0.24328867486449046,0.2435811562309565,0.2435811562309565,0.18224436118327597,0.31088532726889917,0.2108472847737162,0.19609396743218313,0.13532421094588204,0.25743067518367113,0.23677541573680055,0.2435811562309565,0.17651993566981913,0.3169755875227746,0.21555191799865564,0.6902505744736104,0.6373423597165275,0.6887633267014092,0.6605065552389121,0.607395907150501,0.7125472659817867,0.6887633267014092,2.2308687642597373,0.013443393786269953,-0.026761270197105752,0.054094454286281846
