record_id,step6_set_equal_gold,heuristic_mrr,heuristic_hit@1,heuristic_recall@1,heuristic_precision@1,heuristic_f1@1,heuristic_hit@3,heuristic_recall@3,heuristic_precision@3,heuristic_f1@3,heuristic_hit@5,heuristic_recall@5,heuristic_precision@5,heuristic_f1@5,learned_mrr,learned_hit@1,learned_recall@1,learned_precision@1,learned_f1@1,learned_hit@3,learned_recall@3,learned_precision@3,learned_f1@3,learned_hit@5,learned_recall@5,learned_precision@5,learned_f1@5
nvbench2:test:45,1.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.6666666666666666,0.8,1.0,1.0,0.6666666666666666,0.8,1.0,1.0,0.5,1.0,0.6666666666666666,1.0,1.0,0.6666666666666666,0.8,1.0,1.0,0.6666666666666666,0.8
nvbench2:test:46,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.5,0.3333333333333333,0.4,1.0,1.0,0.5,0.6666666666666666,1.0,1.0,0.5,1.0,0.6666666666666666,1.0,1.0,0.6666666666666666,0.8,1.0,1.0,0.5,0.6666666666666666
nvbench2:test:47,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,1.0,0.75,0.8571428571428571,1.0,1.0,0.3333333333333333,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.75,0.8571428571428571
nvbench2:test:48,1.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.6666666666666666,0.8,1.0,1.0,0.6666666666666666,0.8,1.0,1.0,0.5,1.0,0.6666666666666666,1.0,1.0,0.6666666666666666,0.8,1.0,1.0,0.6666666666666666,0.8
nvbench2:test:49,1.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.6666666666666666,0.8,1.0,1.0,0.6666666666666666,0.8,1.0,1.0,0.5,1.0,0.6666666666666666,1.0,1.0,0.6666666666666666,0.8,1.0,1.0,0.6666666666666666,0.8
nvbench2:test:50,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.5,0.3333333333333333,0.4,1.0,1.0,0.5,0.6666666666666666,1.0,1.0,0.5,1.0,0.6666666666666666,1.0,1.0,0.6666666666666666,0.8,1.0,1.0,0.5,0.6666666666666666
nvbench2:test:51,1.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.25,0.2,0.22222222222222224,1.0,1.0,0.25,1.0,0.4,1.0,0.75,1.0,0.8571428571428571,1.0,1.0,0.8,0.888888888888889
nvbench2:test:52,1.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.6666666666666666,0.8,1.0,1.0,0.6666666666666666,0.8,1.0,1.0,0.5,1.0,0.6666666666666666,1.0,1.0,0.6666666666666666,0.8,1.0,1.0,0.6666666666666666,0.8
nvbench2:test:53,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.5,0.3333333333333333,0.4,1.0,1.0,0.5,0.6666666666666666,1.0,1.0,0.5,1.0,0.6666666666666666,1.0,1.0,0.6666666666666666,0.8,1.0,1.0,0.5,0.6666666666666666
nvbench2:test:54,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.5,0.3333333333333333,0.4,1.0,1.0,0.5,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.5,0.3333333333333333,0.4,1.0,1.0,0.5,0.6666666666666666
nvbench2:test:55,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.2,1.0,0.33333333333333337,1.0,0.6,1.0,0.7499999999999999,1.0,1.0,1.0,1.0
nvbench2:test:56,1.0,1.0,1.0,0.3333333333333333,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
nvbench2:test:57,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,1.0,0.75,0.8571428571428571,1.0,1.0,0.3333333333333333,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.75,0.8571428571428571
nvbench2:test:58,1.0,1.0,1.0,0.2,1.0,0.33333333333333337,1.0,0.4,0.6666666666666666,0.5,1.0,0.8,0.8,0.8000000000000002,1.0,1.0,0.2,1.0,0.33333333333333337,1.0,0.6,1.0,0.7499999999999999,1.0,1.0,1.0,1.0
nvbench2:test:59,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,0.6,0.7499999999999999,1.0,1.0,0.3333333333333333,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.6,0.7499999999999999
nvbench2:test:60,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.4,0.5,1.0,1.0,0.3333333333333333,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.6,0.7499999999999999
nvbench2:test:61,1.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.6666666666666666,0.8,1.0,1.0,0.6666666666666666,0.8,1.0,1.0,0.5,1.0,0.6666666666666666,1.0,1.0,0.6666666666666666,0.8,1.0,1.0,0.6666666666666666,0.8
nvbench2:test:62,1.0,1.0,1.0,0.3333333333333333,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.75,0.8571428571428571,1.0,1.0,0.3333333333333333,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.75,0.8571428571428571
nvbench2:test:63,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,1.0,0.75,0.8571428571428571,1.0,1.0,0.3333333333333333,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.75,0.8571428571428571
nvbench2:test:64,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.4,0.6666666666666666,0.5,1.0,0.8,0.8,0.8000000000000002,1.0,1.0,0.2,1.0,0.33333333333333337,1.0,0.6,1.0,0.7499999999999999,1.0,1.0,1.0,1.0
nvbench2:test:65,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,1.0,0.75,0.8571428571428571,1.0,1.0,0.3333333333333333,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.75,0.8571428571428571
nvbench2:test:66,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.2,0.3333333333333333,0.25,1.0,0.2,0.2,0.20000000000000004,1.0,1.0,0.2,1.0,0.33333333333333337,1.0,0.6,1.0,0.7499999999999999,1.0,1.0,1.0,1.0
nvbench2:test:67,1.0,1.0,1.0,0.5,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
nvbench2:test:68,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.4,0.5714285714285715,1.0,1.0,0.5,1.0,0.6666666666666666,1.0,1.0,0.6666666666666666,0.8,1.0,1.0,0.4,0.5714285714285715
nvbench2:test:69,1.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.2,0.25,1.0,1.0,0.3333333333333333,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.6,0.7499999999999999
nvbench2:test:70,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.5,0.3333333333333333,0.4,1.0,1.0,0.5,0.6666666666666666,1.0,1.0,0.5,1.0,0.6666666666666666,1.0,1.0,0.6666666666666666,0.8,1.0,1.0,0.5,0.6666666666666666
nvbench2:test:71,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.2,0.3333333333333333,0.25,1.0,0.6,0.6,0.6,1.0,1.0,0.2,1.0,0.33333333333333337,1.0,0.6,1.0,0.7499999999999999,1.0,1.0,1.0,1.0
nvbench2:test:72,1.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.6666666666666666,0.8,1.0,1.0,0.6666666666666666,0.8,1.0,1.0,0.5,1.0,0.6666666666666666,1.0,1.0,0.6666666666666666,0.8,1.0,1.0,0.6666666666666666,0.8
nvbench2:test:73,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.2,0.3333333333333333,0.25,1.0,0.6,0.6,0.6,1.0,1.0,0.2,1.0,0.33333333333333337,1.0,0.6,1.0,0.7499999999999999,1.0,1.0,1.0,1.0
nvbench2:test:74,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,1.0,0.75,0.8571428571428571,1.0,1.0,0.3333333333333333,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.75,0.8571428571428571
nvbench2:test:75,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.4,0.6666666666666666,0.5,1.0,0.8,0.8,0.8000000000000002,1.0,1.0,0.2,1.0,0.33333333333333337,1.0,0.6,1.0,0.7499999999999999,1.0,1.0,1.0,1.0
nvbench2:test:76,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,1.0,0.75,0.8571428571428571,1.0,1.0,0.3333333333333333,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.75,0.8571428571428571
nvbench2:test:77,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.25,0.3333333333333333,0.28571428571428575,1.0,0.75,0.6,0.6666666666666665,1.0,1.0,0.25,1.0,0.4,1.0,0.75,1.0,0.8571428571428571,1.0,1.0,0.8,0.888888888888889
nvbench2:test:78,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.4,0.6666666666666666,0.5,1.0,0.8,0.8,0.8000000000000002,1.0,1.0,0.2,1.0,0.33333333333333337,1.0,0.6,1.0,0.7499999999999999,1.0,1.0,1.0,1.0
nvbench2:test:79,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,1.0,0.75,0.8571428571428571,1.0,1.0,0.3333333333333333,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.75,0.8571428571428571
nvbench2:test:80,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,1.0,0.6,0.7499999999999999,1.0,1.0,0.3333333333333333,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.6,0.7499999999999999
nvbench2:test:81,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,1.0,0.75,0.8571428571428571,1.0,1.0,0.3333333333333333,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.75,0.8571428571428571
nvbench2:test:82,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.2,1.0,0.33333333333333337,1.0,0.6,1.0,0.7499999999999999,1.0,1.0,1.0,1.0
nvbench2:test:83,1.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.2,0.25,1.0,1.0,0.3333333333333333,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.6,0.7499999999999999
nvbench2:test:84,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,1.0,0.75,0.8571428571428571,1.0,1.0,0.3333333333333333,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.75,0.8571428571428571
nvbench2:test:85,1.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.2,0.25,1.0,1.0,0.3333333333333333,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.6,0.7499999999999999
nvbench2:test:86,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,1.0,0.75,0.8571428571428571,1.0,1.0,0.3333333333333333,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.75,0.8571428571428571
nvbench2:test:87,0.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.6666666666666666,0.8,1.0,1.0,0.6666666666666666,0.8,1.0,1.0,0.5,1.0,0.6666666666666666,1.0,1.0,0.6666666666666666,0.8,1.0,1.0,0.6666666666666666,0.8
nvbench2:test:88,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,1.0,0.6,0.7499999999999999,1.0,1.0,0.3333333333333333,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.6,0.7499999999999999
nvbench2:test:89,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.4,0.6666666666666666,0.5,1.0,0.8,0.8,0.8000000000000002,1.0,1.0,0.2,1.0,0.33333333333333337,1.0,0.6,1.0,0.7499999999999999,1.0,1.0,1.0,1.0
nvbench2:test:90,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,1.0,0.6,0.7499999999999999,1.0,1.0,0.3333333333333333,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.6,0.7499999999999999
nvbench2:test:91,1.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.25,0.2,0.22222222222222224,1.0,1.0,0.25,1.0,0.4,1.0,0.75,1.0,0.8571428571428571,1.0,1.0,0.8,0.888888888888889
nvbench2:test:92,1.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.6666666666666666,0.8,1.0,1.0,0.6666666666666666,0.8,1.0,1.0,0.5,1.0,0.6666666666666666,1.0,1.0,0.6666666666666666,0.8,1.0,1.0,0.6666666666666666,0.8
nvbench2:test:93,1.0,1.0,1.0,0.25,1.0,0.4,1.0,0.75,1.0,0.8571428571428571,1.0,1.0,1.0,1.0,1.0,1.0,0.25,1.0,0.4,1.0,0.75,1.0,0.8571428571428571,1.0,1.0,1.0,1.0
nvbench2:test:94,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.4,0.6666666666666666,0.5,1.0,0.8,0.8,0.8000000000000002,1.0,1.0,0.2,1.0,0.33333333333333337,1.0,0.6,1.0,0.7499999999999999,1.0,1.0,1.0,1.0
nvbench2:test:95,1.0,1.0,1.0,0.3333333333333333,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
nvbench2:test:96,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.2,1.0,0.33333333333333337,1.0,0.6,1.0,0.7499999999999999,1.0,1.0,1.0,1.0
nvbench2:test:97,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.4,0.6666666666666666,0.5,1.0,0.8,0.8,0.8000000000000002,1.0,1.0,0.2,1.0,0.33333333333333337,1.0,0.6,1.0,0.7499999999999999,1.0,1.0,1.0,1.0
nvbench2:test:98,1.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.2,0.25,1.0,1.0,0.3333333333333333,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.6,0.7499999999999999
nvbench2:test:99,1.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.6666666666666666,0.8,1.0,1.0,0.6666666666666666,0.8,1.0,1.0,0.5,1.0,0.6666666666666666,1.0,1.0,0.6666666666666666,0.8,1.0,1.0,0.6666666666666666,0.8
nvbench2:test:100,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.3333333333333333,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.6,0.7499999999999999
nvbench2:test:101,1.0,1.0,1.0,0.5,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
nvbench2:test:102,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,1.0,0.75,0.8571428571428571,1.0,1.0,0.3333333333333333,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.75,0.8571428571428571
nvbench2:test:103,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.3333333333333333,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.6,0.7499999999999999
nvbench2:test:104,1.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.2,0.25,1.0,1.0,0.3333333333333333,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.6,0.7499999999999999
nvbench2:test:105,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,0.6,0.7499999999999999,1.0,1.0,0.3333333333333333,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.6,0.7499999999999999
nvbench2:test:106,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,1.0,0.75,0.8571428571428571,1.0,1.0,0.3333333333333333,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.75,0.8571428571428571
nvbench2:test:107,1.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.2,0.25,1.0,1.0,0.3333333333333333,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.6,0.7499999999999999
nvbench2:test:108,1.0,1.0,1.0,0.2,1.0,0.33333333333333337,1.0,0.4,0.6666666666666666,0.5,1.0,0.8,0.8,0.8000000000000002,1.0,1.0,0.2,1.0,0.33333333333333337,1.0,0.6,1.0,0.7499999999999999,1.0,1.0,1.0,1.0
nvbench2:test:109,1.0,1.0,1.0,0.5,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
nvbench2:test:110,1.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.6666666666666666,0.8,1.0,1.0,0.6666666666666666,0.8,1.0,1.0,0.5,1.0,0.6666666666666666,1.0,1.0,0.6666666666666666,0.8,1.0,1.0,0.6666666666666666,0.8
nvbench2:test:111,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.3333333333333333,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.6,0.7499999999999999
nvbench2:test:112,1.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.6666666666666666,0.8,1.0,1.0,0.6666666666666666,0.8,1.0,1.0,0.5,1.0,0.6666666666666666,1.0,1.0,0.6666666666666666,0.8,1.0,1.0,0.6666666666666666,0.8
nvbench2:test:113,1.0,1.0,1.0,0.3333333333333333,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
nvbench2:test:114,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.2,1.0,0.33333333333333337,1.0,0.6,1.0,0.7499999999999999,1.0,1.0,1.0,1.0
nvbench2:test:115,1.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.6666666666666666,0.8,1.0,1.0,0.6666666666666666,0.8,1.0,1.0,0.5,1.0,0.6666666666666666,1.0,1.0,0.6666666666666666,0.8,1.0,1.0,0.6666666666666666,0.8
nvbench2:test:116,1.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.6666666666666666,0.8,1.0,1.0,0.6666666666666666,0.8,1.0,1.0,0.5,1.0,0.6666666666666666,1.0,1.0,0.6666666666666666,0.8,1.0,1.0,0.6666666666666666,0.8
nvbench2:test:117,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.4,0.6666666666666666,0.5,1.0,0.8,0.8,0.8000000000000002,1.0,1.0,0.2,1.0,0.33333333333333337,1.0,0.6,1.0,0.7499999999999999,1.0,1.0,1.0,1.0
nvbench2:test:118,0.0,1.0,1.0,0.5,1.0,0.6666666666666666,1.0,1.0,0.6666666666666666,0.8,1.0,1.0,0.6666666666666666,0.8,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.6666666666666666,0.8,1.0,1.0,0.6666666666666666,0.8
nvbench2:test:119,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.5,0.3333333333333333,0.4,1.0,1.0,0.5,0.6666666666666666,1.0,1.0,0.5,1.0,0.6666666666666666,1.0,1.0,0.6666666666666666,0.8,1.0,1.0,0.5,0.6666666666666666
nvbench2:test:120,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.5,0.3333333333333333,0.4,1.0,1.0,0.5,0.6666666666666666,1.0,1.0,0.5,1.0,0.6666666666666666,1.0,1.0,0.6666666666666666,0.8,1.0,1.0,0.5,0.6666666666666666
nvbench2:test:121,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.2,1.0,0.33333333333333337,1.0,0.6,1.0,0.7499999999999999,1.0,1.0,1.0,1.0
nvbench2:test:122,1.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.2,0.25,1.0,1.0,0.3333333333333333,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.6,0.7499999999999999
nvbench2:test:123,1.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.6666666666666666,0.8,1.0,1.0,0.6666666666666666,0.8,1.0,1.0,0.5,1.0,0.6666666666666666,1.0,1.0,0.6666666666666666,0.8,1.0,1.0,0.6666666666666666,0.8
nvbench2:test:124,1.0,1.0,1.0,0.2,1.0,0.33333333333333337,1.0,0.4,0.6666666666666666,0.5,1.0,0.8,0.8,0.8000000000000002,1.0,1.0,0.2,1.0,0.33333333333333337,1.0,0.6,1.0,0.7499999999999999,1.0,1.0,1.0,1.0
nvbench2:test:125,1.0,1.0,1.0,0.5,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
nvbench2:test:126,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.5,0.3333333333333333,0.4,1.0,1.0,0.5,0.6666666666666666,1.0,1.0,0.5,1.0,0.6666666666666666,1.0,1.0,0.6666666666666666,0.8,1.0,1.0,0.5,0.6666666666666666
nvbench2:test:127,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.5,0.3333333333333333,0.4,1.0,1.0,0.5,0.6666666666666666,1.0,1.0,0.5,1.0,0.6666666666666666,1.0,1.0,0.6666666666666666,0.8,1.0,1.0,0.5,0.6666666666666666
nvbench2:test:128,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.2,1.0,0.33333333333333337,1.0,0.6,1.0,0.7499999999999999,1.0,1.0,1.0,1.0
nvbench2:test:129,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.5,0.6666666666666666,0.5714285714285715,1.0,1.0,0.8,0.888888888888889,1.0,1.0,0.25,1.0,0.4,1.0,0.75,1.0,0.8571428571428571,1.0,1.0,0.8,0.888888888888889
nvbench2:test:130,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.5,0.3333333333333333,0.4,1.0,1.0,0.5,0.6666666666666666,1.0,1.0,0.5,1.0,0.6666666666666666,1.0,1.0,0.6666666666666666,0.8,1.0,1.0,0.5,0.6666666666666666
nvbench2:test:131,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.25,1.0,0.4,1.0,0.75,1.0,0.8571428571428571,1.0,1.0,0.8,0.888888888888889
nvbench2:test:132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nvbench2:test:133,1.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.2,0.28571428571428575,1.0,1.0,0.5,1.0,0.6666666666666666,1.0,1.0,0.6666666666666666,0.8,1.0,1.0,0.4,0.5714285714285715
nvbench2:test:134,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.25,1.0,0.4,1.0,0.75,1.0,0.8571428571428571,1.0,1.0,0.8,0.888888888888889
nvbench2:test:135,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.2,1.0,0.33333333333333337,1.0,0.6,1.0,0.7499999999999999,1.0,1.0,1.0,1.0
nvbench2:test:136,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.5,0.3333333333333333,0.4,1.0,1.0,0.5,0.6666666666666666,1.0,1.0,0.5,1.0,0.6666666666666666,1.0,1.0,0.6666666666666666,0.8,1.0,1.0,0.5,0.6666666666666666
nvbench2:test:137,1.0,1.0,1.0,0.25,1.0,0.4,1.0,0.75,1.0,0.8571428571428571,1.0,1.0,1.0,1.0,1.0,1.0,0.25,1.0,0.4,1.0,0.75,1.0,0.8571428571428571,1.0,1.0,1.0,1.0
nvbench2:test:138,1.0,1.0,1.0,0.5,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
nvbench2:test:139,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.5,0.3333333333333333,0.4,1.0,1.0,0.5,0.6666666666666666,1.0,1.0,0.5,1.0,0.6666666666666666,1.0,1.0,0.6666666666666666,0.8,1.0,1.0,0.5,0.6666666666666666
nvbench2:test:140,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.5,0.3333333333333333,0.4,1.0,1.0,0.5,0.6666666666666666,1.0,1.0,0.5,1.0,0.6666666666666666,1.0,1.0,0.6666666666666666,0.8,1.0,1.0,0.5,0.6666666666666666
nvbench2:test:141,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.5,0.3333333333333333,0.4,1.0,1.0,0.5,0.6666666666666666,1.0,1.0,0.5,1.0,0.6666666666666666,1.0,1.0,0.6666666666666666,0.8,1.0,1.0,0.5,0.6666666666666666
nvbench2:test:142,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.5,0.3333333333333333,0.4,1.0,1.0,0.5,0.6666666666666666,1.0,1.0,0.5,1.0,0.6666666666666666,1.0,1.0,0.6666666666666666,0.8,1.0,1.0,0.5,0.6666666666666666
