model,condition,n,exact_hit1,exact_hit1_ci_low,exact_hit1_ci_high,exact_hit5,exact_hit5_ci_low,exact_hit5_ci_high,core_hit1,core_hit1_ci_low,core_hit1_ci_high,core_hit5,core_hit5_ci_low,core_hit5_ci_high,top1_graded,top1_graded_ci_low,top1_graded_ci_high,any_valid,any_valid_ci_low,any_valid_ci_high,elapsed_seconds,elapsed_seconds_ci_low,elapsed_seconds_ci_high
qwen3:14b,direct,105,0.019047619047619046,0.0,0.04761904761904762,0.03809523809523809,0.009523809523809523,0.0761904761904762,0.019047619047619046,0.0,0.04761904761904762,0.03809523809523809,0.009523809523809523,0.0761904761904762,0.8273242630385488,0.8026232426303854,0.8507621315192744,0.5619047619047619,0.47619047619047616,0.6476190476190476,5.353395600409524,5.086041432994045,5.612660709244524
qwen3:14b,direct_rich,105,0.009523809523809523,0.0,0.028571428571428574,0.019047619047619046,0.0,0.047619047619047616,0.009523809523809523,0.0,0.028571428571428574,0.019047619047619046,0.0,0.047619047619047616,0.8397006802721089,0.8153467120181406,0.8626707482993197,0.5904761904761905,0.5047619047619047,0.6761904761904762,4.162232553571438,3.794333590301442,4.527891154120489
qwen3:14b,staged,105,0.2,0.13333333333333333,0.2761904761904762,0.23809523809523808,0.17142857142857143,0.3142857142857143,0.2,0.13333333333333333,0.2761904761904762,0.23809523809523808,0.1619047619047619,0.3142857142857143,0.8518730158730159,0.8229793650793651,0.8777777777777778,0.5714285714285714,0.4857142857142857,0.6571428571428571,16.263295884161916,15.747566187599995,16.7856310124612
