model,contrast,n,delta_exact_hit1,delta_exact_hit1_ci_low,delta_exact_hit1_ci_high,delta_exact_hit5,delta_exact_hit5_ci_low,delta_exact_hit5_ci_high,delta_core_hit1,delta_core_hit1_ci_low,delta_core_hit1_ci_high,delta_core_hit5,delta_core_hit5_ci_low,delta_core_hit5_ci_high,delta_top1_graded,delta_top1_graded_ci_low,delta_top1_graded_ci_high,delta_any_valid,delta_any_valid_ci_low,delta_any_valid_ci_high,delta_elapsed_seconds,delta_elapsed_seconds_ci_low,delta_elapsed_seconds_ci_high
qwen3:14b,direct-rich minus direct-basic,105,-0.009523809523809523,-0.028571428571428574,0.0,-0.019047619047619046,-0.04761904761904762,0.0,-0.009523809523809523,-0.028571428571428574,0.0,-0.019047619047619046,-0.04761904761904762,0.0,0.012376417233560096,0.0009792517006802796,0.02495272108843537,0.02857142857142857,-0.04761904761904762,0.10476190476190476,-1.1911630468380856,-1.53072637303737,-0.8370043221826059
qwen3:14b,staged-rich minus direct-rich,105,0.19047619047619047,0.12380952380952381,0.26666666666666666,0.21904761904761905,0.14285714285714285,0.295476190476187,0.19047619047619047,0.12380952380952381,0.26666666666666666,0.21904761904761905,0.14285714285714285,0.29523809523809524,0.012172335600907028,-0.008603741496598654,0.03343310657596371,-0.019047619047619046,-0.12380952380952381,0.08571428571428572,12.10106333059048,11.552516612759268,12.673094891806898
qwen3:14b,staged-rich minus direct-basic (secondary),105,0.18095238095238095,0.11428571428571428,0.2571428571428571,0.2,0.12380952380952381,0.2857142857142857,0.18095238095238095,0.11428571428571428,0.2571428571428571,0.2,0.12380952380952381,0.2761904761904762,0.024548752834467124,0.0025623582766439897,0.04606133786848068,0.00952380952380952,-0.09523809523809523,0.11428571428571428,10.909900283752393,10.3783394557714,11.473878540447632
