record_id,model,condition,gold_family,gold_count,candidate_count,exact_recall@5,core_recall@5,component_identical_recall@5,matched_recall@5_tau80,matched_recall@5_tau90,exact_recovered,core_recovered,component_identical_recovered,matched_recovered_tau80,matched_recovered_tau90,elapsed_seconds,prompt_tokens,generated_tokens,total_tokens
nvbench2:dev:176,mistral-small:24b,direct,line,5,2,0.0,0.0,0.2,0.4,0.4,0,0,1,2,2,4.533345124999869,433,105,538
nvbench2:dev:182,mistral-small:24b,direct,rect,2,5,0.0,0.0,0.0,0.5,0.0,0,0,0,1,0,14.554945750000115,535,358,893
nvbench2:dev:188,mistral-small:24b,direct,rect,3,5,0.0,0.0,1.0,1.0,1.0,0,0,3,3,3,13.41942095899958,427,341,768
nvbench2:dev:191,mistral-small:24b,direct,rect,2,4,0.0,0.0,0.0,0.5,0.0,0,0,0,1,0,9.13839525000003,426,228,654
nvbench2:dev:203,mistral-small:24b,direct,bar+line,4,5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,10.041077458000473,535,238,773
nvbench2:dev:214,mistral-small:24b,direct,rect,5,5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,11.381462250000368,519,276,795
nvbench2:dev:223,mistral-small:24b,direct,boxplot,5,2,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,4.764518209000016,520,105,625
nvbench2:dev:228,mistral-small:24b,direct,rect,4,2,0.0,0.0,0.0,0.25,0.0,0,0,0,1,0,6.8409619579997525,543,154,697
nvbench2:dev:232,mistral-small:24b,direct,arc,2,3,0.0,0.0,1.0,1.0,1.0,0,0,2,2,2,6.656755416000124,526,150,676
nvbench2:dev:245,mistral-small:24b,direct,line,3,1,0.0,0.0,0.0,0.3333333333333333,0.0,0,0,0,1,0,4.644350834000761,638,88,726
nvbench2:dev:252,mistral-small:24b,direct,rect,1,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,4.024869583000509,412,93,505
nvbench2:dev:253,mistral-small:24b,direct,arc+bar+line,3,3,0.0,0.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0,0,1,2,1,6.156970957999874,421,149,570
nvbench2:dev:255,mistral-small:24b,direct,bar,3,1,0.0,0.0,0.0,0.3333333333333333,0.0,0,0,0,1,0,3.7177488340003038,434,85,519
nvbench2:dev:256,mistral-small:24b,direct,rect,2,1,0.0,0.0,0.0,0.5,0.0,0,0,0,1,0,5.198300625000229,442,122,564
nvbench2:dev:259,mistral-small:24b,direct,point,2,5,0.0,0.0,0.0,0.5,0.0,0,0,0,1,0,11.129086875000212,572,261,833
nvbench2:dev:278,mistral-small:24b,direct,arc,3,2,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0,0,1,1,1,4.662732249999863,508,103,611
nvbench2:dev:283,mistral-small:24b,direct,rect,2,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,5.122651792000397,691,92,783
nvbench2:dev:286,mistral-small:24b,direct,bar,2,2,0.0,0.0,0.0,1.0,0.5,0,0,0,2,1,5.707563959000254,680,109,789
nvbench2:dev:292,mistral-small:24b,direct,rect,2,5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,20.324575082999218,713,483,1196
nvbench2:dev:296,mistral-small:24b,direct,bar,2,5,0.0,0.0,0.0,1.0,0.5,0,0,0,2,1,12.169383374999597,681,276,957
nvbench2:dev:298,mistral-small:24b,direct,bar,2,3,0.0,0.0,0.0,1.0,1.0,0,0,0,2,2,7.92353466700024,684,167,851
nvbench2:dev:300,mistral-small:24b,direct,arc,2,5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,8.704590250000365,675,186,861
nvbench2:dev:302,mistral-small:24b,direct,rect,3,2,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,4.717972916999315,492,105,597
nvbench2:dev:307,mistral-small:24b,direct,rect,3,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,5.285793707999801,510,116,626
nvbench2:dev:314,mistral-small:24b,direct,arc,2,2,0.0,0.0,0.5,0.5,0.5,0,0,1,1,1,4.870506041999761,529,103,632
nvbench2:dev:315,mistral-small:24b,direct,bar,2,3,0.0,0.0,0.0,1.0,0.5,0,0,0,2,1,7.329571582999961,533,165,698
nvbench2:dev:317,mistral-small:24b,direct,rect,2,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,5.618571832999805,548,120,668
nvbench2:dev:319,mistral-small:24b,direct,boxplot,5,3,0.0,0.0,0.2,0.4,0.2,0,0,1,2,1,7.45770312500008,531,169,700
nvbench2:dev:326,mistral-small:24b,direct,rect,2,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,4.748310500000116,473,106,579
nvbench2:dev:327,mistral-small:24b,direct,boxplot,2,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,6.787796708999849,451,161,612
nvbench2:dev:331,mistral-small:24b,direct,bar,4,1,0.0,0.0,0.25,0.25,0.25,0,0,1,1,1,4.881730874999448,476,109,585
nvbench2:dev:332,mistral-small:24b,direct,arc,3,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,6.330763124999976,444,149,593
nvbench2:dev:336,mistral-small:24b,direct,arc,5,1,0.0,0.0,0.0,0.2,0.0,0,0,0,1,0,3.635247750000417,455,80,535
nvbench2:dev:338,mistral-small:24b,direct,rect,3,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,6.624262792000081,451,157,608
nvbench2:dev:340,mistral-small:24b,direct,rect,3,2,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,4.525060166999538,457,103,560
nvbench2:dev:346,mistral-small:24b,direct,bar+line+rect,5,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,4.306436790999214,541,88,629
nvbench2:dev:358,mistral-small:24b,direct,bar,2,5,0.0,0.0,0.5,1.0,1.0,0,0,1,2,2,13.1609371250006,532,314,846
nvbench2:dev:362,mistral-small:24b,direct,rect,3,4,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,12.749461291999978,470,309,779
nvbench2:dev:367,mistral-small:24b,direct,bar,2,2,0.0,0.0,0.0,0.5,0.5,0,0,0,1,1,4.69238170799963,461,103,564
nvbench2:dev:381,mistral-small:24b,direct,rect,3,3,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0,0,0,2,1,8.347483375000593,502,193,695
nvbench2:dev:383,mistral-small:24b,direct,rect,3,2,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,4.567679457999475,473,101,574
nvbench2:dev:384,mistral-small:24b,direct,bar,3,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,5.244291957999849,494,113,607
nvbench2:dev:388,mistral-small:24b,direct,rect,1,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,4.97132154099927,431,115,546
nvbench2:dev:394,mistral-small:24b,direct,arc,2,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,6.1974371670003165,425,148,573
nvbench2:dev:398,mistral-small:24b,direct,line,4,2,0.0,0.0,0.25,0.5,0.25,0,0,1,2,1,4.436573291000059,411,103,514
nvbench2:dev:403,mistral-small:24b,direct,point,2,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,3.8885284999996657,467,83,550
nvbench2:dev:405,mistral-small:24b,direct,bar,5,3,0.0,0.0,0.2,0.4,0.4,0,0,1,2,2,6.315729916999771,456,147,603
nvbench2:dev:421,mistral-small:24b,direct,arc,3,5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,10.73345529100061,627,239,866
nvbench2:dev:422,mistral-small:24b,direct,arc,5,1,0.0,0.0,0.0,0.2,0.0,0,0,0,1,0,5.06939812499968,642,96,738
nvbench2:dev:436,mistral-small:24b,direct,point,3,2,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,5.017907584000568,576,101,677
nvbench2:dev:444,mistral-small:24b,direct,point,2,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,16.84840633299973,589,398,987
nvbench2:dev:445,mistral-small:24b,direct,boxplot,4,2,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,5.616764999999759,575,116,691
nvbench2:dev:455,mistral-small:24b,direct,bar,2,2,0.0,0.0,0.0,1.0,1.0,0,0,0,2,2,4.7135495000002265,465,104,569
nvbench2:dev:457,mistral-small:24b,direct,arc,2,2,0.0,0.0,0.5,0.5,0.5,0,0,1,1,1,4.676969583000755,467,103,570
nvbench2:dev:462,mistral-small:24b,direct,bar,3,1,0.0,0.0,0.0,0.3333333333333333,0.0,0,0,0,1,0,4.264734291999957,431,95,526
nvbench2:dev:463,mistral-small:24b,direct,bar+line+point,4,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,7.088456917000258,700,139,839
nvbench2:dev:465,mistral-small:24b,direct,arc,5,2,0.0,0.0,0.2,0.2,0.2,0,0,1,1,1,5.433668667000347,661,101,762
nvbench2:dev:470,mistral-small:24b,direct,boxplot,5,2,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,5.1688797080005315,660,94,754
nvbench2:dev:475,mistral-small:24b,direct,bar+line,4,4,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,10.832907666999745,666,237,903
nvbench2:dev:485,mistral-small:24b,direct,bar,3,1,0.0,0.0,0.0,0.3333333333333333,0.0,0,0,0,1,0,3.7836453750005603,433,81,514
nvbench2:dev:492,mistral-small:24b,direct,arc,5,2,0.0,0.0,0.2,0.2,0.2,0,0,1,1,1,5.147605124999245,442,117,559
nvbench2:dev:495,mistral-small:24b,direct,boxplot,3,3,0.0,0.0,0.0,1.0,0.0,0,0,0,3,0,7.3424601669994445,440,174,614
nvbench2:dev:498,mistral-small:24b,direct,arc,2,3,0.0,0.0,0.0,1.0,0.0,0,0,0,2,0,10.767170500000248,411,263,674
nvbench2:dev:499,mistral-small:24b,direct,line,3,2,0.0,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0,0,1,2,2,4.554542625000067,402,105,507
nvbench2:dev:507,mistral-small:24b,direct,rect,2,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,14.577811709000343,529,347,876
nvbench2:dev:508,mistral-small:24b,direct,arc,2,2,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,4.7871389160000035,519,101,620
nvbench2:dev:515,mistral-small:24b,direct,line,4,1,0.0,0.0,0.25,0.25,0.25,0,0,1,1,1,3.822524749999502,439,85,524
nvbench2:dev:531,mistral-small:24b,direct,bar,2,3,0.0,0.0,0.0,1.0,1.0,0,0,0,2,2,7.176272833000439,510,163,673
nvbench2:dev:538,mistral-small:24b,direct,arc,2,2,0.0,0.0,1.0,1.0,1.0,0,0,2,2,2,4.452119042000049,397,103,500
nvbench2:dev:540,mistral-small:24b,direct,bar,2,2,0.0,0.0,0.0,1.0,0.5,0,0,0,2,1,4.89766150000014,448,111,559
nvbench2:dev:551,mistral-small:24b,direct,line,4,2,0.0,0.0,0.5,0.5,0.5,0,0,2,2,2,4.519459500000266,406,105,511
nvbench2:dev:554,mistral-small:24b,direct,point,2,2,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,3.9557201249999707,400,91,491
nvbench2:dev:562,mistral-small:24b,direct,bar,3,5,0.0,0.0,0.6666666666666666,1.0,1.0,0,0,2,3,3,14.54248170899973,464,355,819
nvbench2:dev:568,mistral-small:24b,direct,line,5,2,0.0,0.0,0.2,0.4,0.2,0,0,1,2,1,4.47018158300034,426,103,529
nvbench2:dev:571,mistral-small:24b,direct,rect,3,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,6.024335666999832,514,136,650
nvbench2:dev:572,mistral-small:24b,direct,bar,2,2,0.0,0.0,0.0,1.0,0.5,0,0,0,2,1,4.877574375000222,497,105,602
nvbench2:dev:573,mistral-small:24b,direct,point,2,5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,10.273162040999523,489,247,736
nvbench2:dev:603,mistral-small:24b,direct,rect,3,2,0.0,0.0,0.0,0.3333333333333333,0.0,0,0,0,1,0,4.932856708000145,479,111,590
nvbench2:dev:605,mistral-small:24b,direct,line,4,2,0.0,0.0,0.0,0.25,0.25,0,0,0,1,1,4.638039041999946,478,103,581
nvbench2:dev:606,mistral-small:24b,direct,bar,2,2,0.0,0.0,0.0,1.0,0.5,0,0,0,2,1,4.7953912919992945,477,107,584
nvbench2:dev:612,mistral-small:24b,direct,arc,3,2,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0,0,1,1,1,4.913721667000573,549,103,652
nvbench2:dev:614,mistral-small:24b,direct,bar,2,5,0.0,0.0,1.0,1.0,1.0,0,0,2,2,2,11.656514249999418,552,277,829
nvbench2:dev:628,mistral-small:24b,direct,rect,2,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,6.348258250000072,636,131,767
nvbench2:dev:641,mistral-small:24b,direct,rect,2,3,0.0,0.0,1.0,1.0,1.0,0,0,2,2,2,8.31004487500013,418,205,623
nvbench2:dev:642,mistral-small:24b,direct,line,5,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,3.6776700000000346,430,83,513
nvbench2:dev:644,mistral-small:24b,direct,bar+line,2,4,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,11.694612458999472,539,280,819
nvbench2:dev:647,mistral-small:24b,direct,bar,2,5,0.0,0.0,0.0,1.0,1.0,0,0,0,2,2,12.793471417000546,539,310,849
nvbench2:dev:651,mistral-small:24b,direct,bar,5,5,0.0,0.0,0.0,0.4,0.4,0,0,0,2,2,10.288671249999425,536,244,780
nvbench2:dev:655,mistral-small:24b,direct,line,2,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,14.6381784160003,590,352,942
nvbench2:dev:666,mistral-small:24b,direct,line,2,4,0.0,0.0,0.0,0.5,0.5,0,0,0,1,1,11.106896541999959,575,264,839
nvbench2:dev:672,mistral-small:24b,direct,bar,4,3,0.0,0.0,0.25,0.75,0.75,0,0,1,3,3,6.376401707999321,440,155,595
nvbench2:dev:675,mistral-small:24b,direct,bar,4,5,0.0,0.0,0.25,1.0,0.75,0,0,1,4,3,9.95906045800075,440,249,689
nvbench2:dev:681,mistral-small:24b,direct,bar,2,3,0.0,0.0,0.0,1.0,1.0,0,0,0,2,2,6.8424984170014795,524,161,685
nvbench2:dev:683,mistral-small:24b,direct,bar,2,1,0.0,0.0,0.0,0.5,0.0,0,0,0,1,0,5.206684000000678,555,114,669
nvbench2:dev:684,mistral-small:24b,direct,bar,2,2,0.0,0.0,0.0,0.5,0.0,0,0,0,1,0,5.398245083000802,526,119,645
nvbench2:dev:713,mistral-small:24b,direct,bar,5,1,0.0,0.0,0.0,0.2,0.0,0,0,0,1,0,3.559058292001282,421,84,505
nvbench2:dev:715,mistral-small:24b,direct,point,3,2,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,4.719984084000316,544,101,645
nvbench2:dev:716,mistral-small:24b,direct,boxplot,4,3,0.0,0.0,0.5,0.5,0.5,0,0,2,2,2,6.677635584001109,545,152,697
nvbench2:dev:717,mistral-small:24b,direct,boxplot,2,2,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,4.476291083999968,543,96,639
nvbench2:dev:718,mistral-small:24b,direct,boxplot,2,3,0.0,0.0,0.0,1.0,0.0,0,0,0,2,0,7.242410041999392,544,167,711
nvbench2:dev:719,mistral-small:24b,direct,arc,2,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,4.555846541999927,562,94,656
nvbench2:dev:721,mistral-small:24b,direct,boxplot,4,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,4.140552833998299,553,90,643
nvbench2:dev:723,mistral-small:24b,direct,boxplot,2,2,0.0,0.0,0.0,0.5,0.0,0,0,0,1,0,4.049320166999678,539,83,622
nvbench2:dev:725,mistral-small:24b,direct,boxplot,2,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,7.0473374590001185,543,163,706
nvbench2:dev:732,mistral-small:24b,direct,bar+line+rect,5,3,0.0,0.0,0.0,0.4,0.4,0,0,0,2,2,7.198037791000388,624,157,781
nvbench2:dev:733,mistral-small:24b,direct,bar+line+rect,5,5,0.0,0.0,0.0,0.4,0.2,0,0,0,2,1,10.896669750000001,620,257,877
nvbench2:dev:17,mistral-small:24b,direct_rich,line,5,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,5.202930208999533,586,89,675
nvbench2:dev:22,mistral-small:24b,direct_rich,boxplot,3,3,0.0,0.0,0.0,0.3333333333333333,0.0,0,0,0,1,0,6.629160000000411,562,158,720
nvbench2:dev:23,mistral-small:24b,direct_rich,point,4,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,7.329292082999018,563,173,736
nvbench2:dev:25,mistral-small:24b,direct_rich,rect,5,5,0.0,0.0,0.2,0.6,0.4,0,0,1,3,2,11.934833958001036,564,295,859
nvbench2:dev:33,mistral-small:24b,direct_rich,arc,4,1,0.0,0.0,0.25,0.25,0.25,0,0,1,1,1,4.083588208999572,571,89,660
nvbench2:dev:34,mistral-small:24b,direct_rich,point,2,3,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,5.840621374998591,480,141,621
nvbench2:dev:35,mistral-small:24b,direct_rich,bar+line+point+rect,4,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,3.3197810420006135,483,79,562
nvbench2:dev:39,mistral-small:24b,direct_rich,arc,3,1,0.0,0.0,0.0,0.3333333333333333,0.0,0,0,0,1,0,4.101628000000346,584,88,672
nvbench2:dev:40,mistral-small:24b,direct_rich,rect,4,2,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2.7626479169994127,570,52,622
nvbench2:dev:41,mistral-small:24b,direct_rich,arc,3,2,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0,0,1,1,1,4.735568333000629,577,103,680
nvbench2:dev:48,mistral-small:24b,direct_rich,arc,2,2,0.0,0.0,0.5,0.5,0.5,0,0,1,1,1,4.364933207998547,503,103,606
nvbench2:dev:49,mistral-small:24b,direct_rich,line,2,2,0.0,0.0,0.5,1.0,1.0,0,0,1,2,2,4.992614834000051,501,117,618
nvbench2:dev:51,mistral-small:24b,direct_rich,bar,5,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,3.7649164170015865,511,85,596
nvbench2:dev:54,mistral-small:24b,direct_rich,bar,2,3,0.0,0.0,0.0,0.5,0.5,0,0,0,1,1,6.176093250000122,514,149,663
nvbench2:dev:57,mistral-small:24b,direct_rich,rect,3,4,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0,0,0,2,2,12.471315499999037,512,312,824
nvbench2:dev:61,mistral-small:24b,direct_rich,arc,2,2,0.0,0.0,0.5,0.5,0.5,0,0,1,1,1,4.6037391669997305,549,103,652
nvbench2:dev:63,mistral-small:24b,direct_rich,arc,5,5,0.0,0.0,0.4,0.4,0.4,0,0,2,2,2,9.932546916999854,546,242,788
nvbench2:dev:68,mistral-small:24b,direct_rich,arc,2,1,0.0,0.0,0.5,0.5,0.5,0,0,1,1,1,4.4096370409988594,569,96,665
nvbench2:dev:72,mistral-small:24b,direct_rich,arc,2,1,0.0,0.0,0.0,0.5,0.0,0,0,0,1,0,4.596153500000582,675,88,763
nvbench2:dev:73,mistral-small:24b,direct_rich,arc,2,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2.5596475409984123,666,31,697
nvbench2:dev:76,mistral-small:24b,direct_rich,bar,5,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,4.202395833999617,678,84,762
nvbench2:dev:83,mistral-small:24b,direct_rich,arc,4,2,0.0,0.0,0.25,0.25,0.25,0,0,1,1,1,4.902104000000691,604,103,707
nvbench2:dev:84,mistral-small:24b,direct_rich,rect,5,5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,11.452698208000584,604,275,879
nvbench2:dev:89,mistral-small:24b,direct_rich,arc,3,2,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0,0,1,1,1,4.791209375000108,603,101,704
nvbench2:dev:92,mistral-small:24b,direct_rich,arc,3,1,0.0,0.0,0.0,0.3333333333333333,0.0,0,0,0,1,0,4.242065874999753,611,87,698
nvbench2:dev:97,mistral-small:24b,direct_rich,line,2,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,3.8756103750001785,524,87,611
nvbench2:dev:103,mistral-small:24b,direct_rich,boxplot,4,3,0.0,0.0,0.25,0.25,0.25,0,0,1,1,1,6.235180375000709,521,148,669
nvbench2:dev:105,mistral-small:24b,direct_rich,arc,2,2,0.0,0.0,0.5,0.5,0.5,0,0,1,1,1,4.999375416999101,522,117,639
nvbench2:dev:108,mistral-small:24b,direct_rich,boxplot,2,2,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,4.71222087499882,521,108,629
nvbench2:dev:112,mistral-small:24b,direct_rich,boxplot,2,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,4.4130784580011095,577,96,673
nvbench2:dev:114,mistral-small:24b,direct_rich,line,2,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,4.90680274999977,583,107,690
nvbench2:dev:116,mistral-small:24b,direct_rich,arc,3,1,0.0,0.0,0.0,0.3333333333333333,0.0,0,0,0,1,0,4.207860250000522,583,89,672
nvbench2:dev:118,mistral-small:24b,direct_rich,rect,2,2,0.0,0.0,0.0,1.0,0.5,0,0,0,2,1,6.1168137500008015,568,137,705
nvbench2:dev:127,mistral-small:24b,direct_rich,arc,2,2,0.0,0.0,1.0,1.0,1.0,0,0,2,2,2,4.712423208000473,594,103,697
nvbench2:dev:136,mistral-small:24b,direct_rich,boxplot,2,2,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,5.155607874999987,499,119,618
nvbench2:dev:138,mistral-small:24b,direct_rich,bar,3,1,0.0,0.0,0.0,0.3333333333333333,0.0,0,0,0,1,0,3.7684633749995555,480,88,568
nvbench2:dev:139,mistral-small:24b,direct_rich,line,4,2,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,4.5484736660000635,476,105,581
nvbench2:dev:143,mistral-small:24b,direct_rich,rect,3,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2.1161199170001055,532,38,570
nvbench2:dev:144,mistral-small:24b,direct_rich,bar,2,2,0.0,0.0,0.0,1.0,0.5,0,0,0,2,1,4.940459584000564,534,111,645
nvbench2:dev:149,mistral-small:24b,direct_rich,point,2,5,0.0,0.0,0.0,0.5,0.0,0,0,0,1,0,10.83608995800023,591,259,850
nvbench2:dev:157,mistral-small:24b,direct_rich,point,5,5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,10.786840124999799,586,257,843
nvbench2:dev:158,mistral-small:24b,direct_rich,point,5,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,3.878524584000843,599,79,678
nvbench2:dev:165,mistral-small:24b,direct_rich,line,5,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,5.264581625000574,555,116,671
nvbench2:dev:167,mistral-small:24b,direct_rich,bar,5,1,0.0,0.0,0.0,0.2,0.0,0,0,0,1,0,3.8436417920001986,509,85,594
nvbench2:dev:176,mistral-small:24b,direct_rich,line,5,2,0.0,0.0,0.2,0.4,0.4,0,0,1,2,2,4.555110458000854,503,105,608
nvbench2:dev:182,mistral-small:24b,direct_rich,rect,2,5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,12.208276082999873,605,288,893
nvbench2:dev:188,mistral-small:24b,direct_rich,rect,3,2,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,5.1922590829999535,497,123,620
nvbench2:dev:191,mistral-small:24b,direct_rich,rect,2,4,0.0,0.0,0.0,0.5,0.0,0,0,0,1,0,9.29329004200008,496,228,724
nvbench2:dev:203,mistral-small:24b,direct_rich,bar+line,4,5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,10.203324791000341,605,238,843
nvbench2:dev:214,mistral-small:24b,direct_rich,rect,5,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1.9869117500002176,589,28,617
nvbench2:dev:223,mistral-small:24b,direct_rich,boxplot,5,2,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,4.8325965000003634,590,105,695
nvbench2:dev:228,mistral-small:24b,direct_rich,rect,4,1,0.0,0.0,0.0,0.25,0.0,0,0,0,1,0,5.116912417001004,613,108,721
nvbench2:dev:232,mistral-small:24b,direct_rich,arc,2,3,0.0,0.0,1.0,1.0,1.0,0,0,2,2,2,6.829185624999809,596,150,746
nvbench2:dev:245,mistral-small:24b,direct_rich,line,3,1,0.0,0.0,0.0,0.3333333333333333,0.0,0,0,0,1,0,4.470352041000297,708,83,791
nvbench2:dev:252,mistral-small:24b,direct_rich,rect,1,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,3.8815703749987733,482,87,569
nvbench2:dev:253,mistral-small:24b,direct_rich,arc+bar+line,3,3,0.0,0.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0,0,1,2,1,6.221057834000021,491,149,640
nvbench2:dev:255,mistral-small:24b,direct_rich,bar,3,1,0.0,0.0,0.0,0.3333333333333333,0.0,0,0,0,1,0,3.8289485830009653,504,85,589
nvbench2:dev:256,mistral-small:24b,direct_rich,rect,2,1,0.0,0.0,0.0,0.5,0.0,0,0,0,1,0,5.262567415999001,512,122,634
nvbench2:dev:259,mistral-small:24b,direct_rich,point,2,5,0.0,0.0,0.0,0.5,0.0,0,0,0,1,0,10.61146374999953,642,244,886
nvbench2:dev:278,mistral-small:24b,direct_rich,arc,3,2,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0,0,1,1,1,4.790343207998376,578,103,681
nvbench2:dev:283,mistral-small:24b,direct_rich,rect,2,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,10.8403289580001,761,235,996
nvbench2:dev:286,mistral-small:24b,direct_rich,bar,2,2,0.0,0.0,0.0,1.0,0.5,0,0,0,2,1,5.716614167000444,750,109,859
nvbench2:dev:292,mistral-small:24b,direct_rich,rect,2,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,16.415915583000242,783,376,1159
nvbench2:dev:296,mistral-small:24b,direct_rich,bar,2,5,0.0,0.0,0.5,1.0,1.0,0,0,1,2,2,12.683732958999826,751,285,1036
nvbench2:dev:298,mistral-small:24b,direct_rich,bar,2,3,0.0,0.0,0.5,1.0,1.0,0,0,1,2,2,13.427070666000873,754,303,1057
nvbench2:dev:300,mistral-small:24b,direct_rich,arc,2,5,0.0,0.0,1.0,1.0,1.0,0,0,2,2,2,10.922960166999474,745,241,986
nvbench2:dev:302,mistral-small:24b,direct_rich,rect,3,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2.1585331250007584,562,37,599
nvbench2:dev:307,mistral-small:24b,direct_rich,rect,3,2,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,14.921251333000328,580,360,940
nvbench2:dev:314,mistral-small:24b,direct_rich,arc,2,1,0.0,0.0,0.5,0.5,0.5,0,0,1,1,1,3.091386000000057,599,57,656
nvbench2:dev:315,mistral-small:24b,direct_rich,bar,2,3,0.0,0.0,0.0,1.0,0.5,0,0,0,2,1,7.446938583998417,603,165,768
nvbench2:dev:317,mistral-small:24b,direct_rich,rect,2,5,0.0,0.0,0.0,0.5,0.0,0,0,0,1,0,26.496821041999283,618,646,1264
nvbench2:dev:319,mistral-small:24b,direct_rich,boxplot,5,3,0.0,0.0,0.2,0.4,0.2,0,0,1,2,1,7.630821999999171,601,170,771
nvbench2:dev:326,mistral-small:24b,direct_rich,rect,2,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,4.811904624999443,543,106,649
nvbench2:dev:327,mistral-small:24b,direct_rich,boxplot,2,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,6.887020416999803,521,161,682
