record_id,model,condition,gold_family,gold_count,candidate_count,exact_recall@5,core_recall@5,component_identical_recall@5,matched_recall@5_tau80,matched_recall@5_tau90,exact_recovered,core_recovered,component_identical_recovered,matched_recovered_tau80,matched_recovered_tau90,elapsed_seconds,prompt_tokens,generated_tokens,total_tokens
nvbench2:dev:551,gemma3:27b,staged,line,4,1,0.0,0.0,0.0,0.25,0.0,0,0,0,1,0,26.309444125000482,398,521,919
nvbench2:dev:554,gemma3:27b,staged,point,2,1,0.0,0.0,0.0,0.5,0.0,0,0,0,1,0,23.340450749999945,390,461,851
nvbench2:dev:562,gemma3:27b,staged,bar,3,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1,1,1,1,1,22.682738542000152,456,442,898
nvbench2:dev:568,gemma3:27b,staged,line,5,1,0.0,0.0,0.0,0.2,0.2,0,0,0,1,1,24.444016500000544,420,489,909
nvbench2:dev:571,gemma3:27b,staged,rect,3,1,0.0,0.0,0.0,0.3333333333333333,0.0,0,0,0,1,0,33.92805745900023,504,678,1182
nvbench2:dev:572,gemma3:27b,staged,bar,2,1,0.0,0.0,0.0,0.5,0.5,0,0,0,1,1,25.393964167000377,488,500,988
nvbench2:dev:573,gemma3:27b,staged,point,2,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,23.013693375000003,480,451,931
nvbench2:dev:603,gemma3:27b,staged,rect,3,1,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0,0,0,1,1,28.544270791999224,471,565,1036
nvbench2:dev:605,gemma3:27b,staged,line,4,1,0.25,0.25,0.25,0.25,0.25,1,1,1,1,1,25.222796791999826,470,492,962
nvbench2:dev:606,gemma3:27b,staged,bar,2,1,0.0,0.0,0.0,0.5,0.0,0,0,0,1,0,24.841341207999903,469,482,951
nvbench2:dev:612,gemma3:27b,staged,arc,3,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1,1,1,1,1,23.709768000000622,551,447,998
nvbench2:dev:614,gemma3:27b,staged,bar,2,1,0.0,0.0,0.0,0.5,0.0,0,0,0,1,0,30.63297091700042,554,588,1142
nvbench2:dev:628,gemma3:27b,staged,rect,2,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,34.30046299999958,637,652,1289
nvbench2:dev:641,gemma3:27b,staged,rect,2,1,0.0,0.0,0.0,0.5,0.5,0,0,0,1,1,25.31983500000024,411,487,898
nvbench2:dev:642,gemma3:27b,staged,line,5,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,28.96202995800013,423,556,979
nvbench2:dev:644,gemma3:27b,staged,bar+line,2,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,29.514820415999566,544,560,1104
nvbench2:dev:647,gemma3:27b,staged,bar,2,1,0.0,0.0,0.0,0.5,0.0,0,0,0,1,0,28.781013000000712,544,545,1089
nvbench2:dev:651,gemma3:27b,staged,bar,5,1,0.0,0.0,0.0,0.2,0.0,0,0,0,1,0,26.58669241700045,541,493,1034
nvbench2:dev:655,gemma3:27b,staged,line,2,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,30.704664667000543,582,573,1155
nvbench2:dev:666,gemma3:27b,staged,line,2,2,0.0,0.0,0.0,0.5,0.0,0,0,0,1,0,27.488145415999497,569,512,1081
nvbench2:dev:672,gemma3:27b,staged,bar,4,1,0.25,0.25,0.25,0.25,0.25,1,1,1,1,1,22.45381995900061,434,423,857
nvbench2:dev:675,gemma3:27b,staged,bar,4,1,0.25,0.25,0.25,0.25,0.25,1,1,1,1,1,23.663698416000443,434,449,883
nvbench2:dev:681,gemma3:27b,staged,bar,2,1,0.0,0.0,0.0,0.5,0.0,0,0,0,1,0,27.869790499999908,512,526,1038
nvbench2:dev:683,gemma3:27b,staged,bar,2,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,28.936718916000245,543,545,1088
nvbench2:dev:684,gemma3:27b,staged,bar,2,1,0.0,0.0,0.0,0.5,0.0,0,0,0,1,0,28.235006792000604,514,534,1048
nvbench2:dev:713,gemma3:27b,staged,bar,5,1,0.0,0.0,0.0,0.2,0.0,0,0,0,1,0,30.70001633300035,416,599,1015
nvbench2:dev:715,gemma3:27b,staged,point,3,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,25.39569158300037,537,481,1018
nvbench2:dev:716,gemma3:27b,staged,boxplot,4,1,0.25,0.25,0.25,0.25,0.25,1,1,1,1,1,28.914556958000503,538,553,1091
nvbench2:dev:717,gemma3:27b,staged,boxplot,2,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,24.3264851670001,536,460,996
nvbench2:dev:718,gemma3:27b,staged,boxplot,2,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,25.98427237499982,537,500,1037
nvbench2:dev:719,gemma3:27b,staged,arc,2,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,26.878797624999606,555,517,1072
nvbench2:dev:721,gemma3:27b,staged,boxplot,4,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,26.729892333999487,546,515,1061
nvbench2:dev:723,gemma3:27b,staged,boxplot,2,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,20.137817165999877,532,382,914
nvbench2:dev:725,gemma3:27b,staged,boxplot,2,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,22.177152499999465,536,426,962
nvbench2:dev:732,gemma3:27b,staged,bar+line+rect,5,2,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,30.31127133299924,620,587,1207
nvbench2:dev:733,gemma3:27b,staged,bar+line+rect,5,2,0.0,0.0,0.0,0.2,0.2,0,0,0,1,1,29.563302707999355,618,568,1186
nvbench2:dev:17,llama3.2:3b,direct,line,5,5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,4.297105458999795,334,339,673
nvbench2:dev:22,llama3.2:3b,direct,boxplot,3,2,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1.8357600829995135,351,253,604
nvbench2:dev:23,llama3.2:3b,direct,point,4,5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1.968233374999727,352,280,632
nvbench2:dev:25,llama3.2:3b,direct,rect,5,5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2.392876249999972,352,334,686
nvbench2:dev:33,llama3.2:3b,direct,arc,4,5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1.656942290999723,360,213,573
nvbench2:dev:34,llama3.2:3b,direct,point,2,5,0.0,0.0,0.0,0.5,0.0,0,0,0,1,0,2.018472207999366,267,282,549
nvbench2:dev:35,llama3.2:3b,direct,bar+line+point+rect,4,5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2.4634194159998515,268,343,611
nvbench2:dev:39,llama3.2:3b,direct,arc,3,5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1.9004317920007452,352,250,602
nvbench2:dev:40,llama3.2:3b,direct,rect,4,5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1.7342781249999462,338,229,567
nvbench2:dev:41,llama3.2:3b,direct,arc,3,5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2.6042012090001663,345,362,707
nvbench2:dev:48,llama3.2:3b,direct,arc,2,5,0.0,0.0,0.0,0.5,0.0,0,0,0,1,0,1.9486978750001072,295,260,555
nvbench2:dev:49,llama3.2:3b,direct,line,2,5,0.0,0.0,0.0,0.5,0.0,0,0,0,1,0,2.5713146669995695,293,355,648
nvbench2:dev:51,llama3.2:3b,direct,bar,5,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.610549957999865,303,59,362
nvbench2:dev:54,llama3.2:3b,direct,bar,2,5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2.089285999999447,302,288,590
nvbench2:dev:57,llama3.2:3b,direct,rect,3,5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2.7432333750002726,300,387,687
nvbench2:dev:61,llama3.2:3b,direct,arc,2,5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2.5477942079996865,329,355,684
nvbench2:dev:63,llama3.2:3b,direct,arc,5,5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2.589537291999477,326,365,691
nvbench2:dev:68,llama3.2:3b,direct,arc,2,5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2.507221250000839,350,346,696
nvbench2:dev:72,llama3.2:3b,direct,arc,2,5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2.042462290999538,420,272,692
nvbench2:dev:73,llama3.2:3b,direct,arc,2,5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2.3935383750003894,409,327,736
nvbench2:dev:76,llama3.2:3b,direct,bar,5,5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1.8948295419995702,421,252,673
nvbench2:dev:83,llama3.2:3b,direct,arc,4,5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2.0011787500006903,368,271,639
nvbench2:dev:84,llama3.2:3b,direct,rect,5,5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2.329241500000535,368,320,688
nvbench2:dev:89,llama3.2:3b,direct,arc,3,5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2.5857135000005655,367,358,725
nvbench2:dev:92,llama3.2:3b,direct,arc,3,5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2.738654709000002,375,382,757
nvbench2:dev:97,llama3.2:3b,direct,line,2,5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2.3651665830002457,307,328,635
nvbench2:dev:103,llama3.2:3b,direct,boxplot,4,5,0.0,0.0,0.0,0.25,0.0,0,0,0,1,0,2.0063111669996943,308,271,579
nvbench2:dev:105,llama3.2:3b,direct,arc,2,5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2.5545366250007646,309,355,664
nvbench2:dev:108,llama3.2:3b,direct,boxplot,2,5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1.794407957999283,308,242,550
nvbench2:dev:112,llama3.2:3b,direct,boxplot,2,5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2.541209624999283,354,352,706
nvbench2:dev:114,llama3.2:3b,direct,line,2,5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2.571123833999991,361,347,708
nvbench2:dev:116,llama3.2:3b,direct,arc,3,5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1.900624042000345,361,251,612
nvbench2:dev:118,llama3.2:3b,direct,rect,2,5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1.9588837499995861,348,267,615
nvbench2:dev:127,llama3.2:3b,direct,arc,2,5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2.952266416999919,356,405,761
nvbench2:dev:136,llama3.2:3b,direct,boxplot,2,5,0.0,0.0,0.0,0.5,0.0,0,0,0,1,0,1.7288387919998058,285,230,515
nvbench2:dev:138,llama3.2:3b,direct,bar,3,5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2.329540208000253,266,324,590
nvbench2:dev:139,llama3.2:3b,direct,line,4,5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2.168134999999893,265,295,560
nvbench2:dev:143,llama3.2:3b,direct,rect,3,5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2.4052465830000074,304,332,636
nvbench2:dev:144,llama3.2:3b,direct,bar,2,5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2.879509209000389,306,396,702
nvbench2:dev:149,llama3.2:3b,direct,point,2,5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1.6537699589998738,369,209,578
nvbench2:dev:157,llama3.2:3b,direct,point,5,5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1.9189565000006041,364,253,617
nvbench2:dev:158,llama3.2:3b,direct,point,5,5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2.014278749999903,375,265,640
nvbench2:dev:165,llama3.2:3b,direct,line,5,5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2.0751434169997083,328,277,605
nvbench2:dev:167,llama3.2:3b,direct,bar,5,5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1.8387384580000798,294,242,536
nvbench2:dev:176,llama3.2:3b,direct,line,5,5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2.1848110829996585,293,299,592
nvbench2:dev:182,llama3.2:3b,direct,rect,2,5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2.5285750829998506,341,344,685
nvbench2:dev:188,llama3.2:3b,direct,rect,3,5,0.0,0.0,0.0,0.3333333333333333,0.0,0,0,0,1,0,2.5022732919996997,288,347,635
nvbench2:dev:191,llama3.2:3b,direct,rect,2,5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2.6295534169994426,287,365,652
nvbench2:dev:203,llama3.2:3b,direct,bar+line,4,5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1.895759750000252,379,246,625
nvbench2:dev:214,llama3.2:3b,direct,rect,5,5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1.8376538330003314,365,245,610
nvbench2:dev:223,llama3.2:3b,direct,boxplot,5,5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1.9114454169994133,367,251,618
nvbench2:dev:228,llama3.2:3b,direct,rect,4,5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2.2456436250004117,359,302,661
nvbench2:dev:232,llama3.2:3b,direct,arc,2,5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2.1629269160002877,348,292,640
nvbench2:dev:245,llama3.2:3b,direct,line,3,5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2.4076210000002902,454,314,768
nvbench2:dev:252,llama3.2:3b,direct,rect,1,5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2.481815834000372,269,344,613
nvbench2:dev:253,llama3.2:3b,direct,arc+bar+line,3,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.3988947500001814,280,31,311
nvbench2:dev:255,llama3.2:3b,direct,bar,3,2,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2.463502999999946,293,352,645
nvbench2:dev:256,llama3.2:3b,direct,rect,2,5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,3.9037787500001286,300,550,850
nvbench2:dev:259,llama3.2:3b,direct,point,2,5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2.188436333000027,405,288,693
nvbench2:dev:278,llama3.2:3b,direct,arc,3,5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1.6857484999991357,339,217,556
nvbench2:dev:283,llama3.2:3b,direct,rect,2,5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2.3514708749999045,499,303,802
nvbench2:dev:286,llama3.2:3b,direct,bar,2,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2.7161622499997975,490,356,846
nvbench2:dev:292,llama3.2:3b,direct,rect,2,5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,3.0133228750000853,520,394,914
nvbench2:dev:296,llama3.2:3b,direct,bar,2,5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2.7339615829996546,491,356,847
nvbench2:dev:298,llama3.2:3b,direct,bar,2,5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2.3225908340000387,494,292,786
nvbench2:dev:300,llama3.2:3b,direct,arc,2,5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1.8809397909999461,485,233,718
nvbench2:dev:302,llama3.2:3b,direct,rect,3,5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2.4940101250003863,320,341,661
nvbench2:dev:307,llama3.2:3b,direct,rect,3,5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2.9967726670001866,332,409,741
nvbench2:dev:314,llama3.2:3b,direct,arc,2,5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2.7430624170001465,372,369,741
nvbench2:dev:315,llama3.2:3b,direct,bar,2,5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2.7293046249997133,376,364,740
nvbench2:dev:317,llama3.2:3b,direct,rect,2,5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2.2768855000003896,391,299,690
nvbench2:dev:319,llama3.2:3b,direct,boxplot,5,5,0.0,0.0,0.0,0.2,0.0,0,0,0,1,0,2.2790445000000545,374,303,677
nvbench2:dev:326,llama3.2:3b,direct,rect,2,5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1.9079848330002278,327,250,577
nvbench2:dev:327,llama3.2:3b,direct,boxplot,2,5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1.7436504580000474,305,232,537
nvbench2:dev:331,llama3.2:3b,direct,bar,4,5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1.9787558339994575,330,263,593
nvbench2:dev:332,llama3.2:3b,direct,arc,3,5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2.9522820000001957,300,409,709
nvbench2:dev:336,llama3.2:3b,direct,arc,5,5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1.7563754170005268,311,233,544
nvbench2:dev:338,llama3.2:3b,direct,rect,3,5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,3.0073931249999077,302,415,717
nvbench2:dev:340,llama3.2:3b,direct,rect,3,5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,3.07409991699933,307,422,729
nvbench2:dev:346,llama3.2:3b,direct,bar+line+rect,5,5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2.4262502499996117,392,324,716
nvbench2:dev:358,llama3.2:3b,direct,bar,2,5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2.1005135839996,384,277,661
nvbench2:dev:362,llama3.2:3b,direct,rect,3,5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2.593457375000071,314,358,672
nvbench2:dev:367,llama3.2:3b,direct,bar,2,5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2.40848591699978,305,328,633
nvbench2:dev:381,llama3.2:3b,direct,rect,3,5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2.7632045419995848,339,383,722
nvbench2:dev:383,llama3.2:3b,direct,rect,3,5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1.7739517919999344,310,232,542
nvbench2:dev:384,llama3.2:3b,direct,bar,3,5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2.749703875000705,327,376,703
nvbench2:dev:388,llama3.2:3b,direct,rect,1,5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2.479357249999339,275,339,614
nvbench2:dev:394,llama3.2:3b,direct,arc,2,5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2.4095771250003963,279,332,611
nvbench2:dev:398,llama3.2:3b,direct,line,4,2,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.985857790999944,265,116,381
nvbench2:dev:403,llama3.2:3b,direct,point,2,5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2.6205893749993265,316,361,677
nvbench2:dev:405,llama3.2:3b,direct,bar,5,5,0.0,0.0,0.0,0.2,0.0,0,0,0,1,0,2.8310691669994412,307,386,693
nvbench2:dev:421,llama3.2:3b,direct,arc,3,5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1.6477882080007475,455,199,654
nvbench2:dev:422,llama3.2:3b,direct,arc,5,5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2.1138772499998595,470,272,742
nvbench2:dev:436,llama3.2:3b,direct,point,3,5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2.1370264580000367,420,277,697
nvbench2:dev:444,llama3.2:3b,direct,point,2,5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2.20316025000011,433,285,718
nvbench2:dev:445,llama3.2:3b,direct,boxplot,4,5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2.1289030409998304,419,275,694
nvbench2:dev:455,llama3.2:3b,direct,bar,2,5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2.2353429160002634,301,300,601
nvbench2:dev:457,llama3.2:3b,direct,arc,2,5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2.3603141250005137,303,322,625
nvbench2:dev:462,llama3.2:3b,direct,bar,3,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.5575563329994111,285,51,336
nvbench2:dev:463,llama3.2:3b,direct,bar+line+point,4,5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2.6094323749994146,483,343,826
nvbench2:dev:465,llama3.2:3b,direct,arc,5,5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1.543580583000221,458,188,646
nvbench2:dev:470,llama3.2:3b,direct,boxplot,5,2,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.9914558749997013,457,102,559
nvbench2:dev:475,llama3.2:3b,direct,bar+line,4,5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2.504213957999127,462,330,792
nvbench2:dev:485,llama3.2:3b,direct,bar,3,5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2.1714808750002703,293,292,585
nvbench2:dev:492,llama3.2:3b,direct,arc,5,5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2.6815642920000755,298,366,664
nvbench2:dev:495,llama3.2:3b,direct,boxplot,3,5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2.024839083000188,296,271,567
nvbench2:dev:498,llama3.2:3b,direct,arc,2,5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2.6809298329999365,271,371,642
nvbench2:dev:499,llama3.2:3b,direct,line,3,5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2.190531541999917,262,297,559
nvbench2:dev:507,llama3.2:3b,direct,rect,2,5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2.208176000000094,359,293,652
nvbench2:dev:508,llama3.2:3b,direct,arc,2,5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2.1621517499997935,351,287,638
nvbench2:dev:515,llama3.2:3b,direct,line,4,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2.5843196659998284,293,350,643
nvbench2:dev:531,llama3.2:3b,direct,bar,2,5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2.107718333999401,344,279,623
nvbench2:dev:538,llama3.2:3b,direct,arc,2,5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2.127534041999752,259,288,547
nvbench2:dev:540,llama3.2:3b,direct,bar,2,5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2.0322881669999333,303,272,575
nvbench2:dev:551,llama3.2:3b,direct,line,4,2,0.0,0.0,0.0,0.25,0.0,0,0,0,1,0,1.1036828750002314,268,138,406
nvbench2:dev:554,llama3.2:3b,direct,point,2,5,0.0,0.0,0.0,0.5,0.0,0,0,0,1,0,2.0772920420004084,262,282,544
nvbench2:dev:562,llama3.2:3b,direct,bar,3,5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1.9633385830002226,303,263,566
nvbench2:dev:568,llama3.2:3b,direct,line,5,4,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1.7560484160003398,283,234,517
nvbench2:dev:571,llama3.2:3b,direct,rect,3,5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2.6843739580008332,335,364,699
nvbench2:dev:572,llama3.2:3b,direct,bar,2,5,0.0,0.0,0.0,0.5,0.5,0,0,0,1,1,2.309248167000078,325,311,636
nvbench2:dev:573,llama3.2:3b,direct,point,2,5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2.1595849590003127,317,285,602
nvbench2:dev:603,llama3.2:3b,direct,rect,3,5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2.4536072500004593,327,331,658
nvbench2:dev:605,llama3.2:3b,direct,line,4,5,0.0,0.0,0.0,0.25,0.25,0,0,0,1,1,2.0708417499999996,326,274,600
nvbench2:dev:606,llama3.2:3b,direct,bar,2,5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2.336384208000709,325,314,639
nvbench2:dev:612,llama3.2:3b,direct,arc,3,5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1.7950088329998835,376,230,606
nvbench2:dev:614,llama3.2:3b,direct,bar,2,5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2.145944832999703,379,288,667
nvbench2:dev:628,llama3.2:3b,direct,rect,2,4,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,3.0518526670002757,447,408,855
nvbench2:dev:641,llama3.2:3b,direct,rect,2,5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2.8436086249994332,280,391,671
nvbench2:dev:642,llama3.2:3b,direct,line,5,4,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2.526153583999985,292,343,635
nvbench2:dev:644,llama3.2:3b,direct,bar+line,2,5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2.228996625000036,379,295,674
nvbench2:dev:647,llama3.2:3b,direct,bar,2,5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2.3077646250003454,379,306,685
nvbench2:dev:651,llama3.2:3b,direct,bar,5,5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2.2620694170000206,376,297,673
nvbench2:dev:655,llama3.2:3b,direct,line,2,5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2.8054799589999675,400,367,767
nvbench2:dev:666,llama3.2:3b,direct,line,2,5,0.0,0.0,0.5,1.0,0.5,0,0,1,2,1,2.170397167000374,389,284,673
nvbench2:dev:672,llama3.2:3b,direct,bar,4,5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2.3894644579995656,287,325,612
nvbench2:dev:675,llama3.2:3b,direct,bar,4,5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2.104795624999497,287,284,571
nvbench2:dev:681,llama3.2:3b,direct,bar,2,5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2.397424458000387,359,326,685
nvbench2:dev:683,llama3.2:3b,direct,bar,2,5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2.9692669169999135,384,400,784
nvbench2:dev:684,llama3.2:3b,direct,bar,2,5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2.1456518750001123,361,284,645
nvbench2:dev:713,llama3.2:3b,direct,bar,5,5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2.367489124999338,283,327,610
nvbench2:dev:715,llama3.2:3b,direct,point,3,5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2.2676281249996464,379,302,681
nvbench2:dev:716,llama3.2:3b,direct,boxplot,4,5,0.0,0.0,0.0,0.25,0.0,0,0,0,1,0,1.812411584000074,380,235,615
nvbench2:dev:717,llama3.2:3b,direct,boxplot,2,5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2.1667135420002523,378,293,671
nvbench2:dev:718,llama3.2:3b,direct,boxplot,2,5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2.1176933750002718,379,285,664
nvbench2:dev:719,llama3.2:3b,direct,arc,2,5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2.5128254159999415,391,334,725
nvbench2:dev:721,llama3.2:3b,direct,boxplot,4,5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2.0354754999998477,388,262,650
nvbench2:dev:723,llama3.2:3b,direct,boxplot,2,5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1.7896555420002187,374,231,605
nvbench2:dev:725,llama3.2:3b,direct,boxplot,2,5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2.122483667000779,378,280,658
