model,condition,seed,temperature,n,weighted_population,parse_success,candidate_count,valid_candidate_count,any_valid_candidate,any_valid_candidate_ci_low,any_valid_candidate_ci_high,all_candidates_valid,elapsed_seconds,raw_hit@1,raw_hit@1_ci_low,raw_hit@1_ci_high,raw_hit@3,raw_hit@5,raw_hit@5_ci_low,raw_hit@5_ci_high,raw_recall@5,raw_mrr,raw_mrr_ci_low,raw_mrr_ci_high,valid_hit@1,valid_hit@5,valid_mrr,top1_mark,top1_channels,top1_fields,top1_operations,top1_filters,top1_macro,top1_macro_ci_low,top1_macro_ci_high,best5_macro,best5_macro_ci_low,best5_macro_ci_high,graded_ndcg@5
qwen3:14b,direct_rich,55,0.0,150,751,1.0,2.4195028617631813,1.581810215232319,0.5883616974828693,0.5204187853775903,0.6612396718904708,0.5018003966738986,7.0754439458661045,0.006724367509986685,0.0,0.02017310252996005,0.006724367509986685,0.006724367509986685,0.0,0.02017310252996005,0.0033621837549933425,0.006724367509986685,0.0,0.02017310252996005,0.006724367509986685,0.006724367509986685,0.006724367509986685,0.891717880432927,0.9314565716130296,0.5178976033952731,0.5369317729171258,0.6959004285402421,0.7147808513797196,0.6834994872969905,0.7455592414160406,0.7391490941617439,0.7101546667993323,0.7700978976986053,0.5410465906350349
