model,condition,seed,temperature,n,weighted_population,parse_success,candidate_count,valid_candidate_count,any_valid_candidate,any_valid_candidate_ci_low,any_valid_candidate_ci_high,all_candidates_valid,elapsed_seconds,raw_hit@1,raw_hit@1_ci_low,raw_hit@1_ci_high,raw_hit@3,raw_hit@5,raw_hit@5_ci_low,raw_hit@5_ci_high,raw_recall@5,raw_mrr,raw_mrr_ci_low,raw_mrr_ci_high,valid_hit@1,valid_hit@5,valid_mrr,top1_mark,top1_channels,top1_fields,top1_operations,top1_filters,top1_macro,top1_macro_ci_low,top1_macro_ci_high,best5_macro,best5_macro_ci_low,best5_macro_ci_high,graded_ndcg@5
llama3.2:3b,direct,55,0.0,150,751,1.0,4.638161575811377,1.5432264103702187,0.6262189264353046,0.5468945365645599,0.6948127583967293,0.09544214292882736,7.637746151535588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7832987640411075,0.649034336354576,0.2805241970388442,0.13711384044273525,0.6758604818025591,0.5051663239359644,0.4784881435817105,0.5312339452309909,0.5600077941612562,0.5342162298614613,0.5834134977924009,0.4670127396931829
qwen3:14b,direct,55,0.0,150,751,1.0,3.7112985974670396,1.8790427319388703,0.542495243327467,0.4699202161298533,0.6104759333450245,0.43408550319335937,3.4870983019881217,0.0,0.0,0.0,0.006724367509986685,0.01344873501997337,0.0,0.03362183754993342,0.010086551264980025,0.003922547714158899,0.0,0.010100560363959087,0.0,0.01344873501997337,0.004482911673324456,0.8926788498526183,0.9339553629533657,0.4942472083201111,0.5332609658674905,0.6959004285402421,0.7100085631067655,0.6799868077168676,0.7401898447055238,0.7371163632688267,0.7063266247428781,0.7671104658010283,0.6968141344988731
