record_id,model,variant,gold_family,pool_size,pool_oracle,rrf_hit@1,rrf_hit@5,llm_hit@1,llm_hit@5,rrf_top1_graded,llm_top1_graded,parse_success,prefix_complete,returned_count,target_count,self_source_any,self_source_exclusive,source_gemma,source_llama,source_mistral,source_qwen,elapsed_seconds,llm_minus_rrf_hit1
nvbench2:dev:89,mistral-small:24b,full,arc,9,1.0,0.0,1.0,0.0,0.0,0.2,0.2,1.0,1.0,5,5,1.0,0.0,0.0,0.0,1.0,1.0,3.6225790000000018,0.0
nvbench2:dev:92,mistral-small:24b,full,arc,7,0.0,0.0,0.0,0.0,0.0,0.8,0.8,1.0,1.0,5,5,1.0,1.0,0.0,0.0,1.0,0.0,3.208761124999995,0.0
nvbench2:dev:97,mistral-small:24b,full,line,1,0.0,0.0,0.0,0.0,0.0,0.08,0.08,1.0,1.0,1,1,0.0,0.0,0.0,1.0,0.0,0.0,1.1639841670000095,0.0
nvbench2:dev:103,mistral-small:24b,full,boxplot,14,1.0,1.0,1.0,0.0,1.0,1.0,0.8,1.0,1.0,5,5,1.0,1.0,0.0,0.0,1.0,0.0,4.177682874999988,-1.0
nvbench2:dev:105,mistral-small:24b,full,arc,11,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,5,5,1.0,1.0,0.0,0.0,1.0,0.0,3.9388066670000086,0.0
nvbench2:dev:108,mistral-small:24b,full,boxplot,8,0.0,0.0,0.0,0.0,0.0,0.5,1.0,1.0,1.0,5,5,1.0,1.0,0.0,0.0,1.0,0.0,2.7829734580000007,0.0
nvbench2:dev:112,mistral-small:24b,full,boxplot,1,0.0,0.0,0.0,0.0,0.0,0.8,0.8,1.0,1.0,1,1,0.0,0.0,0.0,0.0,0.0,1.0,1.7146615420000018,0.0
nvbench2:dev:114,mistral-small:24b,full,line,18,0.0,0.0,0.0,0.0,0.0,0.16,0.44000000000000006,1.0,1.0,5,5,0.0,0.0,0.0,0.0,0.0,1.0,5.883338334000001,0.0
nvbench2:dev:116,mistral-small:24b,full,arc,7,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,5,5,1.0,1.0,0.0,0.0,1.0,0.0,3.3559512079999934,-1.0
nvbench2:dev:118,mistral-small:24b,full,rect,10,0.0,0.0,0.0,0.0,0.0,0.9333333333333332,0.9333333333333332,1.0,1.0,5,5,1.0,0.0,0.0,0.0,1.0,1.0,3.7382103329999836,0.0
nvbench2:dev:127,mistral-small:24b,full,arc,6,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,5,0.0,0.0,1.0,0.0,0.0,0.0,3.477286208999999,1.0
nvbench2:dev:136,mistral-small:24b,full,boxplot,11,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,5,5,0.0,0.0,0.0,0.0,0.0,1.0,3.122302042000001,0.0
nvbench2:dev:138,mistral-small:24b,full,bar,8,0.0,0.0,0.0,0.0,0.0,0.8,0.8,1.0,1.0,5,5,0.0,0.0,0.0,0.0,0.0,1.0,2.853789541999987,0.0
nvbench2:dev:139,mistral-small:24b,full,line,8,0.0,0.0,0.0,0.0,0.0,0.7,0.7,1.0,1.0,5,5,1.0,0.0,1.0,0.0,1.0,1.0,2.747393625000001,0.0
nvbench2:dev:143,mistral-small:24b,full,rect,14,1.0,0.0,1.0,1.0,1.0,0.6666666666666667,1.0,1.0,1.0,5,5,0.0,0.0,1.0,0.0,0.0,0.0,4.210591209,1.0
nvbench2:dev:144,mistral-small:24b,full,bar,5,0.0,0.0,0.0,0.0,0.0,0.9199999999999999,0.9199999999999999,1.0,1.0,5,5,1.0,0.0,0.0,0.0,1.0,1.0,2.4205115000000035,0.0
nvbench2:dev:149,mistral-small:24b,full,point,25,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,5,5,0.0,0.0,0.0,0.0,0.0,1.0,5.961582083999986,0.0
nvbench2:dev:157,mistral-small:24b,full,point,26,0.0,0.0,0.0,0.0,0.0,0.36,0.36,1.0,1.0,5,5,1.0,1.0,0.0,0.0,1.0,0.0,5.822432915999997,0.0
nvbench2:dev:158,mistral-small:24b,full,point,13,0.0,0.0,0.0,0.0,0.0,0.52,0.44000000000000006,1.0,1.0,5,5,0.0,0.0,0.0,0.0,0.0,1.0,4.13733695800002,0.0
nvbench2:dev:165,mistral-small:24b,full,line,11,0.0,0.0,0.0,0.0,0.0,0.7333333333333333,0.8,1.0,1.0,5,5,0.0,0.0,0.0,0.0,0.0,1.0,4.321115582999994,0.0
nvbench2:dev:167,mistral-small:24b,full,bar,5,0.0,0.0,0.0,0.0,0.0,0.9333333333333332,0.9333333333333332,1.0,1.0,5,5,0.0,0.0,0.0,0.0,0.0,1.0,2.795459375000007,0.0
nvbench2:dev:176,mistral-small:24b,full,line,14,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,5,0.0,0.0,1.0,0.0,0.0,1.0,4.045630582999991,0.0
nvbench2:dev:182,mistral-small:24b,full,rect,11,0.0,0.0,0.0,0.0,0.0,0.16,0.4,1.0,1.0,5,5,1.0,1.0,0.0,0.0,1.0,0.0,3.954094666000003,0.0
nvbench2:dev:188,mistral-small:24b,full,rect,17,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,5,5,1.0,0.0,0.0,0.0,1.0,1.0,5.286374041000016,-1.0
nvbench2:dev:191,mistral-small:24b,full,rect,10,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,5,5,0.0,0.0,0.0,0.0,0.0,1.0,3.5285706669999968,0.0
nvbench2:dev:203,mistral-small:24b,full,bar+line,25,0.0,0.0,0.0,0.0,0.0,0.64,0.72,1.0,1.0,5,5,0.0,0.0,0.0,0.0,0.0,1.0,6.615633874999986,0.0
nvbench2:dev:214,mistral-small:24b,full,rect,19,1.0,1.0,1.0,0.0,1.0,1.0,0.6666666666666667,1.0,1.0,5,5,1.0,1.0,0.0,0.0,1.0,0.0,5.504588041999995,-1.0
nvbench2:dev:223,mistral-small:24b,full,boxplot,9,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,5,5,0.0,0.0,0.0,0.0,0.0,1.0,3.430879500000003,0.0
nvbench2:dev:228,mistral-small:24b,full,rect,9,0.0,0.0,0.0,0.0,0.0,0.8,0.44000000000000006,1.0,1.0,5,5,0.0,0.0,0.0,0.0,0.0,1.0,4.025059542000008,0.0
nvbench2:dev:232,mistral-small:24b,full,arc,8,1.0,0.0,1.0,0.0,1.0,1.0,0.9,1.0,1.0,5,5,1.0,1.0,0.0,0.0,1.0,0.0,3.222704582999995,0.0
nvbench2:dev:245,mistral-small:24b,full,line,18,0.0,0.0,0.0,0.0,0.0,0.5866666666666667,0.8,1.0,1.0,5,5,1.0,1.0,0.0,0.0,1.0,0.0,6.491910791999999,0.0
nvbench2:dev:252,mistral-small:24b,full,rect,5,0.0,0.0,0.0,0.0,0.0,0.4,0.16,1.0,1.0,5,5,1.0,1.0,0.0,0.0,1.0,0.0,2.99036183299998,0.0
nvbench2:dev:253,mistral-small:24b,full,arc+bar+line,7,1.0,0.0,0.0,0.0,1.0,0.9,0.9,1.0,1.0,5,5,1.0,0.0,0.0,0.0,1.0,1.0,2.552722375000002,0.0
nvbench2:dev:255,mistral-small:24b,full,bar,4,0.0,0.0,0.0,0.0,0.0,0.7333333333333333,0.8,1.0,1.0,4,4,0.0,0.0,0.0,0.0,0.0,1.0,2.5043807909999884,0.0
nvbench2:dev:256,mistral-small:24b,full,rect,21,0.0,0.0,0.0,0.0,0.0,0.8,0.5333333333333334,1.0,1.0,5,5,0.0,0.0,0.0,0.0,0.0,1.0,9.76720229099999,0.0
nvbench2:dev:259,mistral-small:24b,full,point,17,0.0,0.0,0.0,0.0,0.0,0.8400000000000001,0.8400000000000001,1.0,1.0,5,5,1.0,0.0,1.0,0.0,1.0,1.0,5.468586334000008,0.0
nvbench2:dev:278,mistral-small:24b,full,arc,8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,5,1.0,0.0,1.0,0.0,1.0,0.0,3.484478832999997,0.0
nvbench2:dev:283,mistral-small:24b,full,rect,15,0.0,0.0,0.0,0.0,0.0,0.26666666666666666,0.24000000000000005,1.0,1.0,5,5,1.0,1.0,0.0,0.0,1.0,0.0,6.282038499999999,0.0
nvbench2:dev:286,mistral-small:24b,full,bar,5,0.0,0.0,0.0,0.0,0.0,0.9199999999999999,0.9199999999999999,1.0,1.0,5,5,1.0,0.0,0.0,0.0,1.0,1.0,3.4810626249999927,0.0
nvbench2:dev:292,mistral-small:24b,full,rect,7,0.0,0.0,0.0,0.0,0.0,0.7333333333333333,0.7333333333333333,1.0,1.0,5,5,0.0,0.0,0.0,0.0,0.0,1.0,4.526564374999964,0.0
nvbench2:dev:296,mistral-small:24b,full,bar,13,0.0,0.0,0.0,0.0,0.0,0.44000000000000006,0.9199999999999999,1.0,1.0,5,5,1.0,1.0,0.0,0.0,1.0,0.0,4.805202042000019,0.0
nvbench2:dev:298,mistral-small:24b,full,bar,3,0.0,0.0,0.0,0.0,0.0,0.9199999999999999,0.9199999999999999,1.0,1.0,3,3,1.0,1.0,0.0,0.0,1.0,0.0,3.36496629100003,0.0
nvbench2:dev:300,mistral-small:24b,full,arc,10,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,5,5,1.0,1.0,0.0,0.0,1.0,0.0,4.155484415999979,0.0
nvbench2:dev:302,mistral-small:24b,full,rect,17,0.0,0.0,0.0,0.0,0.0,0.7333333333333333,0.6,1.0,1.0,5,5,0.0,0.0,1.0,0.0,0.0,0.0,6.177834332999964,0.0
nvbench2:dev:307,mistral-small:24b,full,rect,3,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,1.0,1.0,3,3,1.0,1.0,0.0,0.0,1.0,0.0,2.9804600420000043,0.0
nvbench2:dev:314,mistral-small:24b,full,arc,2,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2,2,1.0,1.0,0.0,0.0,1.0,0.0,2.1294075410000346,0.0
nvbench2:dev:315,mistral-small:24b,full,bar,14,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,5,5,0.0,0.0,0.0,0.0,0.0,1.0,4.7871982909999815,-1.0
nvbench2:dev:317,mistral-small:24b,full,rect,9,0.0,0.0,0.0,0.0,0.0,0.7333333333333333,0.7333333333333333,1.0,1.0,5,5,0.0,0.0,0.0,0.0,0.0,1.0,4.237828707999995,0.0
nvbench2:dev:319,mistral-small:24b,full,boxplot,17,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,5,1.0,0.0,1.0,0.0,1.0,0.0,5.022588750000011,0.0
nvbench2:dev:326,mistral-small:24b,full,rect,9,0.0,0.0,0.0,0.0,0.0,0.44000000000000006,0.44000000000000006,1.0,1.0,5,5,1.0,1.0,0.0,0.0,1.0,0.0,3.4139766249999752,0.0
nvbench2:dev:327,mistral-small:24b,full,boxplot,10,0.0,0.0,0.0,0.0,0.0,0.4,0.4,1.0,1.0,5,5,1.0,0.0,0.0,0.0,1.0,1.0,3.206074540999964,0.0
nvbench2:dev:331,mistral-small:24b,full,bar,13,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,5,5,1.0,1.0,0.0,0.0,1.0,0.0,4.382961375000036,0.0
nvbench2:dev:332,mistral-small:24b,full,arc,8,0.0,0.0,0.0,0.0,0.0,0.2,0.2,1.0,1.0,5,5,1.0,0.0,0.0,0.0,1.0,1.0,3.1127656250000086,0.0
nvbench2:dev:336,mistral-small:24b,full,arc,4,1.0,0.0,1.0,0.0,1.0,0.8,0.8,1.0,1.0,4,4,1.0,1.0,0.0,0.0,1.0,0.0,2.593972584000028,0.0
nvbench2:dev:338,mistral-small:24b,full,rect,14,0.0,0.0,0.0,0.0,0.0,0.7333333333333333,0.7333333333333333,1.0,1.0,5,5,0.0,0.0,0.0,0.0,0.0,1.0,4.206547999999998,0.0
nvbench2:dev:340,mistral-small:24b,full,rect,13,0.0,0.0,0.0,0.0,0.0,0.44000000000000006,0.44000000000000006,1.0,1.0,5,5,1.0,0.0,0.0,0.0,1.0,1.0,4.281362250000029,0.0
nvbench2:dev:346,mistral-small:24b,full,bar+line+rect,12,0.0,0.0,0.0,0.0,0.0,0.4666666666666667,0.4666666666666667,1.0,1.0,5,5,0.0,0.0,1.0,0.0,0.0,0.0,4.973343874999955,0.0
nvbench2:dev:358,mistral-small:24b,full,bar,14,1.0,0.0,0.0,0.0,1.0,0.9199999999999999,1.0,1.0,1.0,5,5,1.0,1.0,0.0,0.0,1.0,0.0,4.31883908399999,0.0
nvbench2:dev:362,mistral-small:24b,full,rect,8,0.0,0.0,0.0,0.0,0.0,0.6,0.6666666666666667,1.0,1.0,5,5,0.0,0.0,0.0,0.0,0.0,1.0,3.915985833000036,0.0
nvbench2:dev:367,mistral-small:24b,full,bar,11,0.0,0.0,0.0,0.0,0.0,0.9199999999999999,0.64,1.0,1.0,5,5,0.0,0.0,1.0,0.0,0.0,0.0,3.688537999999994,0.0
nvbench2:dev:381,mistral-small:24b,full,rect,16,1.0,0.0,1.0,0.0,1.0,0.9333333333333332,0.9333333333333332,1.0,1.0,5,5,0.0,0.0,0.0,0.0,0.0,1.0,5.043538542000022,0.0
nvbench2:dev:383,mistral-small:24b,full,rect,17,1.0,0.0,1.0,0.0,0.0,1.0,0.9,1.0,1.0,5,5,0.0,0.0,0.0,0.0,0.0,1.0,4.919655083999999,0.0
nvbench2:dev:384,mistral-small:24b,full,bar,14,0.0,0.0,0.0,0.0,0.0,0.6799999999999999,0.7,1.0,1.0,5,5,0.0,0.0,1.0,0.0,0.0,0.0,5.985514249999994,0.0
nvbench2:dev:388,mistral-small:24b,full,rect,8,0.0,0.0,0.0,0.0,0.0,0.6666666666666667,0.6666666666666667,1.0,1.0,5,5,0.0,0.0,0.0,0.0,0.0,1.0,4.837971124999967,0.0
nvbench2:dev:394,mistral-small:24b,full,arc,3,0.0,0.0,0.0,0.0,0.0,0.9,0.9,1.0,1.0,3,3,1.0,1.0,0.0,0.0,1.0,0.0,2.097712042000012,0.0
nvbench2:dev:398,mistral-small:24b,full,line,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,5,0.0,0.0,1.0,0.0,0.0,1.0,2.99468916699999,0.0
nvbench2:dev:403,mistral-small:24b,full,point,10,0.0,0.0,0.0,0.0,0.0,0.4,0.8,1.0,1.0,5,5,0.0,0.0,1.0,0.0,0.0,0.0,4.272827124999992,0.0
nvbench2:dev:405,mistral-small:24b,full,bar,11,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,5,5,1.0,1.0,0.0,0.0,1.0,0.0,4.047640875000013,-1.0
nvbench2:dev:421,mistral-small:24b,full,arc,8,0.0,0.0,0.0,0.0,0.0,0.8,0.8,1.0,1.0,5,5,1.0,0.0,1.0,0.0,1.0,0.0,4.3775539579999645,0.0
nvbench2:dev:422,mistral-small:24b,full,arc,1,0.0,0.0,0.0,0.0,0.0,0.8,0.8,1.0,1.0,1,1,0.0,0.0,1.0,0.0,0.0,0.0,2.697389417000011,0.0
nvbench2:dev:436,mistral-small:24b,full,point,13,0.0,0.0,0.0,0.0,0.0,0.6,0.6,1.0,1.0,5,5,0.0,0.0,0.0,0.0,0.0,1.0,4.582924666999986,0.0
nvbench2:dev:444,mistral-small:24b,full,point,7,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.3333333333333333,1.0,1.0,5,5,0.0,0.0,0.0,0.0,0.0,1.0,3.9198015410000266,0.0
nvbench2:dev:445,mistral-small:24b,full,boxplot,2,0.0,0.0,0.0,0.0,0.0,0.2,0.8,1.0,1.0,2,2,0.0,0.0,1.0,0.0,0.0,0.0,2.239255582999988,0.0
nvbench2:dev:455,mistral-small:24b,full,bar,13,0.0,0.0,0.0,0.0,0.0,0.9199999999999999,0.9199999999999999,1.0,1.0,5,5,0.0,0.0,0.0,0.0,0.0,1.0,3.901194165999982,0.0
nvbench2:dev:457,mistral-small:24b,full,arc,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,4,1.0,0.0,1.0,0.0,1.0,0.0,2.121365542000035,0.0
nvbench2:dev:462,mistral-small:24b,full,bar,8,0.0,0.0,0.0,0.0,0.0,0.8,0.8,1.0,1.0,5,5,0.0,0.0,0.0,0.0,0.0,1.0,3.029696833999992,0.0
nvbench2:dev:463,mistral-small:24b,full,bar+line+point,13,0.0,0.0,0.0,0.0,0.0,0.6533333333333333,0.52,1.0,1.0,5,5,0.0,0.0,0.0,0.0,0.0,1.0,5.62835791599997,0.0
nvbench2:dev:465,mistral-small:24b,full,arc,4,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,4,4,1.0,1.0,0.0,0.0,1.0,0.0,3.133680166999966,0.0
nvbench2:dev:470,mistral-small:24b,full,boxplot,8,0.0,0.0,0.0,0.0,0.0,0.8,0.8,1.0,1.0,5,5,0.0,0.0,0.0,0.0,0.0,1.0,3.83734362499996,0.0
nvbench2:dev:475,mistral-small:24b,full,bar+line,24,0.0,0.0,0.0,0.0,0.0,0.5599999999999999,0.6666666666666666,1.0,1.0,5,5,0.0,0.0,0.0,0.0,0.0,1.0,7.427023458000008,0.0
nvbench2:dev:485,mistral-small:24b,full,bar,14,0.0,0.0,0.0,0.0,0.0,0.7333333333333333,0.7333333333333333,1.0,1.0,5,5,0.0,0.0,0.0,1.0,0.0,0.0,4.360138167000002,0.0
nvbench2:dev:492,mistral-small:24b,full,arc,14,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,5,5,1.0,1.0,0.0,0.0,1.0,0.0,3.881747209000025,0.0
nvbench2:dev:495,mistral-small:24b,full,boxplot,11,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,5,5,0.0,0.0,0.0,0.0,0.0,1.0,3.532835000000034,-1.0
nvbench2:dev:498,mistral-small:24b,full,arc,3,0.0,0.0,0.0,0.0,0.0,0.8,0.8,1.0,1.0,3,3,1.0,1.0,0.0,0.0,1.0,0.0,1.807672958000012,0.0
nvbench2:dev:499,mistral-small:24b,full,line,7,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,5,0.0,0.0,1.0,0.0,0.0,1.0,2.8986974160000045,1.0
nvbench2:dev:507,mistral-small:24b,full,rect,13,0.0,0.0,0.0,0.0,0.0,0.5666666666666667,0.8,1.0,1.0,5,5,1.0,1.0,0.0,0.0,1.0,0.0,4.722586374999992,0.0
nvbench2:dev:508,mistral-small:24b,full,arc,6,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,5,5,1.0,1.0,0.0,0.0,1.0,0.0,2.9846779579999634,0.0
nvbench2:dev:515,mistral-small:24b,full,line,6,0.0,0.0,0.0,0.0,0.0,0.5,1.0,1.0,1.0,5,5,1.0,1.0,0.0,0.0,1.0,0.0,2.871936333000008,0.0
nvbench2:dev:531,mistral-small:24b,full,bar,10,0.0,0.0,0.0,0.0,0.0,0.9199999999999999,1.0,1.0,1.0,5,5,1.0,1.0,0.0,0.0,1.0,0.0,3.429049292000002,0.0
nvbench2:dev:538,mistral-small:24b,full,arc,7,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,5,5,1.0,1.0,0.0,0.0,1.0,0.0,2.398670917000004,0.0
nvbench2:dev:540,mistral-small:24b,full,bar,8,0.0,0.0,0.0,0.0,0.0,0.9199999999999999,0.9199999999999999,1.0,1.0,5,5,1.0,0.0,0.0,0.0,1.0,1.0,2.739264125000034,0.0
nvbench2:dev:551,mistral-small:24b,full,line,9,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,5,5,1.0,0.0,0.0,0.0,1.0,1.0,2.8400898749999897,0.0
nvbench2:dev:554,mistral-small:24b,full,point,14,1.0,0.0,1.0,1.0,1.0,0.8,1.0,1.0,1.0,5,5,1.0,0.0,1.0,0.0,1.0,0.0,4.127322499999991,1.0
nvbench2:dev:562,mistral-small:24b,full,bar,12,1.0,0.0,1.0,0.0,1.0,1.0,0.7,1.0,1.0,5,5,0.0,0.0,0.0,0.0,0.0,1.0,3.7755116669999893,0.0
nvbench2:dev:568,mistral-small:24b,full,line,6,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,5,5,1.0,1.0,0.0,0.0,1.0,0.0,2.556209499999966,0.0
nvbench2:dev:571,mistral-small:24b,full,rect,4,0.0,0.0,0.0,0.0,0.0,0.5333333333333333,0.5333333333333333,1.0,1.0,4,4,0.0,0.0,0.0,1.0,0.0,0.0,2.98608520800002,0.0
nvbench2:dev:572,mistral-small:24b,full,bar,8,1.0,0.0,1.0,0.0,1.0,0.9333333333333332,0.9333333333333332,1.0,1.0,5,5,0.0,0.0,0.0,0.0,0.0,1.0,3.2366845409999883,0.0
nvbench2:dev:573,mistral-small:24b,full,point,10,0.0,0.0,0.0,0.0,0.0,0.36,0.36,1.0,1.0,5,5,0.0,0.0,1.0,0.0,0.0,0.0,3.375026917000014,0.0
nvbench2:dev:603,mistral-small:24b,full,rect,8,0.0,0.0,0.0,0.0,0.0,0.8,0.8,1.0,1.0,5,5,1.0,1.0,0.0,0.0,1.0,0.0,3.146930832999999,0.0
nvbench2:dev:605,mistral-small:24b,full,line,5,1.0,0.0,1.0,0.0,1.0,0.9333333333333332,0.9333333333333332,1.0,1.0,5,5,1.0,1.0,0.0,0.0,1.0,0.0,2.576921834000018,0.0
nvbench2:dev:606,mistral-small:24b,full,bar,7,0.0,0.0,0.0,0.0,0.0,0.9199999999999999,0.8533333333333333,1.0,1.0,5,5,0.0,0.0,0.0,0.0,0.0,1.0,2.8240743750000092,0.0
nvbench2:dev:612,mistral-small:24b,full,arc,5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,5,5,1.0,1.0,0.0,0.0,1.0,0.0,2.8000455840000313,-1.0
nvbench2:dev:614,mistral-small:24b,full,bar,15,0.0,0.0,0.0,0.0,0.0,0.7333333333333333,1.0,1.0,1.0,5,5,1.0,1.0,0.0,0.0,1.0,0.0,4.644357624999998,0.0
nvbench2:dev:628,mistral-small:24b,full,rect,6,0.0,0.0,0.0,0.0,0.0,0.4,0.4,1.0,1.0,5,5,0.0,0.0,1.0,0.0,0.0,0.0,4.7743580000000065,0.0
nvbench2:dev:641,mistral-small:24b,full,rect,5,0.0,0.0,0.0,0.0,0.0,0.9333333333333332,1.0,1.0,1.0,5,5,1.0,1.0,0.0,0.0,1.0,0.0,2.6187615410000262,0.0
