record_id,model,variant,gold_family,pool_size,pool_oracle,rrf_hit@1,rrf_hit@5,llm_hit@1,llm_hit@5,rrf_top1_graded,llm_top1_graded,parse_success,prefix_complete,returned_count,target_count,self_source_any,self_source_exclusive,source_gemma,source_llama,source_mistral,source_qwen,elapsed_seconds,llm_minus_rrf_hit1
nvbench2:dev:642,mistral-small:24b,full,line,5,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.72,1.0,1.0,5,5,0.0,0.0,0.0,0.0,0.0,1.0,2.7666139999999473,0.0
nvbench2:dev:644,mistral-small:24b,full,bar+line,18,0.0,0.0,0.0,0.0,0.0,0.9333333333333332,1.0,1.0,1.0,5,5,0.0,0.0,0.0,0.0,0.0,1.0,5.473568499999999,0.0
nvbench2:dev:647,mistral-small:24b,full,bar,13,1.0,0.0,1.0,0.0,1.0,0.9199999999999999,1.0,1.0,1.0,5,5,1.0,1.0,0.0,0.0,1.0,0.0,4.4405093330000796,0.0
nvbench2:dev:651,mistral-small:24b,full,bar,16,0.0,0.0,0.0,0.0,0.0,0.9199999999999999,0.9199999999999999,1.0,1.0,5,5,1.0,0.0,0.0,0.0,1.0,1.0,4.589712209000027,0.0
nvbench2:dev:655,mistral-small:24b,full,line,19,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,0.2,1.0,1.0,5,5,0.0,0.0,1.0,0.0,0.0,0.0,6.445362666000051,0.0
nvbench2:dev:666,mistral-small:24b,full,line,15,0.0,0.0,0.0,0.0,0.0,0.9333333333333332,1.0,1.0,1.0,5,5,0.0,0.0,0.0,0.0,0.0,1.0,4.397778832999961,0.0
nvbench2:dev:672,mistral-small:24b,full,bar,12,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,5,5,1.0,0.0,0.0,0.0,1.0,1.0,3.787037000000055,0.0
nvbench2:dev:675,mistral-small:24b,full,bar,10,1.0,0.0,1.0,0.0,0.0,1.0,0.8,1.0,1.0,5,5,1.0,1.0,0.0,0.0,1.0,0.0,3.3204256249999844,0.0
nvbench2:dev:681,mistral-small:24b,full,bar,13,0.0,0.0,0.0,0.0,0.0,0.64,0.64,1.0,1.0,5,5,1.0,0.0,0.0,0.0,1.0,1.0,4.133177250000017,0.0
nvbench2:dev:683,mistral-small:24b,full,bar,3,0.0,0.0,0.0,0.0,0.0,0.9199999999999999,0.9199999999999999,1.0,1.0,3,3,1.0,1.0,0.0,0.0,1.0,0.0,2.759483292000027,0.0
nvbench2:dev:684,mistral-small:24b,full,bar,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nvbench2:dev:713,mistral-small:24b,full,bar,8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,5,0.0,0.0,1.0,0.0,0.0,1.0,3.2523252089999914,0.0
nvbench2:dev:715,mistral-small:24b,full,point,13,0.0,0.0,0.0,0.0,0.0,0.5333333333333333,0.5333333333333333,1.0,1.0,5,5,0.0,0.0,0.0,0.0,0.0,1.0,4.394902249999973,0.0
nvbench2:dev:716,mistral-small:24b,full,boxplot,16,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,5,5,1.0,1.0,0.0,0.0,1.0,0.0,4.493363999999929,-1.0
nvbench2:dev:717,mistral-small:24b,full,boxplot,3,0.0,0.0,0.0,0.0,0.0,0.44000000000000006,0.52,1.0,1.0,3,3,0.0,0.0,0.0,1.0,0.0,0.0,2.4340239580000116,0.0
nvbench2:dev:718,mistral-small:24b,full,boxplot,12,0.0,0.0,0.0,0.0,0.0,0.8,0.8,1.0,1.0,5,5,0.0,0.0,0.0,0.0,0.0,1.0,3.9143946670000105,0.0
nvbench2:dev:719,mistral-small:24b,full,arc,6,0.0,0.0,0.0,0.0,0.0,0.4,0.8333333333333333,1.0,1.0,5,5,0.0,0.0,0.0,0.0,0.0,1.0,3.792771749999929,0.0
nvbench2:dev:721,mistral-small:24b,full,boxplot,8,1.0,0.0,1.0,1.0,1.0,0.6,1.0,1.0,1.0,5,5,0.0,0.0,1.0,0.0,0.0,0.0,3.805678291999925,1.0
nvbench2:dev:723,mistral-small:24b,full,boxplot,4,0.0,0.0,0.0,0.0,0.0,0.7,0.7,1.0,1.0,4,4,0.0,0.0,0.0,1.0,0.0,0.0,2.4176393329998973,0.0
nvbench2:dev:725,mistral-small:24b,full,boxplot,8,0.0,0.0,0.0,0.0,0.0,0.4,0.4,1.0,1.0,5,5,1.0,0.0,0.0,0.0,1.0,1.0,3.0573616249999986,0.0
nvbench2:dev:732,mistral-small:24b,full,bar+line+rect,13,1.0,0.0,1.0,0.0,0.0,0.52,0.52,1.0,1.0,5,5,1.0,0.0,1.0,0.0,1.0,1.0,4.498801916999923,0.0
nvbench2:dev:733,mistral-small:24b,full,bar+line+rect,23,0.0,0.0,0.0,0.0,0.0,0.9199999999999999,0.36,1.0,1.0,5,5,1.0,1.0,0.0,0.0,1.0,0.0,6.284866665999971,0.0
nvbench2:dev:17,mistral-small:24b,leave_self_out,line,8,0.0,0.0,0.0,0.0,0.0,0.44000000000000006,0.3333333333333333,1.0,1.0,5,5,0.0,0.0,0.0,1.0,0.0,0.0,3.695266584,0.0
nvbench2:dev:22,mistral-small:24b,leave_self_out,boxplot,7,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,5,5,0.0,0.0,0.0,0.0,0.0,1.0,3.180543875,0.0
nvbench2:dev:23,mistral-small:24b,leave_self_out,point,13,0.0,0.0,0.0,0.0,0.0,0.44000000000000006,0.44000000000000006,1.0,1.0,5,5,0.0,0.0,0.0,0.0,0.0,1.0,4.224692958,0.0
nvbench2:dev:25,mistral-small:24b,leave_self_out,rect,20,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,5,5,0.0,0.0,0.0,0.0,0.0,1.0,6.127782292000001,0.0
nvbench2:dev:33,mistral-small:24b,leave_self_out,arc,3,0.0,0.0,0.0,0.0,0.0,0.8,0.8,1.0,1.0,3,3,0.0,0.0,1.0,0.0,0.0,0.0,2.0503766249999984,0.0
nvbench2:dev:34,mistral-small:24b,leave_self_out,point,8,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,5,5,0.0,0.0,0.0,0.0,0.0,1.0,2.6886765419999996,-1.0
nvbench2:dev:35,mistral-small:24b,leave_self_out,bar+line+point+rect,9,0.0,0.0,0.0,0.0,0.0,0.7333333333333333,0.8,1.0,1.0,5,5,0.0,0.0,0.0,0.0,0.0,1.0,3.087770749999997,0.0
nvbench2:dev:39,mistral-small:24b,leave_self_out,arc,3,0.0,0.0,0.0,0.0,0.0,0.64,0.64,1.0,1.0,3,3,0.0,0.0,0.0,0.0,0.0,1.0,2.2458107090000006,0.0
nvbench2:dev:40,mistral-small:24b,leave_self_out,rect,17,0.0,0.0,0.0,0.0,0.0,0.7333333333333333,0.7333333333333333,1.0,1.0,5,5,0.0,0.0,0.0,0.0,0.0,1.0,5.195010416999999,0.0
nvbench2:dev:41,mistral-small:24b,leave_self_out,arc,7,1.0,1.0,1.0,0.0,1.0,1.0,0.6,1.0,1.0,5,5,0.0,0.0,1.0,0.0,0.0,0.0,3.5771589579999983,-1.0
nvbench2:dev:48,mistral-small:24b,leave_self_out,arc,12,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,5,0.0,0.0,1.0,0.0,0.0,0.0,3.499229542000002,0.0
nvbench2:dev:49,mistral-small:24b,leave_self_out,line,19,0.0,0.0,0.0,0.0,0.0,0.9,0.9,1.0,1.0,5,5,0.0,0.0,0.0,0.0,0.0,1.0,5.8583152080000005,0.0
nvbench2:dev:51,mistral-small:24b,leave_self_out,bar,10,0.0,0.0,0.0,0.0,0.0,0.9199999999999999,0.9199999999999999,1.0,1.0,5,5,0.0,0.0,1.0,0.0,0.0,0.0,3.7649006250000028,0.0
nvbench2:dev:54,mistral-small:24b,leave_self_out,bar,7,0.0,0.0,0.0,0.0,0.0,0.44000000000000006,0.9199999999999999,1.0,1.0,5,5,0.0,0.0,0.0,0.0,0.0,1.0,2.7439310829999997,0.0
nvbench2:dev:57,mistral-small:24b,leave_self_out,rect,14,0.0,0.0,0.0,0.0,0.0,1.0,0.44000000000000006,1.0,1.0,5,5,0.0,0.0,0.0,0.0,0.0,1.0,4.496698792000004,0.0
nvbench2:dev:61,mistral-small:24b,leave_self_out,arc,4,1.0,0.0,1.0,1.0,1.0,0.7,1.0,1.0,1.0,4,4,0.0,0.0,1.0,0.0,0.0,0.0,2.5434780829999966,1.0
nvbench2:dev:63,mistral-small:24b,leave_self_out,arc,2,0.0,0.0,0.0,0.0,0.0,0.7,0.9,1.0,1.0,2,2,0.0,0.0,0.0,1.0,0.0,0.0,1.7532048750000016,0.0
nvbench2:dev:68,mistral-small:24b,leave_self_out,arc,8,0.0,0.0,0.0,0.0,0.0,0.8,0.9,1.0,1.0,5,5,0.0,0.0,0.0,0.0,0.0,1.0,3.7894235830000014,0.0
nvbench2:dev:72,mistral-small:24b,leave_self_out,arc,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,1,0.0,0.0,0.0,1.0,0.0,0.0,2.105514124999999,0.0
nvbench2:dev:73,mistral-small:24b,leave_self_out,arc,1,0.0,0.0,0.0,0.0,0.0,0.8,0.8,1.0,1.0,1,1,0.0,0.0,0.0,1.0,0.0,0.0,1.9256649169999918,0.0
nvbench2:dev:76,mistral-small:24b,leave_self_out,bar,15,1.0,0.0,0.0,1.0,1.0,0.36,1.0,1.0,1.0,5,5,0.0,0.0,1.0,0.0,0.0,0.0,4.7178251250000045,1.0
nvbench2:dev:83,mistral-small:24b,leave_self_out,arc,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,0.0,0.0,1.0,0.0,0.0,0.0,1.920488000000006,0.0
nvbench2:dev:84,mistral-small:24b,leave_self_out,rect,17,0.0,0.0,0.0,0.0,0.0,0.8666666666666668,0.8666666666666668,1.0,1.0,5,5,0.0,0.0,0.0,0.0,0.0,1.0,5.462455208999998,0.0
nvbench2:dev:89,mistral-small:24b,leave_self_out,arc,7,1.0,0.0,1.0,0.0,1.0,0.2,0.2,1.0,1.0,5,5,0.0,0.0,0.0,0.0,0.0,1.0,3.2059047919999983,0.0
nvbench2:dev:92,mistral-small:24b,leave_self_out,arc,6,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1.0,1.0,5,5,0.0,0.0,0.0,0.0,0.0,1.0,3.1333589999999987,0.0
nvbench2:dev:97,mistral-small:24b,leave_self_out,line,1,0.0,0.0,0.0,0.0,0.0,0.08,0.08,1.0,1.0,1,1,0.0,0.0,0.0,1.0,0.0,0.0,1.2260339159999916,0.0
nvbench2:dev:103,mistral-small:24b,leave_self_out,boxplot,8,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,5,5,0.0,0.0,0.0,0.0,0.0,1.0,3.166269374999999,-1.0
nvbench2:dev:105,mistral-small:24b,leave_self_out,arc,9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,5,0.0,0.0,0.0,0.0,0.0,1.0,3.9718580830000008,0.0
nvbench2:dev:108,mistral-small:24b,leave_self_out,boxplot,5,0.0,0.0,0.0,0.0,0.0,0.5,0.4,1.0,1.0,5,5,0.0,0.0,0.0,1.0,0.0,0.0,2.530366041999997,0.0
nvbench2:dev:112,mistral-small:24b,leave_self_out,boxplot,1,0.0,0.0,0.0,0.0,0.0,0.8,0.8,1.0,1.0,1,1,0.0,0.0,0.0,0.0,0.0,1.0,2.204479500000005,0.0
nvbench2:dev:114,mistral-small:24b,leave_self_out,line,18,0.0,0.0,0.0,0.0,0.0,0.16,0.44000000000000006,1.0,1.0,5,5,0.0,0.0,0.0,0.0,0.0,1.0,6.463700000000003,0.0
nvbench2:dev:116,mistral-small:24b,leave_self_out,arc,6,1.0,0.0,1.0,1.0,1.0,0.8,1.0,1.0,1.0,5,5,0.0,0.0,1.0,0.0,0.0,0.0,3.1484762500000016,1.0
nvbench2:dev:118,mistral-small:24b,leave_self_out,rect,9,0.0,0.0,0.0,0.0,0.0,0.9333333333333332,0.9333333333333332,1.0,1.0,5,5,0.0,0.0,0.0,0.0,0.0,1.0,3.3517424579999897,0.0
nvbench2:dev:127,mistral-small:24b,leave_self_out,arc,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,4,0.0,0.0,1.0,0.0,0.0,0.0,2.8319170000000042,0.0
nvbench2:dev:136,mistral-small:24b,leave_self_out,boxplot,10,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,5,0.0,0.0,1.0,0.0,0.0,0.0,2.951968291,1.0
nvbench2:dev:138,mistral-small:24b,leave_self_out,bar,8,0.0,0.0,0.0,0.0,0.0,0.8,0.8,1.0,1.0,5,5,0.0,0.0,0.0,0.0,0.0,1.0,2.839245875000003,0.0
nvbench2:dev:139,mistral-small:24b,leave_self_out,line,6,0.0,0.0,0.0,0.0,0.0,0.7,0.7,1.0,1.0,5,5,0.0,0.0,0.0,0.0,0.0,1.0,2.3854480410000036,0.0
nvbench2:dev:143,mistral-small:24b,leave_self_out,rect,11,1.0,0.0,1.0,0.0,0.0,0.6666666666666667,0.6666666666666667,1.0,1.0,5,5,0.0,0.0,0.0,0.0,0.0,1.0,3.8678675839999954,0.0
nvbench2:dev:144,mistral-small:24b,leave_self_out,bar,3,0.0,0.0,0.0,0.0,0.0,0.9199999999999999,0.9199999999999999,1.0,1.0,3,3,0.0,0.0,0.0,0.0,0.0,1.0,1.8921097919999852,0.0
nvbench2:dev:149,mistral-small:24b,leave_self_out,point,16,0.0,0.0,0.0,0.0,0.0,1.0,0.5599999999999999,1.0,1.0,5,5,0.0,0.0,0.0,1.0,0.0,0.0,5.129182582999988,0.0
nvbench2:dev:157,mistral-small:24b,leave_self_out,point,19,0.0,0.0,0.0,0.0,0.0,0.36,0.36,1.0,1.0,5,5,0.0,0.0,1.0,0.0,0.0,1.0,5.167529583000004,0.0
nvbench2:dev:158,mistral-small:24b,leave_self_out,point,13,0.0,0.0,0.0,0.0,0.0,0.52,0.44000000000000006,1.0,1.0,5,5,0.0,0.0,0.0,0.0,0.0,1.0,4.394600084000018,0.0
nvbench2:dev:165,mistral-small:24b,leave_self_out,line,11,0.0,0.0,0.0,0.0,0.0,0.7333333333333333,0.8,1.0,1.0,5,5,0.0,0.0,1.0,0.0,0.0,0.0,4.744275249999987,0.0
nvbench2:dev:167,mistral-small:24b,leave_self_out,bar,5,0.0,0.0,0.0,0.0,0.0,0.9333333333333332,0.9333333333333332,1.0,1.0,5,5,0.0,0.0,0.0,0.0,0.0,1.0,2.7094014999999843,0.0
nvbench2:dev:176,mistral-small:24b,leave_self_out,line,12,1.0,1.0,1.0,0.0,0.0,1.0,0.64,1.0,1.0,5,5,0.0,0.0,0.0,0.0,0.0,1.0,3.9448509169999966,-1.0
nvbench2:dev:182,mistral-small:24b,leave_self_out,rect,4,0.0,0.0,0.0,0.0,0.0,0.6666666666666667,0.6666666666666667,1.0,1.0,4,4,0.0,0.0,0.0,0.0,0.0,1.0,3.011369916999996,0.0
nvbench2:dev:188,mistral-small:24b,leave_self_out,rect,13,1.0,1.0,1.0,0.0,0.0,1.0,0.6,1.0,1.0,5,5,0.0,0.0,0.0,0.0,0.0,1.0,4.794600416999998,-1.0
nvbench2:dev:191,mistral-small:24b,leave_self_out,rect,4,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,4,4,0.0,0.0,0.0,0.0,0.0,1.0,2.437142291999976,0.0
nvbench2:dev:203,mistral-small:24b,leave_self_out,bar+line,20,0.0,0.0,0.0,0.0,0.0,0.72,0.72,1.0,1.0,5,5,0.0,0.0,0.0,0.0,0.0,1.0,5.559459082999979,0.0
nvbench2:dev:214,mistral-small:24b,leave_self_out,rect,17,1.0,1.0,1.0,0.0,0.0,1.0,0.7333333333333333,1.0,1.0,5,5,0.0,0.0,0.0,0.0,0.0,1.0,5.341657916999992,-1.0
nvbench2:dev:223,mistral-small:24b,leave_self_out,boxplot,9,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,5,5,0.0,0.0,0.0,0.0,0.0,1.0,3.7066407079999806,0.0
nvbench2:dev:228,mistral-small:24b,leave_self_out,rect,8,0.0,0.0,0.0,0.0,0.0,0.5333333333333333,0.44000000000000006,1.0,1.0,5,5,0.0,0.0,0.0,0.0,0.0,1.0,3.8933485839999946,0.0
nvbench2:dev:232,mistral-small:24b,leave_self_out,arc,2,0.0,0.0,0.0,0.0,0.0,0.6,0.6,1.0,1.0,2,2,0.0,0.0,0.0,1.0,0.0,0.0,2.138650375000026,0.0
nvbench2:dev:245,mistral-small:24b,leave_self_out,line,17,0.0,0.0,0.0,0.0,0.0,0.5866666666666667,0.8,1.0,1.0,5,5,0.0,0.0,1.0,0.0,0.0,0.0,6.035572708000018,0.0
nvbench2:dev:252,mistral-small:24b,leave_self_out,rect,3,0.0,0.0,0.0,0.0,0.0,0.4,0.4,1.0,1.0,3,3,0.0,0.0,0.0,0.0,0.0,1.0,1.9514209170000072,0.0
nvbench2:dev:253,mistral-small:24b,leave_self_out,arc+bar+line,7,1.0,0.0,0.0,0.0,0.0,0.9,0.9,1.0,1.0,5,5,0.0,0.0,0.0,0.0,0.0,1.0,2.702650291999987,0.0
nvbench2:dev:255,mistral-small:24b,leave_self_out,bar,4,0.0,0.0,0.0,0.0,0.0,0.7333333333333333,0.8,1.0,1.0,4,4,0.0,0.0,0.0,0.0,0.0,1.0,2.193185915999976,0.0
nvbench2:dev:256,mistral-small:24b,leave_self_out,rect,20,0.0,0.0,0.0,0.0,0.0,0.8,0.4666666666666667,1.0,1.0,5,5,0.0,0.0,0.0,0.0,0.0,1.0,8.559476333999982,0.0
nvbench2:dev:259,mistral-small:24b,leave_self_out,point,11,0.0,0.0,0.0,0.0,0.0,0.72,0.8400000000000001,1.0,1.0,5,5,0.0,0.0,0.0,0.0,0.0,1.0,4.115051792000003,0.0
nvbench2:dev:278,mistral-small:24b,leave_self_out,arc,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,5,0.0,0.0,1.0,0.0,0.0,0.0,2.7909479579999754,0.0
nvbench2:dev:283,mistral-small:24b,leave_self_out,rect,14,0.0,0.0,0.0,0.0,0.0,0.26666666666666666,0.26666666666666666,1.0,1.0,5,5,0.0,0.0,0.0,0.0,0.0,1.0,5.858746832999998,0.0
nvbench2:dev:286,mistral-small:24b,leave_self_out,bar,4,0.0,0.0,0.0,0.0,0.0,0.9199999999999999,0.9199999999999999,1.0,1.0,4,4,0.0,0.0,0.0,0.0,0.0,1.0,3.1778363329999877,0.0
nvbench2:dev:292,mistral-small:24b,leave_self_out,rect,5,0.0,0.0,0.0,0.0,0.0,0.7333333333333333,0.7333333333333333,1.0,1.0,5,5,0.0,0.0,0.0,0.0,0.0,1.0,4.281423583999981,0.0
nvbench2:dev:296,mistral-small:24b,leave_self_out,bar,7,0.0,0.0,0.0,0.0,0.0,0.44000000000000006,0.44000000000000006,1.0,1.0,5,5,0.0,0.0,0.0,0.0,0.0,1.0,3.8235457500000223,0.0
nvbench2:dev:298,mistral-small:24b,leave_self_out,bar,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nvbench2:dev:300,mistral-small:24b,leave_self_out,arc,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,5,0.0,0.0,1.0,0.0,0.0,0.0,3.2857914169999844,0.0
nvbench2:dev:302,mistral-small:24b,leave_self_out,rect,13,0.0,0.0,0.0,0.0,0.0,0.7333333333333333,0.6,1.0,1.0,5,5,0.0,0.0,1.0,0.0,0.0,0.0,4.560402625000023,0.0
nvbench2:dev:307,mistral-small:24b,leave_self_out,rect,2,0.0,0.0,0.0,0.0,0.0,0.08,0.08,1.0,1.0,2,2,0.0,0.0,0.0,1.0,0.0,0.0,2.134542833000012,0.0
nvbench2:dev:314,mistral-small:24b,leave_self_out,arc,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nvbench2:dev:315,mistral-small:24b,leave_self_out,bar,13,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,5,0.0,0.0,1.0,0.0,0.0,0.0,4.291121583000006,1.0
nvbench2:dev:317,mistral-small:24b,leave_self_out,rect,9,0.0,0.0,0.0,0.0,0.0,0.7333333333333333,0.7333333333333333,1.0,1.0,5,5,0.0,0.0,0.0,0.0,0.0,1.0,4.243341915999991,0.0
nvbench2:dev:319,mistral-small:24b,leave_self_out,boxplot,14,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,5,0.0,0.0,1.0,0.0,0.0,0.0,4.55454204199998,0.0
nvbench2:dev:326,mistral-small:24b,leave_self_out,rect,8,0.0,0.0,0.0,0.0,0.0,0.26666666666666666,0.26666666666666666,1.0,1.0,5,5,0.0,0.0,0.0,0.0,0.0,1.0,2.9580789169999946,0.0
nvbench2:dev:327,mistral-small:24b,leave_self_out,boxplot,9,0.0,0.0,0.0,0.0,0.0,0.5,0.4,1.0,1.0,5,5,0.0,0.0,0.0,0.0,0.0,1.0,3.075717666999992,0.0
nvbench2:dev:331,mistral-small:24b,leave_self_out,bar,12,0.0,0.0,0.0,0.0,0.0,0.5,0.7333333333333333,1.0,1.0,5,5,0.0,0.0,0.0,0.0,0.0,1.0,4.449950916999967,0.0
nvbench2:dev:332,mistral-small:24b,leave_self_out,arc,6,0.0,0.0,0.0,0.0,0.0,0.2,0.2,1.0,1.0,5,5,0.0,0.0,0.0,0.0,0.0,1.0,3.14715933399998,0.0
nvbench2:dev:336,mistral-small:24b,leave_self_out,arc,2,0.0,0.0,0.0,0.0,0.0,0.4,0.4,1.0,1.0,2,2,0.0,0.0,0.0,1.0,0.0,0.0,1.9912658339999894,0.0
nvbench2:dev:338,mistral-small:24b,leave_self_out,rect,11,0.0,0.0,0.0,0.0,0.0,0.7333333333333333,0.7333333333333333,1.0,1.0,5,5,0.0,0.0,0.0,0.0,0.0,1.0,4.499005375000024,0.0
nvbench2:dev:340,mistral-small:24b,leave_self_out,rect,12,0.0,0.0,0.0,0.0,0.0,0.9333333333333332,0.44000000000000006,1.0,1.0,5,5,0.0,0.0,1.0,0.0,0.0,0.0,4.081855665999967,0.0
nvbench2:dev:346,mistral-small:24b,leave_self_out,bar+line+rect,11,0.0,0.0,0.0,0.0,0.0,0.4666666666666667,0.72,1.0,1.0,5,5,0.0,0.0,1.0,0.0,0.0,0.0,4.392727292000018,0.0
nvbench2:dev:358,mistral-small:24b,leave_self_out,bar,8,1.0,0.0,0.0,1.0,1.0,0.9199999999999999,1.0,1.0,1.0,5,5,0.0,0.0,0.0,0.0,0.0,1.0,3.2124396670000124,1.0
nvbench2:dev:362,mistral-small:24b,leave_self_out,rect,5,0.0,0.0,0.0,0.0,0.0,0.6,0.6,1.0,1.0,5,5,0.0,0.0,0.0,0.0,0.0,1.0,3.3194697920000067,0.0
nvbench2:dev:367,mistral-small:24b,leave_self_out,bar,9,0.0,0.0,0.0,0.0,0.0,0.64,0.64,1.0,1.0,5,5,0.0,0.0,0.0,0.0,0.0,1.0,3.4018482499999436,0.0
nvbench2:dev:381,mistral-small:24b,leave_self_out,rect,10,0.0,0.0,0.0,0.0,0.0,0.9333333333333332,0.9333333333333332,1.0,1.0,5,5,0.0,0.0,0.0,0.0,0.0,1.0,3.7560174999999845,0.0
nvbench2:dev:383,mistral-small:24b,leave_self_out,rect,16,1.0,0.0,1.0,0.0,0.0,1.0,0.44000000000000006,1.0,1.0,5,5,0.0,0.0,1.0,0.0,0.0,0.0,4.335171375000016,0.0
nvbench2:dev:384,mistral-small:24b,leave_self_out,bar,14,0.0,0.0,0.0,0.0,0.0,0.6799999999999999,0.7,1.0,1.0,5,5,0.0,0.0,1.0,0.0,0.0,0.0,5.11481816700001,0.0
nvbench2:dev:388,mistral-small:24b,leave_self_out,rect,7,0.0,0.0,0.0,0.0,0.0,0.6666666666666667,0.4,1.0,1.0,5,5,0.0,0.0,0.0,0.0,0.0,1.0,3.9182629169999927,0.0
nvbench2:dev:394,mistral-small:24b,leave_self_out,arc,1,0.0,0.0,0.0,0.0,0.0,0.9,0.9,1.0,1.0,1,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0433900410000092,0.0
nvbench2:dev:398,mistral-small:24b,leave_self_out,line,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,4,0.0,0.0,1.0,0.0,0.0,1.0,2.1796398339999996,0.0
nvbench2:dev:403,mistral-small:24b,leave_self_out,point,10,0.0,0.0,0.0,0.0,0.0,0.4,0.8,1.0,1.0,5,5,0.0,0.0,1.0,0.0,0.0,0.0,3.98342550000001,0.0
nvbench2:dev:405,mistral-small:24b,leave_self_out,bar,8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,5,0.0,0.0,1.0,0.0,0.0,1.0,3.0500743750000083,0.0
nvbench2:dev:421,mistral-small:24b,leave_self_out,arc,1,0.0,0.0,0.0,0.0,0.0,0.8,0.8,1.0,1.0,1,1,0.0,0.0,1.0,0.0,0.0,0.0,2.137888791000023,0.0
nvbench2:dev:422,mistral-small:24b,leave_self_out,arc,1,0.0,0.0,0.0,0.0,0.0,0.8,0.8,1.0,1.0,1,1,0.0,0.0,1.0,0.0,0.0,0.0,2.0740767499999606,0.0
nvbench2:dev:436,mistral-small:24b,leave_self_out,point,11,0.0,0.0,0.0,0.0,0.0,0.4,0.4,1.0,1.0,5,5,0.0,0.0,0.0,0.0,0.0,1.0,3.882681416999958,0.0
nvbench2:dev:444,mistral-small:24b,leave_self_out,point,7,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.3333333333333333,1.0,1.0,5,5,0.0,0.0,0.0,0.0,0.0,1.0,3.8074755829999845,0.0
nvbench2:dev:445,mistral-small:24b,leave_self_out,boxplot,2,0.0,0.0,0.0,0.0,0.0,0.2,0.8,1.0,1.0,2,2,0.0,0.0,1.0,0.0,0.0,0.0,2.214250708999998,0.0
nvbench2:dev:455,mistral-small:24b,leave_self_out,bar,13,0.0,0.0,0.0,0.0,0.0,0.9199999999999999,0.9199999999999999,1.0,1.0,5,5,0.0,0.0,0.0,0.0,0.0,1.0,3.876090667000028,0.0
nvbench2:dev:457,mistral-small:24b,leave_self_out,arc,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,0.0,0.0,1.0,0.0,0.0,0.0,1.24456674999999,0.0
nvbench2:dev:462,mistral-small:24b,leave_self_out,bar,8,0.0,0.0,0.0,0.0,0.0,0.8,0.8,1.0,1.0,5,5,0.0,0.0,0.0,0.0,0.0,1.0,3.0181278750000047,0.0
nvbench2:dev:463,mistral-small:24b,leave_self_out,bar+line+point,13,0.0,0.0,0.0,0.0,0.0,0.6533333333333333,0.52,1.0,1.0,5,5,0.0,0.0,0.0,0.0,0.0,1.0,5.721143624999968,0.0
nvbench2:dev:465,mistral-small:24b,leave_self_out,arc,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,0.0,0.0,1.0,0.0,0.0,0.0,2.66732829099999,0.0
nvbench2:dev:470,mistral-small:24b,leave_self_out,boxplot,7,0.0,0.0,0.0,0.0,0.0,0.8,0.8,1.0,1.0,5,5,0.0,0.0,0.0,0.0,0.0,1.0,3.686482333000015,0.0
