condition,record_id,left_seed,right_seed,top1_agreement,candidate_set_jaccard,valid_set_jaccard,rank_biased_overlap_p90
direct,nvbench2:test:666,101,202,1.0,1.0,1.0,1.0
direct,nvbench2:test:666,101,303,1.0,1.0,1.0,1.0
direct,nvbench2:test:666,202,303,1.0,1.0,1.0,1.0
direct,nvbench2:test:676,101,202,1.0,0.25,0.25,0.5428899999999999
direct,nvbench2:test:676,101,303,1.0,0.25,0.25,0.5428899999999999
direct,nvbench2:test:676,202,303,1.0,1.0,1.0,1.0
direct,nvbench2:test:677,101,202,1.0,1.0,1.0,1.0
direct,nvbench2:test:677,101,303,1.0,1.0,1.0,1.0
direct,nvbench2:test:677,202,303,1.0,1.0,1.0,1.0
direct,nvbench2:test:685,101,202,1.0,1.0,1.0,1.0
direct,nvbench2:test:685,101,303,1.0,1.0,1.0,1.0
direct,nvbench2:test:685,202,303,1.0,1.0,1.0,1.0
direct,nvbench2:test:687,101,202,1.0,1.0,1.0,1.0
direct,nvbench2:test:687,101,303,1.0,1.0,1.0,1.0
direct,nvbench2:test:687,202,303,1.0,1.0,1.0,1.0
direct,nvbench2:test:688,101,202,1.0,1.0,1.0,1.0
direct,nvbench2:test:688,101,303,1.0,1.0,1.0,1.0
direct,nvbench2:test:688,202,303,1.0,1.0,1.0,1.0
direct,nvbench2:test:695,101,202,1.0,1.0,1.0,1.0
direct,nvbench2:test:695,101,303,0.0,0.0,1.0,0.0
direct,nvbench2:test:695,202,303,0.0,0.0,1.0,0.0
direct,nvbench2:test:703,101,202,0.0,0.0,0.0,0.0
direct,nvbench2:test:703,101,303,1.0,0.6,1.0,0.81775
direct,nvbench2:test:703,202,303,0.0,0.0,0.0,0.0
direct,nvbench2:test:705,101,202,1.0,0.1111111111111111,0.0,0.321445
direct,nvbench2:test:705,101,303,1.0,0.1111111111111111,0.0,0.321445
direct,nvbench2:test:705,202,303,1.0,1.0,1.0,1.0
direct,nvbench2:test:707,101,202,0.0,0.25,0.2857142857142857,0.280665
direct,nvbench2:test:707,101,303,1.0,1.0,1.0,1.0
direct,nvbench2:test:707,202,303,0.0,0.25,0.2857142857142857,0.280665
direct,nvbench2:test:711,101,202,1.0,0.42857142857142855,0.42857142857142855,0.719335
direct,nvbench2:test:711,101,303,1.0,1.0,1.0,1.0
direct,nvbench2:test:711,202,303,1.0,0.42857142857142855,0.42857142857142855,0.719335
direct,nvbench2:test:727,101,202,1.0,0.42857142857142855,0.42857142857142855,0.719335
direct,nvbench2:test:727,101,303,1.0,0.42857142857142855,0.42857142857142855,0.719335
direct,nvbench2:test:727,202,303,1.0,0.6666666666666666,0.6666666666666666,0.8687799999999999
direct,nvbench2:test:730,101,202,1.0,1.0,1.0,1.0
direct,nvbench2:test:730,101,303,1.0,1.0,1.0,1.0
direct,nvbench2:test:730,202,303,1.0,1.0,1.0,1.0
direct,nvbench2:test:731,101,202,1.0,1.0,1.0,1.0
direct,nvbench2:test:731,101,303,1.0,1.0,1.0,1.0
direct,nvbench2:test:731,202,303,1.0,1.0,1.0,1.0
direct,nvbench2:test:732,101,202,1.0,1.0,1.0,1.0
direct,nvbench2:test:732,101,303,1.0,1.0,1.0,1.0
direct,nvbench2:test:732,202,303,1.0,1.0,1.0,1.0
direct,nvbench2:test:736,101,202,1.0,1.0,1.0,1.0
direct,nvbench2:test:736,101,303,1.0,1.0,1.0,1.0
direct,nvbench2:test:736,202,303,1.0,1.0,1.0,1.0
direct,nvbench2:test:737,101,202,1.0,1.0,1.0,1.0
direct,nvbench2:test:737,101,303,0.0,0.0,1.0,0.0
direct,nvbench2:test:737,202,303,0.0,0.0,1.0,0.0
direct,nvbench2:test:741,101,202,1.0,1.0,1.0,1.0
direct,nvbench2:test:741,101,303,1.0,1.0,1.0,1.0
direct,nvbench2:test:741,202,303,1.0,1.0,1.0,1.0
direct,nvbench2:test:745,101,202,1.0,1.0,1.0,1.0
direct,nvbench2:test:745,101,303,1.0,1.0,1.0,1.0
direct,nvbench2:test:745,202,303,1.0,1.0,1.0,1.0
staged,nvbench2:test:7,101,202,1.0,1.0,1.0,1.0
staged,nvbench2:test:7,101,303,0.0,0.0,0.0,0.0
staged,nvbench2:test:7,202,303,0.0,0.0,0.0,0.0
staged,nvbench2:test:11,101,202,1.0,1.0,1.0,1.0
staged,nvbench2:test:11,101,303,1.0,1.0,1.0,1.0
staged,nvbench2:test:11,202,303,1.0,1.0,1.0,1.0
staged,nvbench2:test:18,101,202,0.0,0.0,1.0,0.0
staged,nvbench2:test:18,101,303,0.0,0.0,1.0,0.0
staged,nvbench2:test:18,202,303,0.0,0.0,1.0,0.0
staged,nvbench2:test:20,101,202,0.0,0.0,0.0,0.0
staged,nvbench2:test:20,101,303,0.0,0.0,0.0,0.0
staged,nvbench2:test:20,202,303,1.0,0.6,0.6,0.6291100000000001
staged,nvbench2:test:25,101,202,1.0,1.0,1.0,1.0
staged,nvbench2:test:25,101,303,1.0,1.0,1.0,1.0
staged,nvbench2:test:25,202,303,1.0,1.0,1.0,1.0
staged,nvbench2:test:26,101,202,0.0,0.0,0.0,0.0
staged,nvbench2:test:26,101,303,0.0,0.0,0.0,0.0
staged,nvbench2:test:26,202,303,0.0,0.0,0.0,0.0
staged,nvbench2:test:31,101,202,1.0,1.0,1.0,1.0
staged,nvbench2:test:31,101,303,1.0,1.0,1.0,1.0
staged,nvbench2:test:31,202,303,1.0,1.0,1.0,1.0
staged,nvbench2:test:35,101,202,0.0,0.0,0.0,0.0
staged,nvbench2:test:35,101,303,1.0,1.0,1.0,1.0
staged,nvbench2:test:35,202,303,0.0,0.0,0.0,0.0
staged,nvbench2:test:37,101,202,0.0,0.0,0.0,0.0
staged,nvbench2:test:37,101,303,0.0,0.0,0.0,0.0
staged,nvbench2:test:37,202,303,0.0,0.0,0.0,0.0
staged,nvbench2:test:39,101,202,1.0,0.3333333333333333,0.5,0.55
staged,nvbench2:test:39,101,303,0.0,0.0,0.0,0.0
staged,nvbench2:test:39,202,303,0.0,0.0,0.0,0.0
staged,nvbench2:test:62,101,202,1.0,1.0,1.0,1.0
staged,nvbench2:test:62,101,303,1.0,1.0,1.0,1.0
staged,nvbench2:test:62,202,303,1.0,1.0,1.0,1.0
staged,nvbench2:test:70,101,202,1.0,0.2,1.0,0.321445
staged,nvbench2:test:70,101,303,1.0,1.0,1.0,1.0
staged,nvbench2:test:70,202,303,1.0,0.2,1.0,0.321445
staged,nvbench2:test:79,101,202,0.0,0.0,0.0,0.0
staged,nvbench2:test:79,101,303,0.0,0.0,0.0,0.0
staged,nvbench2:test:79,202,303,0.0,0.0,0.0,0.0
staged,nvbench2:test:90,101,202,0.0,0.0,1.0,0.0
staged,nvbench2:test:90,101,303,0.0,0.0,0.0,0.0
staged,nvbench2:test:90,202,303,0.0,0.0,0.0,0.0
staged,nvbench2:test:97,101,202,0.0,0.0,0.0,0.0
staged,nvbench2:test:97,101,303,0.0,0.0,0.0,0.0
staged,nvbench2:test:97,202,303,0.0,0.0,0.0,0.0
staged,nvbench2:test:99,101,202,0.0,0.0,1.0,0.0
staged,nvbench2:test:99,101,303,0.0,0.0,1.0,0.0
staged,nvbench2:test:99,202,303,0.0,0.0,1.0,0.0
staged,nvbench2:test:102,101,202,0.0,0.0,0.0,0.0
staged,nvbench2:test:102,101,303,0.0,0.0,1.0,0.0
staged,nvbench2:test:102,202,303,0.0,0.0,0.0,0.0
staged,nvbench2:test:105,101,202,0.0,0.0,1.0,0.0
staged,nvbench2:test:105,101,303,0.0,0.0,0.0,0.0
staged,nvbench2:test:105,202,303,0.0,0.0,0.0,0.0
staged,nvbench2:test:111,101,202,0.0,0.3333333333333333,1.0,0.37089
staged,nvbench2:test:111,101,303,0.0,0.14285714285714285,1.0,0.22144499999999998
staged,nvbench2:test:111,202,303,1.0,0.2,1.0,0.415
staged,nvbench2:test:112,101,202,0.0,0.0,1.0,0.0
staged,nvbench2:test:112,101,303,0.0,0.0,1.0,0.0
staged,nvbench2:test:112,202,303,1.0,0.5,1.0,0.55
staged,nvbench2:test:113,101,202,1.0,1.0,1.0,1.0
staged,nvbench2:test:113,101,303,0.0,0.0,0.0,0.0
staged,nvbench2:test:113,202,303,0.0,0.0,0.0,0.0
staged,nvbench2:test:117,101,202,1.0,1.0,1.0,1.0
staged,nvbench2:test:117,101,303,0.0,0.0,0.0,0.0
staged,nvbench2:test:117,202,303,0.0,0.0,0.0,0.0
staged,nvbench2:test:127,101,202,0.0,0.0,0.0,0.0
staged,nvbench2:test:127,101,303,0.0,0.0,0.0,0.0
staged,nvbench2:test:127,202,303,0.0,0.0,1.0,0.0
staged,nvbench2:test:131,101,202,0.0,0.0,0.0,0.0
staged,nvbench2:test:131,101,303,0.0,0.0,1.0,0.0
staged,nvbench2:test:131,202,303,0.0,0.0,0.0,0.0
staged,nvbench2:test:132,101,202,0.0,0.0,1.0,0.0
staged,nvbench2:test:132,101,303,0.0,0.0,1.0,0.0
staged,nvbench2:test:132,202,303,0.0,0.0,1.0,0.0
staged,nvbench2:test:133,101,202,0.0,0.0,1.0,0.0
staged,nvbench2:test:133,101,303,0.0,0.0,1.0,0.0
staged,nvbench2:test:133,202,303,0.0,0.0,1.0,0.0
staged,nvbench2:test:142,101,202,0.0,0.0,0.0,0.0
staged,nvbench2:test:142,101,303,0.0,0.0,0.0,0.0
staged,nvbench2:test:142,202,303,1.0,1.0,1.0,1.0
staged,nvbench2:test:144,101,202,1.0,1.0,1.0,1.0
staged,nvbench2:test:144,101,303,1.0,1.0,1.0,1.0
staged,nvbench2:test:144,202,303,1.0,1.0,1.0,1.0
staged,nvbench2:test:150,101,202,0.0,0.0,0.0,0.0
staged,nvbench2:test:150,101,303,0.0,0.0,0.0,0.0
staged,nvbench2:test:150,202,303,0.0,0.0,0.0,0.0
staged,nvbench2:test:157,101,202,1.0,1.0,1.0,1.0
staged,nvbench2:test:157,101,303,0.0,0.0,1.0,0.0
staged,nvbench2:test:157,202,303,0.0,0.0,1.0,0.0
staged,nvbench2:test:160,101,202,0.0,0.0,0.0,0.0
staged,nvbench2:test:160,101,303,0.0,0.0,0.0,0.0
staged,nvbench2:test:160,202,303,0.0,0.0,1.0,0.0
staged,nvbench2:test:162,101,202,1.0,0.5,0.5,0.55
staged,nvbench2:test:162,101,303,1.0,0.5,0.5,0.55
staged,nvbench2:test:162,202,303,1.0,1.0,1.0,1.0
staged,nvbench2:test:163,101,202,1.0,0.3333333333333333,1.0,0.415
staged,nvbench2:test:163,101,303,0.0,0.0,1.0,0.0
staged,nvbench2:test:163,202,303,0.0,0.0,1.0,0.0
staged,nvbench2:test:168,101,202,0.0,0.0,0.0,0.0
staged,nvbench2:test:168,101,303,0.0,0.0,0.0,0.0
staged,nvbench2:test:168,202,303,1.0,0.5,1.0,0.55
staged,nvbench2:test:170,101,202,0.0,0.0,0.0,0.0
staged,nvbench2:test:170,101,303,0.0,1.0,1.0,0.9
staged,nvbench2:test:170,202,303,0.0,0.0,0.0,0.0
staged,nvbench2:test:173,101,202,0.0,0.0,0.0,0.0
staged,nvbench2:test:173,101,303,0.0,0.0,0.0,0.0
staged,nvbench2:test:173,202,303,0.0,0.0,0.0,0.0
staged,nvbench2:test:174,101,202,0.0,0.0,0.0,0.0
staged,nvbench2:test:174,101,303,1.0,1.0,1.0,1.0
staged,nvbench2:test:174,202,303,0.0,0.0,0.0,0.0
staged,nvbench2:test:178,101,202,0.0,0.0,1.0,0.0
staged,nvbench2:test:178,101,303,0.0,0.0,1.0,0.0
staged,nvbench2:test:178,202,303,1.0,1.0,1.0,1.0
staged,nvbench2:test:183,101,202,0.0,0.0,0.0,0.0
staged,nvbench2:test:183,101,303,0.0,0.0,0.0,0.0
staged,nvbench2:test:183,202,303,1.0,1.0,1.0,1.0
staged,nvbench2:test:192,101,202,0.0,0.5,0.0,0.45
staged,nvbench2:test:192,101,303,0.0,0.5,0.0,0.45
staged,nvbench2:test:192,202,303,1.0,1.0,1.0,1.0
staged,nvbench2:test:194,101,202,0.0,0.0,0.0,0.0
staged,nvbench2:test:194,101,303,0.0,0.0,0.0,0.0
staged,nvbench2:test:194,202,303,0.0,0.0,0.0,0.0
staged,nvbench2:test:201,101,202,0.0,0.0,1.0,0.0
staged,nvbench2:test:201,101,303,0.0,0.0,0.0,0.0
staged,nvbench2:test:201,202,303,1.0,0.2,0.0,0.321445
staged,nvbench2:test:223,101,202,0.0,0.0,1.0,0.0
staged,nvbench2:test:223,101,303,1.0,1.0,1.0,1.0
staged,nvbench2:test:223,202,303,0.0,0.0,1.0,0.0
staged,nvbench2:test:227,101,202,1.0,1.0,1.0,1.0
staged,nvbench2:test:227,101,303,1.0,0.5,1.0,0.55
staged,nvbench2:test:227,202,303,1.0,0.5,1.0,0.55
staged,nvbench2:test:236,101,202,1.0,0.3333333333333333,0.5,0.415
staged,nvbench2:test:236,101,303,0.0,0.2,0.3333333333333333,0.27
staged,nvbench2:test:236,202,303,0.0,0.0,0.0,0.0
staged,nvbench2:test:238,101,202,1.0,1.0,1.0,1.0
staged,nvbench2:test:238,101,303,1.0,1.0,1.0,1.0
staged,nvbench2:test:238,202,303,1.0,1.0,1.0,1.0
staged,nvbench2:test:252,101,202,0.0,0.0,1.0,0.0
staged,nvbench2:test:252,101,303,0.0,0.0,1.0,0.0
staged,nvbench2:test:252,202,303,1.0,1.0,1.0,1.0
staged,nvbench2:test:254,101,202,0.0,0.0,0.0,0.0
staged,nvbench2:test:254,101,303,0.0,0.0,0.0,0.0
staged,nvbench2:test:254,202,303,0.0,0.0,0.0,0.0
staged,nvbench2:test:263,101,202,0.0,0.0,0.0,0.0
staged,nvbench2:test:263,101,303,0.0,0.0,0.0,0.0
staged,nvbench2:test:263,202,303,0.0,0.0,1.0,0.0
staged,nvbench2:test:268,101,202,0.0,0.0,0.0,0.0
staged,nvbench2:test:268,101,303,0.0,0.0,0.0,0.0
staged,nvbench2:test:268,202,303,0.0,0.0,0.0,0.0
staged,nvbench2:test:287,101,202,1.0,0.8,0.8,0.8235549999999999
staged,nvbench2:test:287,101,303,0.0,0.2857142857142857,0.2857142857142857,0.32589
staged,nvbench2:test:287,202,303,0.0,0.25,0.25,0.280665
staged,nvbench2:test:296,101,202,1.0,0.3333333333333333,0.5,0.55
staged,nvbench2:test:296,101,303,1.0,0.5,1.0,0.55
staged,nvbench2:test:296,202,303,1.0,0.5,0.5,0.55
staged,nvbench2:test:297,101,202,0.0,0.0,0.0,0.0
staged,nvbench2:test:297,101,303,1.0,1.0,1.0,1.0
staged,nvbench2:test:297,202,303,0.0,0.0,0.0,0.0
staged,nvbench2:test:298,101,202,0.0,0.0,0.0,0.0
staged,nvbench2:test:298,101,303,0.0,0.0,1.0,0.0
staged,nvbench2:test:298,202,303,0.0,0.0,0.0,0.0
staged,nvbench2:test:303,101,202,0.0,0.0,0.0,0.0
staged,nvbench2:test:303,101,303,0.0,0.0,0.0,0.0
staged,nvbench2:test:303,202,303,0.0,0.0,0.0,0.0
staged,nvbench2:test:317,101,202,1.0,1.0,1.0,1.0
staged,nvbench2:test:317,101,303,0.0,0.0,1.0,0.0
staged,nvbench2:test:317,202,303,0.0,0.0,1.0,0.0
staged,nvbench2:test:319,101,202,0.0,0.0,0.0,0.0
staged,nvbench2:test:319,101,303,0.0,0.0,0.0,0.0
staged,nvbench2:test:319,202,303,0.0,0.0,0.0,0.0
staged,nvbench2:test:320,101,202,0.0,0.0,1.0,0.0
staged,nvbench2:test:320,101,303,0.0,0.0,1.0,0.0
staged,nvbench2:test:320,202,303,0.0,0.0,1.0,0.0
staged,nvbench2:test:325,101,202,0.0,0.0,0.0,0.0
staged,nvbench2:test:325,101,303,0.0,0.0,0.0,0.0
staged,nvbench2:test:325,202,303,0.0,0.0,0.0,0.0
staged,nvbench2:test:332,101,202,0.0,0.0,1.0,0.0
staged,nvbench2:test:332,101,303,0.0,0.0,1.0,0.0
staged,nvbench2:test:332,202,303,0.0,0.0,1.0,0.0
staged,nvbench2:test:335,101,202,0.0,0.0,1.0,0.0
staged,nvbench2:test:335,101,303,0.0,0.0,1.0,0.0
staged,nvbench2:test:335,202,303,0.0,0.0,1.0,0.0
staged,nvbench2:test:341,101,202,0.0,0.0,0.0,0.0
staged,nvbench2:test:341,101,303,1.0,0.4,0.4,0.5428899999999999
staged,nvbench2:test:341,202,303,0.0,0.0,0.0,0.0
staged,nvbench2:test:344,101,202,0.0,0.0,0.0,0.0
staged,nvbench2:test:344,101,303,0.0,0.0,0.0,0.0
staged,nvbench2:test:344,202,303,0.0,0.0,0.0,0.0
staged,nvbench2:test:349,101,202,0.0,0.0,0.0,0.0
staged,nvbench2:test:349,101,303,1.0,1.0,1.0,1.0
staged,nvbench2:test:349,202,303,0.0,0.0,0.0,0.0
staged,nvbench2:test:351,101,202,0.0,0.0,0.0,0.0
staged,nvbench2:test:351,101,303,1.0,0.2,0.2,0.35424999999999995
staged,nvbench2:test:351,202,303,0.0,0.0,0.0,0.0
staged,nvbench2:test:355,101,202,0.0,0.0,0.0,0.0
staged,nvbench2:test:355,101,303,0.0,0.0,1.0,0.0
staged,nvbench2:test:355,202,303,0.0,0.0,0.0,0.0
staged,nvbench2:test:365,101,202,0.0,0.0,0.0,0.0
staged,nvbench2:test:365,101,303,0.0,0.0,0.0,0.0
staged,nvbench2:test:365,202,303,0.0,0.0,0.0,0.0
staged,nvbench2:test:366,101,202,0.0,0.0,0.0,0.0
staged,nvbench2:test:366,101,303,0.0,0.0,0.0,0.0
staged,nvbench2:test:366,202,303,1.0,1.0,1.0,1.0
staged,nvbench2:test:376,101,202,0.0,0.0,1.0,0.0
staged,nvbench2:test:376,101,303,1.0,1.0,1.0,1.0
staged,nvbench2:test:376,202,303,0.0,0.0,1.0,0.0
staged,nvbench2:test:377,101,202,0.0,0.0,0.0,0.0
staged,nvbench2:test:377,101,303,0.0,0.0,0.0,0.0
staged,nvbench2:test:377,202,303,0.0,0.0,0.0,0.0
staged,nvbench2:test:384,101,202,0.0,0.0,1.0,0.0
staged,nvbench2:test:384,101,303,0.0,0.0,0.0,0.0
staged,nvbench2:test:384,202,303,0.0,0.0,0.0,0.0
staged,nvbench2:test:385,101,202,1.0,1.0,1.0,1.0
staged,nvbench2:test:385,101,303,0.0,0.0,0.0,0.0
staged,nvbench2:test:385,202,303,0.0,0.0,0.0,0.0
staged,nvbench2:test:388,101,202,0.0,0.0,0.0,0.0
staged,nvbench2:test:388,101,303,0.0,0.0,0.0,0.0
staged,nvbench2:test:388,202,303,1.0,0.6666666666666666,0.6666666666666666,0.73
staged,nvbench2:test:392,101,202,1.0,0.3333333333333333,0.5,0.55
staged,nvbench2:test:392,101,303,0.0,0.3333333333333333,0.5,0.45
staged,nvbench2:test:392,202,303,0.0,0.3333333333333333,0.3333333333333333,0.45
staged,nvbench2:test:395,101,202,0.0,0.0,0.0,0.0
staged,nvbench2:test:395,101,303,0.0,0.0,0.0,0.0
staged,nvbench2:test:395,202,303,0.0,0.0,1.0,0.0
staged,nvbench2:test:406,101,202,0.0,0.0,0.0,0.0
staged,nvbench2:test:406,101,303,0.0,0.0,0.0,0.0
staged,nvbench2:test:406,202,303,0.0,0.0,0.0,0.0
staged,nvbench2:test:426,101,202,0.0,0.0,1.0,0.0
staged,nvbench2:test:426,101,303,0.0,0.0,1.0,0.0
staged,nvbench2:test:426,202,303,0.0,0.0,1.0,0.0
staged,nvbench2:test:430,101,202,0.0,0.0,0.0,0.0
staged,nvbench2:test:430,101,303,0.0,0.0,0.0,0.0
staged,nvbench2:test:430,202,303,0.0,0.0,0.0,0.0
staged,nvbench2:test:432,101,202,0.0,0.0,1.0,0.0
staged,nvbench2:test:432,101,303,0.0,0.0,1.0,0.0
staged,nvbench2:test:432,202,303,0.0,0.0,1.0,0.0
staged,nvbench2:test:434,101,202,1.0,1.0,1.0,1.0
staged,nvbench2:test:434,101,303,1.0,1.0,1.0,1.0
staged,nvbench2:test:434,202,303,1.0,1.0,1.0,1.0
staged,nvbench2:test:435,101,202,0.0,0.0,0.0,0.0
staged,nvbench2:test:435,101,303,0.0,0.14285714285714285,0.3333333333333333,0.17644500000000002
staged,nvbench2:test:435,202,303,0.0,0.0,0.0,0.0
staged,nvbench2:test:443,101,202,1.0,1.0,1.0,1.0
staged,nvbench2:test:443,101,303,1.0,1.0,1.0,1.0
staged,nvbench2:test:443,202,303,1.0,1.0,1.0,1.0
staged,nvbench2:test:446,101,202,0.0,0.0,1.0,0.0
staged,nvbench2:test:446,101,303,1.0,1.0,1.0,1.0
staged,nvbench2:test:446,202,303,0.0,0.0,1.0,0.0
staged,nvbench2:test:454,101,202,1.0,1.0,1.0,1.0
staged,nvbench2:test:454,101,303,0.0,0.0,0.0,0.0
staged,nvbench2:test:454,202,303,0.0,0.0,0.0,0.0
staged,nvbench2:test:461,101,202,1.0,1.0,1.0,1.0
staged,nvbench2:test:461,101,303,1.0,1.0,1.0,1.0
staged,nvbench2:test:461,202,303,1.0,1.0,1.0,1.0
staged,nvbench2:test:466,101,202,1.0,1.0,1.0,1.0
staged,nvbench2:test:466,101,303,1.0,1.0,1.0,1.0
staged,nvbench2:test:466,202,303,1.0,1.0,1.0,1.0
staged,nvbench2:test:471,101,202,1.0,1.0,1.0,1.0
staged,nvbench2:test:471,101,303,1.0,1.0,1.0,1.0
staged,nvbench2:test:471,202,303,1.0,1.0,1.0,1.0
staged,nvbench2:test:479,101,202,0.0,0.0,0.0,0.0
staged,nvbench2:test:479,101,303,0.0,0.0,0.0,0.0
staged,nvbench2:test:479,202,303,1.0,0.3333333333333333,0.5,0.55
staged,nvbench2:test:483,101,202,1.0,1.0,1.0,1.0
staged,nvbench2:test:483,101,303,1.0,1.0,1.0,1.0
staged,nvbench2:test:483,202,303,1.0,1.0,1.0,1.0
staged,nvbench2:test:486,101,202,0.0,0.0,0.0,0.0
staged,nvbench2:test:486,101,303,0.0,0.0,0.0,0.0
staged,nvbench2:test:486,202,303,0.0,0.0,0.0,0.0
staged,nvbench2:test:489,101,202,0.0,0.0,1.0,0.0
staged,nvbench2:test:489,101,303,0.0,0.0,1.0,0.0
staged,nvbench2:test:489,202,303,0.0,0.0,1.0,0.0
staged,nvbench2:test:492,101,202,1.0,1.0,1.0,1.0
staged,nvbench2:test:492,101,303,0.0,0.0,0.0,0.0
staged,nvbench2:test:492,202,303,0.0,0.0,0.0,0.0
staged,nvbench2:test:505,101,202,1.0,0.5,1.0,0.55
staged,nvbench2:test:505,101,303,1.0,1.0,1.0,1.0
staged,nvbench2:test:505,202,303,1.0,0.5,1.0,0.55
staged,nvbench2:test:508,101,202,1.0,1.0,1.0,1.0
staged,nvbench2:test:508,101,303,1.0,1.0,1.0,1.0
staged,nvbench2:test:508,202,303,1.0,1.0,1.0,1.0
staged,nvbench2:test:519,101,202,0.0,0.0,0.0,0.0
staged,nvbench2:test:519,101,303,0.0,0.0,0.0,0.0
staged,nvbench2:test:519,202,303,0.0,0.0,1.0,0.0
staged,nvbench2:test:524,101,202,0.0,0.0,1.0,0.0
staged,nvbench2:test:524,101,303,0.0,0.0,0.0,0.0
staged,nvbench2:test:524,202,303,0.0,0.0,0.0,0.0
staged,nvbench2:test:526,101,202,0.0,0.0,0.0,0.0
staged,nvbench2:test:526,101,303,0.0,0.0,0.0,0.0
staged,nvbench2:test:526,202,303,0.0,0.0,0.0,0.0
staged,nvbench2:test:531,101,202,0.0,0.0,1.0,0.0
staged,nvbench2:test:531,101,303,0.0,0.0,1.0,0.0
staged,nvbench2:test:531,202,303,0.0,0.0,1.0,0.0
staged,nvbench2:test:532,101,202,1.0,1.0,1.0,1.0
staged,nvbench2:test:532,101,303,1.0,1.0,1.0,1.0
staged,nvbench2:test:532,202,303,1.0,1.0,1.0,1.0
staged,nvbench2:test:535,101,202,0.0,0.0,0.0,0.0
staged,nvbench2:test:535,101,303,0.0,0.0,0.0,0.0
staged,nvbench2:test:535,202,303,0.0,0.0,1.0,0.0
staged,nvbench2:test:545,101,202,1.0,1.0,1.0,1.0
staged,nvbench2:test:545,101,303,1.0,1.0,1.0,1.0
staged,nvbench2:test:545,202,303,1.0,1.0,1.0,1.0
staged,nvbench2:test:546,101,202,0.0,0.0,1.0,0.0
staged,nvbench2:test:546,101,303,1.0,1.0,1.0,1.0
staged,nvbench2:test:546,202,303,0.0,0.0,1.0,0.0
staged,nvbench2:test:547,101,202,1.0,1.0,1.0,1.0
staged,nvbench2:test:547,101,303,0.0,0.0,0.0,0.0
staged,nvbench2:test:547,202,303,0.0,0.0,0.0,0.0
staged,nvbench2:test:551,101,202,0.0,0.0,1.0,0.0
staged,nvbench2:test:551,101,303,0.0,0.0,0.0,0.0
staged,nvbench2:test:551,202,303,0.0,0.0,0.0,0.0
staged,nvbench2:test:552,101,202,0.0,0.0,0.0,0.0
staged,nvbench2:test:552,101,303,1.0,1.0,1.0,1.0
staged,nvbench2:test:552,202,303,0.0,0.0,0.0,0.0
staged,nvbench2:test:553,101,202,1.0,1.0,1.0,1.0
staged,nvbench2:test:553,101,303,1.0,1.0,1.0,1.0
staged,nvbench2:test:553,202,303,1.0,1.0,1.0,1.0
staged,nvbench2:test:554,101,202,1.0,1.0,1.0,1.0
staged,nvbench2:test:554,101,303,1.0,1.0,1.0,1.0
staged,nvbench2:test:554,202,303,1.0,1.0,1.0,1.0
staged,nvbench2:test:556,101,202,1.0,1.0,1.0,1.0
staged,nvbench2:test:556,101,303,1.0,1.0,1.0,1.0
staged,nvbench2:test:556,202,303,1.0,1.0,1.0,1.0
staged,nvbench2:test:558,101,202,0.0,0.0,0.0,0.0
staged,nvbench2:test:558,101,303,0.0,0.3333333333333333,1.0,0.45
staged,nvbench2:test:558,202,303,0.0,0.0,0.0,0.0
staged,nvbench2:test:561,101,202,0.0,0.0,0.0,0.0
staged,nvbench2:test:561,101,303,0.0,0.0,0.0,0.0
staged,nvbench2:test:561,202,303,1.0,1.0,1.0,1.0
staged,nvbench2:test:566,101,202,0.0,0.0,1.0,0.0
staged,nvbench2:test:566,101,303,0.0,0.0,1.0,0.0
staged,nvbench2:test:566,202,303,0.0,0.0,1.0,0.0
staged,nvbench2:test:574,101,202,0.0,0.0,0.0,0.0
staged,nvbench2:test:574,101,303,0.0,0.0,0.0,0.0
staged,nvbench2:test:574,202,303,1.0,0.3333333333333333,0.3333333333333333,0.415
staged,nvbench2:test:577,101,202,0.0,0.0,0.0,0.0
staged,nvbench2:test:577,101,303,1.0,1.0,1.0,1.0
staged,nvbench2:test:577,202,303,0.0,0.0,0.0,0.0
staged,nvbench2:test:578,101,202,1.0,1.0,1.0,1.0
staged,nvbench2:test:578,101,303,1.0,1.0,1.0,1.0
staged,nvbench2:test:578,202,303,1.0,1.0,1.0,1.0
staged,nvbench2:test:583,101,202,0.0,0.0,0.0,0.0
staged,nvbench2:test:583,101,303,0.0,0.0,0.0,0.0
staged,nvbench2:test:583,202,303,0.0,0.0,0.0,0.0
staged,nvbench2:test:589,101,202,1.0,1.0,1.0,1.0
staged,nvbench2:test:589,101,303,1.0,1.0,1.0,1.0
staged,nvbench2:test:589,202,303,1.0,1.0,1.0,1.0
staged,nvbench2:test:609,101,202,1.0,0.6666666666666666,0.6,0.8687799999999999
staged,nvbench2:test:609,101,303,1.0,0.3333333333333333,0.4,0.49788999999999994
staged,nvbench2:test:609,202,303,1.0,0.3333333333333333,0.4,0.49788999999999994
staged,nvbench2:test:610,101,202,1.0,1.0,1.0,1.0
staged,nvbench2:test:610,101,303,1.0,1.0,1.0,1.0
staged,nvbench2:test:610,202,303,1.0,1.0,1.0,1.0
staged,nvbench2:test:611,101,202,0.0,0.0,1.0,0.0
staged,nvbench2:test:611,101,303,0.0,0.0,0.0,0.0
staged,nvbench2:test:611,202,303,0.0,0.0,0.0,0.0
